ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,storage_medium,qc_flag,flag_reason,qc_log,ufn_sort
U814,scale,BSC6-34,BSC6,34,BSC6-34,NA,collected,Dry,N,NA,NA,814
U815,scale,BSC6-35,BSC6,35,BSC6-35,NA,collected,Dry,N,NA,NA,815
U816,scale,BSC6-36,BSC6,36,BSC6-36,NA,collected,Dry,N,NA,NA,816
U817,scale,BSC6-37,BSC6,37,BSC6-37,NA,collected,Dry,N,NA,NA,817
U818,scale,BSC6-38,BSC6,38,BSC6-38,NA,collected,Dry,N,NA,NA,818
U819,scale,BSC6-39,BSC6,39,BSC6-39,NA,collected,Dry,N,NA,NA,819
U820,scale,BSC6-40,BSC6,40,BSC6-40,NA,collected,Dry,N,NA,NA,820
U821,scale,BSC18-11,BSC18,11,BSC18-11,NA,collected,Dry,N,NA,NA,821
U822,scale,BSC18-12,BSC18,12,BSC18-12,NA,collected,Dry,N,NA,NA,822
U823,scale,BSC18-13,BSC18,13,BSC18-13,NA,collected,Dry,N,NA,NA,823
U824,scale,BSC18-14,BSC18,14,BSC18-14,NA,collected,Dry,N,NA,NA,824
U825,scale,BSC18-15,BSC18,15,BSC18-15,NA,collected,Dry,N,NA,NA,825
U826,scale,BSC18-16,BSC18,16,BSC18-16,NA,collected,Dry,N,NA,NA,826
U827,scale,BSC18-17,BSC18,17,BSC18-17,NA,collected,Dry,N,NA,NA,827
U828,scale,BSC18-18,BSC18,18,BSC18-18,NA,collected,Dry,N,NA,NA,828
U829,scale,BSC18-19,BSC18,19,BSC18-19,NA,collected,Dry,N,NA,NA,829
U830,scale,BSC18-20,BSC18,20,BSC18-20,NA,collected,Dry,N,NA,NA,830
U831,scale,BSC8-26,BSC8,26,BSC8-26,NA,collected,Dry,N,NA,NA,831
U832,scale,BSC8-27,BSC8,27,BSC8-27,NA,collected,Dry,N,NA,NA,832
U833,scale,BSC8-28,BSC8,28,BSC8-28,NA,collected,Dry,N,NA,NA,833
U834,scale,BSC8-29,BSC8,29,BSC8-29,NA,collected,Dry,N,NA,NA,834
U835,scale,BSC8-30,BSC8,30,BSC8-30,NA,collected,Dry,N,NA,NA,835
U836,scale,BSC8-31,BSC8,31,BSC8-31,NA,collected,Dry,N,NA,NA,836
U837,scale,BSC8-32,BSC8,32,BSC8-32,NA,collected,Dry,N,NA,NA,837
U838,scale,BSC8-33,BSC8,33,BSC8-33,NA,collected,Dry,N,NA,NA,838
U839,scale,BSC8-34,BSC8,34,BSC8-34,NA,collected,Dry,N,NA,NA,839
U840,scale,BSC8-35,BSC8,35,BSC8-35,NA,collected,Dry,N,NA,NA,840
U841,scale,BSC6-41,BSC6,41,BSC6-41,NA,collected,Dry,N,NA,NA,841
U842,scale,BSC6-42,BSC6,42,BSC6-42,NA,collected,Dry,N,NA,NA,842
U843,scale,BSC6-43,BSC6,43,BSC6-43,NA,collected,Dry,N,NA,NA,843
U845,scale,BSC6-44,BSC6,44,BSC6-44,NA,collected,Dry,N,NA,NA,845
U846,scale,BSC6-45,BSC6,45,BSC6-45,NA,collected,Dry,N,NA,NA,846
U847,scale,BSC6-46,BSC6,46,BSC6-46,NA,collected,Dry,N,NA,NA,847
U848,scale,BSC6-47,BSC6,47,BSC6-47,NA,collected,Dry,N,NA,NA,848
U849,scale,BSC6-48,BSC6,48,BSC6-48,NA,collected,Dry,N,NA,NA,849
U850,scale,BSC6-49,BSC6,49,BSC6-49,NA,collected,Dry,N,NA,NA,850
U851,scale,BSC7-11,BSC7,11,BSC7-11,NA,collected,Dry,N,NA,NA,851
U852,scale,BSC7-12,BSC7,12,BSC7-12,NA,collected,Dry,N,NA,NA,852
U853,scale,BSC7-13,BSC7,13,BSC7-13,NA,collected,Dry,N,NA,NA,853
U854,scale,BSC7-14,BSC7,14,BSC7-14,NA,collected,Dry,N,NA,NA,854
U855,scale,BSC7-15,BSC7,15,BSC7-15,NA,collected,Dry,N,NA,NA,855
U856,scale,BSC7-16,BSC7,16,BSC7-16,NA,collected,Dry,N,NA,NA,856
U857,scale,BSC7-17,BSC7,17,BSC7-17,NA,collected,Dry,N,NA,NA,857
U858,scale,BSC7-18,BSC7,18,BSC7-18,NA,collected,Dry,N,NA,NA,858
U859,scale,BSC7-19,BSC7,19,BSC7-19,NA,collected,Dry,N,NA,NA,859
U860,scale,BSC7-20,BSC7,20,BSC7-20,NA,collected,Dry,N,NA,NA,860
U861,scale,BSC8-36,BSC8,36,BSC8-36,NA,collected,Dry,N,NA,NA,861
U862,scale,BSC8-37,BSC8,37,BSC8-37,NA,collected,Dry,N,NA,NA,862
U863,scale,BSC8-38,BSC8,38,BSC8-38,NA,collected,Dry,N,NA,NA,863
U864,scale,BSC8-39,BSC8,39,BSC8-39,NA,collected,Dry,N,NA,NA,864
U865,scale,BSC8-40,BSC8,40,BSC8-40,NA,collected,Dry,N,NA,NA,865
U866,scale,BSC8-41,BSC8,41,BSC8-41,NA,collected,Dry,N,NA,NA,866
U867,scale,BSC8-42,BSC8,42,BSC8-42,NA,collected,Dry,N,NA,NA,867
U868,scale,BSC8-43,BSC8,43,BSC8-43,NA,collected,Dry,N,NA,NA,868
U869,scale,BSC8-44,BSC8,44,BSC8-44,NA,collected,Dry,N,NA,NA,869
U870,scale,BSC8-45,BSC8,45,BSC8-45,NA,collected,Dry,N,NA,NA,870
U871,scale,BSC6-50,BSC6,50,BSC6-50,NA,collected,Dry,N,NA,NA,871
U872,scale,BSC20-1,BSC20,1,BSC20-1,NA,collected,Dry,N,NA,NA,872
U873,scale,BSC20-2,BSC20,2,BSC20-2,NA,collected,Dry,N,NA,NA,873
U874,scale,BSC20-3,BSC20,3,BSC20-3,NA,collected,Dry,N,NA,NA,874
U875,scale,BSC20-4,BSC20,4,BSC20-4,NA,collected,Dry,N,NA,NA,875
U876,scale,BSC20-5,BSC20,5,BSC20-5,NA,collected,Dry,N,NA,NA,876
U877,scale,BSC20-6,BSC20,6,BSC20-6,NA,collected,Dry,N,NA,NA,877
U878,scale,BSC20-7,BSC20,7,BSC20-7,NA,collected,Dry,N,NA,NA,878
U879,scale,BSC20-9,BSC20,9,BSC20-9,NA,collected,Dry,N,NA,NA,879
U880,scale,BSC20-8,BSC20,8,BSC20-8,NA,collected,Dry,N,NA,NA,880
U881,scale,BSC18-21,BSC18,21,BSC18-21,NA,collected,Dry,N,NA,NA,881
U882,scale,BSC18-22,BSC18,22,BSC18-22,NA,collected,Dry,N,NA,NA,882
U883,scale,BSC18-23,BSC18,23,BSC18-23,NA,collected,Dry,N,NA,NA,883
U884,scale,BSC18-24,BSC18,24,BSC18-24,NA,collected,Dry,N,NA,NA,884
U885,scale,BSC18-25,BSC18,25,BSC18-25,NA,collected,Dry,N,NA,NA,885
U886,scale,BSC18-26,BSC18,26,BSC18-26,NA,collected,Dry,N,NA,NA,886
U887,scale,BSC18-27,BSC18,27,BSC18-27,NA,collected,Dry,N,NA,NA,887
U888,scale,BSC18-28,BSC18,28,BSC18-28,NA,collected,Dry,N,NA,NA,888
U889,scale,BSC18-29,BSC18,29,BSC18-29,NA,collected,Dry,N,NA,NA,889
U890,scale,BSC18-30,BSC18,30,BSC18-30,NA,collected,Dry,N,NA,NA,890
U891,scale,BSC8-46,BSC8,46,BSC8-46,NA,collected,Dry,N,NA,NA,891
U892,scale,BSC8-47,BSC8,47,BSC8-47,NA,collected,Dry,N,NA,NA,892
U893,scale,BSC8-49,BSC8,49,BSC8-49,NA,collected,Dry,N,NA,NA,893
U894,scale,BSC8-48,BSC8,48,BSC8-48,NA,collected,Dry,N,NA,NA,894
U895,scale,BSC8-50,BSC8,50,BSC8-50,NA,collected,Dry,N,NA,NA,895
U896,scale,BSC19-1,BSC19,1,BSC19-1,NA,collected,Dry,N,NA,NA,896
U897,scale,BSC19-2,BSC19,2,BSC19-2,NA,collected,Dry,N,NA,NA,897
U898,scale,BSC19-3,BSC19,3,BSC19-3,NA,collected,Dry,N,NA,NA,898
U899,scale,BSC19-4,BSC19,4,BSC19-4,NA,collected,Dry,N,NA,NA,899
U900,scale,BSC19-5,BSC19,5,BSC19-5,NA,collected,Dry,N,NA,NA,900
U901,scale,BSC18-31,BSC18,31,BSC18-31,NA,collected,Dry,N,NA,NA,901
U902,scale,BSC18-32,BSC18,32,BSC18-32,NA,collected,Dry,N,NA,NA,902
U903,scale,BSC18-33,BSC18,33,BSC18-33,NA,collected,Dry,N,NA,NA,903
U904,scale,BSC18-34,BSC18,34,BSC18-34,NA,collected,Dry,N,NA,NA,904
U905,scale,BSC18-35,BSC18,35,BSC18-35,NA,collected,Dry,N,NA,NA,905
U906,scale,BSC18-36,BSC18,36,BSC18-36,NA,collected,Dry,N,NA,NA,906
U907,scale,BSC18-37,BSC18,37,BSC18-37,NA,collected,Dry,N,NA,NA,907
U908,scale,BSC18-38,BSC18,38,BSC18-38,NA,collected,Dry,N,NA,NA,908
U909,scale,BSC18-39,BSC18,39,BSC18-39,NA,collected,Dry,N,NA,NA,909
U910,scale,BSC18-40,BSC18,40,BSC18-40,NA,collected,Dry,N,NA,NA,910
U911,scale,BSC19-6,BSC19,6,BSC19-6,NA,collected,Dry,N,NA,NA,911
U912,scale,BSC19-7,BSC19,7,BSC19-7,NA,collected,Dry,N,NA,NA,912
U913,scale,BSC19-8,BSC19,8,BSC19-8,NA,collected,Dry,N,NA,NA,913
U914,scale,BSC19-9,BSC19,9,BSC19-9,NA,collected,Dry,N,NA,NA,914
U916,scale,BSC19-10,BSC19,10,BSC19-10,NA,collected,Dry,N,NA,NA,916
U917,scale,BSC19-11,BSC19,11,BSC19-11,NA,collected,Dry,N,NA,NA,917
U918,scale,BSC19-12,BSC19,12,BSC19-12,NA,collected,Dry,N,NA,NA,918
U919,scale,BSC19-13,BSC19,13,BSC19-13,NA,collected,Dry,N,NA,NA,919
U920,scale,BSC19-14,BSC19,14,BSC19-14,NA,collected,Dry,N,NA,NA,920
U921,scale,BSC20-10,BSC20,10,BSC20-10,NA,collected,Dry,N,NA,NA,921
U922,scale,BSC20-11,BSC20,11,BSC20-11,NA,collected,Dry,N,NA,NA,922
U923,scale,BSC20-12,BSC20,12,BSC20-12,NA,collected,Dry,N,NA,NA,923
U924,scale,BSC20-13,BSC20,13,BSC20-13,NA,collected,Dry,N,NA,NA,924
U925,scale,BSC20-14,BSC20,14,BSC20-14,NA,collected,Dry,N,NA,NA,925
U926,scale,BSC20-15,BSC20,15,BSC20-15,NA,collected,Dry,N,NA,NA,926
U927,scale,BSC20-16,BSC20,16,BSC20-16,NA,collected,Dry,N,NA,NA,927
U928,scale,BSC20-17,BSC20,17,BSC20-17,NA,collected,Dry,N,NA,NA,928
U929,scale,BSC20-18,BSC20,18,BSC20-18,NA,collected,Dry,N,NA,NA,929
U930,scale,BSC20-19,BSC20,19,BSC20-19,NA,collected,Dry,N,NA,NA,930
U931,scale,BSC18-41,BSC18,41,BSC18-41,NA,collected,Dry,N,NA,NA,931
U932,scale,BSC18-42,BSC18,42,BSC18-42,NA,collected,Dry,N,NA,NA,932
U933,scale,BSC18-43,BSC18,43,BSC18-43,NA,collected,Dry,N,NA,NA,933
U934,scale,BSC18-44,BSC18,44,BSC18-44,NA,collected,Dry,N,NA,NA,934
U935,scale,BSC18-45,BSC18,45,BSC18-45,NA,collected,Dry,N,NA,NA,935
U936,scale,BSC18-46,BSC18,46,BSC18-46,NA,collected,Dry,N,NA,NA,936
U939,scale,BSC18-49,BSC18,49,BSC18-49,NA,collected,Dry,N,NA,NA,939
U940,scale,BSC18-50,BSC18,50,BSC18-50,NA,collected,Dry,N,NA,NA,940
U941,scale,BSC7-21,BSC7,21,BSC7-21,NA,collected,Dry,N,NA,NA,941
U942,scale,BSC7-22,BSC7,22,BSC7-22,NA,collected,Dry,N,NA,NA,942
U943,scale,BSC7-23,BSC7,23,BSC7-23,NA,collected,Dry,N,NA,NA,943
U944,scale,BSC7-24,BSC7,24,BSC7-24,NA,collected,Dry,N,NA,NA,944
U945,scale,BSC7-25,BSC7,25,BSC7-25,NA,collected,Dry,N,NA,NA,945
U946,scale,BSC7-26,BSC7,26,BSC7-26,NA,collected,Dry,N,NA,NA,946
U947,scale,BSC7-27,BSC7,27,BSC7-27,NA,collected,Dry,N,NA,NA,947
U948,scale,BSC7-28,BSC7,28,BSC7-28,NA,collected,Dry,N,NA,NA,948
U949,scale,BSC7-29,BSC7,29,BSC7-29,NA,collected,Dry,N,NA,NA,949
U950,scale,BSC7-30,BSC7,30,BSC7-30,NA,collected,Dry,N,NA,NA,950
U951,scale,BSC21-1,BSC21,1,BSC21-1,NA,collected,Dry,N,NA,NA,951
U952,scale,BSC21-2,BSC21,2,BSC21-2,NA,collected,Dry,N,NA,NA,952
U953,scale,BSC21-3,BSC21,3,BSC21-3,NA,collected,Dry,N,NA,NA,953
U954,scale,BSC21-4,BSC21,4,BSC21-4,NA,collected,Dry,N,NA,NA,954
U955,scale,BSC21-5,BSC21,5,BSC21-5,NA,collected,Dry,N,NA,NA,955
U956,scale,BSC21-6,BSC21,6,BSC21-6,NA,collected,Dry,N,NA,NA,956
U957,scale,BSC21-7,BSC21,7,BSC21-7,NA,collected,Dry,N,NA,NA,957
U958,scale,BSC21-8,BSC21,8,BSC21-8,NA,collected,Dry,N,NA,NA,958
U959,scale,BSC21-9,BSC21,9,BSC21-9,NA,collected,Dry,N,NA,NA,959
U960,scale,BSC21-10,BSC21,10,BSC21-10,NA,collected,Dry,N,NA,NA,960
U961,scale,BSC19-15,BSC19,15,BSC19-15,NA,collected,Dry,N,NA,NA,961
U962,scale,BSC19-16,BSC19,16,BSC19-16,NA,collected,Dry,N,NA,NA,962
U963,scale,BSC19-17,BSC19,17,BSC19-17,NA,collected,Dry,N,NA,NA,963
U964,scale,BSC19-18,BSC19,18,BSC19-18,NA,collected,Dry,N,NA,NA,964
U965,scale,BSC19-19,BSC19,19,BSC19-19,NA,collected,Dry,N,NA,NA,965
U966,scale,BSC19-20,BSC19,20,BSC19-20,NA,collected,Dry,N,NA,NA,966
U967,scale,BSC19-21,BSC19,21,BSC19-21,NA,collected,Dry,N,NA,NA,967
U968,scale,BSC19-22,BSC19,22,BSC19-22,NA,collected,Dry,N,NA,NA,968
U969,scale,BSC19-23,BSC19,23,BSC19-23,NA,collected,Dry,N,NA,NA,969
U970,scale,BSC19-24,BSC19,24,BSC19-24,NA,collected,Dry,N,NA,NA,970
U971,scale,BSC27-29,BSC27,29,BSC27-29,NA,collected,Dry,N,NA,NA,971
U972,scale,BSC27-30,BSC27,30,BSC27-30,NA,collected,Dry,N,NA,NA,972
U973,scale,BSC27-31,BSC27,31,BSC27-31,NA,collected,Dry,N,NA,NA,973
U974,scale,BSC27-32,BSC27,32,BSC27-32,NA,collected,Dry,N,NA,NA,974
U975,scale,BSC27-33,BSC27,33,BSC27-33,NA,collected,Dry,N,NA,NA,975
U976,scale,BSC27-34,BSC27,34,BSC27-34,NA,collected,Dry,N,NA,NA,976
U977,scale,BSC27-35,BSC27,35,BSC27-35,NA,collected,Dry,N,NA,NA,977
U978,scale,BSC27-36,BSC27,36,BSC27-36,NA,collected,Dry,N,NA,NA,978
U979,scale,BSC27-37,BSC27,37,BSC27-37,NA,collected,Dry,N,NA,NA,979
U980,scale,BSC27-38,BSC27,38,BSC27-38,NA,collected,Dry,N,NA,NA,980
U981,scale,BSC20-20,BSC20,20,BSC20-20,NA,collected,Dry,N,NA,NA,981
U982,scale,BSC20-21,BSC20,21,BSC20-21,NA,collected,Dry,N,NA,NA,982
U983,scale,BSC20-22,BSC20,22,BSC20-22,NA,collected,Dry,N,NA,NA,983
U984,scale,BSC20-23,BSC20,23,BSC20-23,NA,collected,Dry,N,NA,NA,984
U985,scale,BSC20-24,BSC20,24,BSC20-24,NA,collected,Dry,N,NA,NA,985
U986,scale,BSC20-25,BSC20,25,BSC20-25,NA,collected,Dry,N,NA,NA,986
U987,scale,BSC20-26,BSC20,26,BSC20-26,NA,collected,Dry,N,NA,NA,987
U988,scale,BSC20-27,BSC20,27,BSC20-27,NA,collected,Dry,N,NA,NA,988
U989,scale,BSC20-28,BSC20,28,BSC20-28,NA,collected,Dry,N,NA,NA,989
U990,scale,BSC20-29,BSC20,29,BSC20-29,NA,collected,Dry,N,NA,NA,990
U991,scale,BSC19-25,BSC19,25,BSC19-25,NA,collected,Dry,N,NA,NA,991
U992,scale,BSC19-26,BSC19,26,BSC19-26,NA,collected,Dry,N,NA,NA,992
U993,scale,BSC19-27,BSC19,27,BSC19-27,NA,collected,Dry,N,NA,NA,993
U994,scale,BSC19-28,BSC19,28,BSC19-28,NA,collected,Dry,N,NA,NA,994
U995,scale,BSC19-29,BSC19,29,BSC19-29,NA,collected,Dry,N,NA,NA,995
U996,scale,BSC19-30,BSC19,30,BSC19-30,NA,collected,Dry,N,NA,NA,996
U997,scale,BSC19-31,BSC19,31,BSC19-31,NA,collected,Dry,N,NA,NA,997
U998,scale,BSC19-32,BSC19,32,BSC19-32,NA,collected,Dry,N,NA,NA,998
U999,scale,BSC19-33,BSC19,33,BSC19-33,NA,collected,Dry,N,NA,NA,999
U1000,scale,BSC19-34,BSC19,34,BSC19-34,NA,collected,Dry,N,NA,NA,1000
U1001,scale,BSC21-11,BSC21,11,BSC21-11,NA,collected,Dry,N,NA,NA,1001
U1002,scale,BSC21-12,BSC21,12,BSC21-12,NA,collected,Dry,N,NA,NA,1002
U1003,scale,BSC21-22,BSC21,22,BSC21-22,NA,collected,Dry,N,NA,NA,1003
U1004,scale,BSC21-13,BSC21,13,BSC21-13,NA,collected,Dry,N,NA,NA,1004
U1005,scale,BSC21-14,BSC21,14,BSC21-14,NA,collected,Dry,N,NA,NA,1005
U1006,scale,BSC21-15,BSC21,15,BSC21-15,NA,collected,Dry,N,NA,NA,1006
U1007,scale,BSC21-16,BSC21,16,BSC21-16,NA,collected,Dry,N,NA,NA,1007
U1008,scale,BSC21-17,BSC21,17,BSC21-17,NA,collected,Dry,N,NA,NA,1008
U1009,scale,BSC21-18,BSC21,18,BSC21-18,NA,collected,Dry,N,NA,NA,1009
U1010,scale,BSC21-19,BSC21,19,BSC21-19,NA,collected,Dry,N,NA,NA,1010
U1011,scale,BSC20-30,BSC20,30,BSC20-30,NA,collected,Dry,N,NA,NA,1011
U1012,scale,BSC20-31,BSC20,31,BSC20-31,NA,collected,Dry,N,NA,NA,1012
U1013,scale,BSC20-32,BSC20,32,BSC20-32,NA,collected,Dry,N,NA,NA,1013
U1014,scale,BSC20-34,BSC20,34,BSC20-34,NA,collected,Dry,N,NA,NA,1014
U1015,scale,BSC20-33,BSC20,33,BSC20-33,NA,collected,Dry,N,NA,NA,1015
U1016,scale,BSC20-36,BSC20,36,BSC20-36,NA,collected,Dry,N,NA,NA,1016
U1017,scale,BSC20-35,BSC20,35,BSC20-35,NA,collected,Dry,N,NA,NA,1017
U1018,scale,BSC20-37,BSC20,37,BSC20-37,NA,collected,Dry,N,NA,NA,1018
U1019,scale,BSC20-38,BSC20,38,BSC20-38,NA,collected,Dry,N,NA,NA,1019
U1020,scale,BSC20-39,BSC20,39,BSC20-39,NA,collected,Dry,N,NA,NA,1020
U1021,scale,BSC19-35,BSC19,35,BSC19-35,NA,collected,Dry,N,NA,NA,1021
U1022,scale,BSC19-36,BSC19,36,BSC19-36,NA,collected,Dry,N,NA,NA,1022
U1023,scale,BSC19-37,BSC19,37,BSC19-37,NA,collected,Dry,N,NA,NA,1023
U1024,scale,BSC19-38,BSC19,38,BSC19-38,NA,collected,Dry,N,NA,NA,1024
U1025,scale,BSC19-39,BSC19,39,BSC19-39,NA,collected,Dry,N,NA,NA,1025
U1026,scale,BSC19-40,BSC19,40,BSC19-40,NA,collected,Dry,N,NA,NA,1026
U1027,scale,BSC19-41,BSC19,41,BSC19-41,NA,collected,Dry,N,NA,NA,1027
U1028,scale,BSC19-42,BSC19,42,BSC19-42,NA,collected,Dry,N,NA,NA,1028
U1030,scale,BSC19-43,BSC19,43,BSC19-43,NA,collected,Dry,N,NA,NA,1030
U1031,scale,BSC7-31,BSC7,31,BSC7-31,NA,collected,Dry,N,NA,NA,1031
U1032,scale,BSC7-32,BSC7,32,BSC7-32,NA,collected,Dry,N,NA,NA,1032
U1033,scale,BSC7-33,BSC7,33,BSC7-33,NA,collected,Dry,N,NA,NA,1033
U1034,scale,BSC7-34,BSC7,34,BSC7-34,NA,collected,Dry,N,NA,NA,1034
U1035,scale,BSC7-35,BSC7,35,BSC7-35,NA,collected,Dry,N,NA,NA,1035
U1036,scale,BSC7-36,BSC7,36,BSC7-36,NA,collected,Dry,N,NA,NA,1036
U1037,scale,BSC7-37,BSC7,37,BSC7-37,NA,collected,Dry,N,NA,NA,1037
U1038,scale,BSC7-38,BSC7,38,BSC7-38,NA,collected,Dry,N,NA,NA,1038
U1039,scale,BSC7-39,BSC7,39,BSC7-39,NA,collected,Dry,N,NA,NA,1039
U1040,scale,BSC7-40,BSC7,40,BSC7-40,NA,collected,Dry,N,NA,NA,1040
U1041,scale,BSC21-20,BSC21,20,BSC21-20,NA,collected,Dry,N,NA,NA,1041
U1042,scale,BSC21-21,BSC21,21,BSC21-21,NA,collected,Dry,N,NA,NA,1042
U1043,scale,BSC21-23,BSC21,23,BSC21-23,NA,collected,Dry,N,NA,NA,1043
U1044,scale,BSC21-24,BSC21,24,BSC21-24,NA,collected,Dry,N,NA,NA,1044
U1045,scale,BSC21-25,BSC21,25,BSC21-25,NA,collected,Dry,N,NA,NA,1045
U1046,scale,BSC21-26,BSC21,26,BSC21-26,NA,collected,Dry,N,NA,NA,1046
U1047,scale,BSC21-27,BSC21,27,BSC21-27,NA,collected,Dry,N,NA,NA,1047
U1048,scale,BSC21-28,BSC21,28,BSC21-28,NA,collected,Dry,N,NA,NA,1048
U1049,scale,BSC21-29,BSC21,29,BSC21-29,NA,collected,Dry,N,NA,NA,1049
U1050,scale,BSC21-30,BSC21,30,BSC21-30,NA,collected,Dry,N,NA,NA,1050
U1051,scale,BSC1-25,BSC1,25,BSC1-25,NA,collected,Dry,N,NA,NA,1051
U1052,scale,BSC20-41,BSC20,41,BSC20-41,NA,collected,Dry,N,NA,NA,1052
U1053,scale,BSC20-40,BSC20,40,BSC20-40,NA,collected,Dry,N,NA,NA,1053
U1054,scale,BSC20-42,BSC20,42,BSC20-42,NA,collected,Dry,N,NA,NA,1054
U1055,scale,BSC20-43,BSC20,43,BSC20-43,NA,collected,Dry,N,NA,NA,1055
U1056,scale,BSC20-44,BSC20,44,BSC20-44,NA,collected,Dry,N,NA,NA,1056
U1057,scale,BSC20-45,BSC20,45,BSC20-45,NA,collected,Dry,N,NA,NA,1057
U1058,scale,BSC20-46,BSC20,46,BSC20-46,NA,collected,Dry,N,NA,NA,1058
U1059,scale,BSC20-47,BSC20,47,BSC20-47,NA,collected,Dry,N,NA,NA,1059
U1060,scale,BSC20-48,BSC20,48,BSC20-48,NA,collected,Dry,N,NA,NA,1060
U1061,scale,BSC20-49,BSC20,49,BSC20-49,NA,collected,Dry,N,NA,NA,1061
U1062,scale,BSC20-50,BSC20,50,BSC20-50,NA,collected,Dry,N,NA,NA,1062
U1063,scale,BSC22-2,BSC22,2,BSC22-2,NA,collected,Dry,N,NA,NA,1063
U1064,scale,BSC22-1,BSC22,1,BSC22-1,NA,collected,Dry,N,NA,NA,1064
U1065,scale,BSC22-3,BSC22,3,BSC22-3,NA,collected,Dry,N,NA,NA,1065
U1066,scale,BSC22-4,BSC22,4,BSC22-4,NA,collected,Dry,N,NA,NA,1066
U1067,scale,BSC22-5,BSC22,5,BSC22-5,NA,collected,Dry,N,NA,NA,1067
U1068,scale,BSC22-6,BSC22,6,BSC22-6,NA,collected,Dry,N,NA,NA,1068
U1069,scale,BSC22-7,BSC22,7,BSC22-7,NA,collected,Dry,N,NA,NA,1069
U1070,scale,BSC22-8,BSC22,8,BSC22-8,NA,collected,Dry,N,NA,NA,1070
U1071,scale,BSC21-31,BSC21,31,BSC21-31,NA,collected,Dry,N,NA,NA,1071
U1072,scale,BSC21-32,BSC21,32,BSC21-32,NA,collected,Dry,N,NA,NA,1072
U1073,scale,BSC21-33,BSC21,33,BSC21-33,NA,collected,Dry,N,NA,NA,1073
U1074,scale,BSC21-34,BSC21,34,BSC21-34,NA,collected,Dry,N,NA,NA,1074
U1075,scale,BSC21-35,BSC21,35,BSC21-35,NA,collected,Dry,N,NA,NA,1075
U1076,scale,BSC21-36,BSC21,36,BSC21-36,NA,collected,Dry,N,NA,NA,1076
U1077,scale,BSC21-37,BSC21,37,BSC21-37,NA,collected,Dry,N,NA,NA,1077
U1078,scale,BSC21-38,BSC21,38,BSC21-38,NA,collected,Dry,N,NA,NA,1078
U1079,scale,BSC21-39,BSC21,39,BSC21-39,NA,collected,Dry,N,NA,NA,1079
U1080,scale,BSC21-41,BSC21,41,BSC21-41,NA,collected,Dry,N,NA,NA,1080
U1081,scale,BSC7-41,BSC7,41,BSC7-41,NA,collected,Dry,N,NA,NA,1081
U1082,scale,BSC7-42,BSC7,42,BSC7-42,NA,collected,Dry,N,NA,NA,1082
U1083,scale,BSC7-43,BSC7,43,BSC7-43,NA,collected,Dry,N,NA,NA,1083
U1084,scale,BSC7-44,BSC7,44,BSC7-44,NA,collected,Dry,N,NA,NA,1084
U1085,scale,BSC7-45,BSC7,45,BSC7-45,NA,collected,Dry,N,NA,NA,1085
U1086,scale,BSC7-46,BSC7,46,BSC7-46,NA,collected,Dry,N,NA,NA,1086
U1087,scale,BSC7-47,BSC7,47,BSC7-47,NA,collected,Dry,N,NA,NA,1087
U1088,scale,BSC7-48,BSC7,48,BSC7-48,NA,collected,Dry,N,NA,NA,1088
U1089,scale,BSC7-49,BSC7,49,BSC7-49,NA,collected,Dry,N,NA,NA,1089
U1090,scale,BSC7-50,BSC7,50,BSC7-50,NA,collected,Dry,N,NA,NA,1090
U1091,scale,BSC19-44,BSC19,44,BSC19-44,NA,collected,Dry,N,NA,NA,1091
U1092,scale,BSC19-45,BSC19,45,BSC19-45,NA,collected,Dry,N,NA,NA,1092
U1093,scale,BSC19-46,BSC19,46,BSC19-46,NA,collected,Dry,N,NA,NA,1093
U1094,scale,BSC19-47,BSC19,47,BSC19-47,NA,collected,Dry,N,NA,NA,1094
U1095,scale,BSC19-48,BSC19,48,BSC19-48,NA,collected,Dry,N,NA,NA,1095
U1096,scale,BSC19-49,BSC19,49,BSC19-49,NA,collected,Dry,N,NA,NA,1096
U1097,scale,BSC19-50,BSC19,50,BSC19-50,NA,collected,Dry,N,NA,NA,1097
U1098,scale,BSC23-1,BSC23,1,BSC23-1,NA,collected,Dry,N,NA,NA,1098
U1099,scale,BSC23-2,BSC23,2,BSC23-2,NA,collected,Dry,N,NA,NA,1099
U1100,scale,BSC23-3,BSC23,3,BSC23-3,NA,collected,Dry,N,NA,NA,1100
U1101,scale,BSC24-1,BSC24,1,BSC24-1,NA,collected,Dry,N,NA,NA,1101
U1102,scale,BSC24-2,BSC24,2,BSC24-2,NA,collected,Dry,N,NA,NA,1102
U1103,scale,BSC24-3,BSC24,3,BSC24-3,NA,collected,Dry,N,NA,NA,1103
U1104,scale,BSC24-4,BSC24,4,BSC24-4,NA,collected,Dry,N,NA,NA,1104
U1105,scale,BSC24-5,BSC24,5,BSC24-5,NA,collected,Dry,N,NA,NA,1105
U1106,scale,BSC24-6,BSC24,6,BSC24-6,NA,collected,Dry,N,NA,NA,1106
U1107,scale,BSC24-7,BSC24,7,BSC24-7,NA,collected,Dry,N,NA,NA,1107
U1108,scale,BSC24-8,BSC24,8,BSC24-8,NA,collected,Dry,N,NA,NA,1108
U1109,scale,BSC24-9,BSC24,9,BSC24-9,NA,collected,Dry,N,NA,NA,1109
