survey_id,line_out_depth,temperature,salinity,ysi_gather_lat,ysi_gather_long
DE434,1,15.5,13.6,50.31836061,-125.0414036
DE400,0,15.7,17.6,50.30464953,-125.031029
DE400,1,15.6,17.9,50.30464953,-125.031029
DE372,0,11.3,27.7,50.30650945,-125.3288974
DE372,1,11.3,27.7,50.30650945,-125.3288974
DE396,0,10.6,28.1,50.24366831,-125.3960688
DE396,1,10.6,28.2,50.24366831,-125.3960688
JE306,0,9.9,30,50.54391684,-126.8091105
JE306,1,9.8,30.1,50.54391684,-126.8091105
DE376,0,10.7,28.2,50.27200744,-125.3770076
DE376,1,10.7,28.2,50.27200744,-125.3770076
JE307,0,9.9,30.2,50.54351359,-126.6554804
JE307,1,9.8,30.2,50.54351359,-126.6554804
DE402,0,15.8,20,50.31775016,-125.0423266
DE402,1,16,20.2,50.31775016,-125.0423266
DE420,0,15.6,23,50.30445013,-125.0320482
DE420,1,15.6,23,50.30445013,-125.0320482
DE377,0,10.9,27.1,50.2435595,-125.3958669
DE377,1,10.9,27.6,50.2435595,-125.3958669
JE337,0,9.7,29.7,NA,NA
JE337,1,9.6,29.8,NA,NA
DE378,0,11.5,27.4,50.3075493,-125.3299937
DE378,1,11.5,27.4,50.3075493,-125.3299937
JE308,0,10.6,28.7,50.60208876,-126.7038797
JE308,1,10,29,50.60208876,-126.7038797
DE398,0,15.3,17.4,50.31992426,-125.0411054
DE398,1,15.2,20.5,50.31992426,-125.0411054
JE309,0,10.1,29.2,50.54495212,-126.8125306
JE309,1,9.9,29.6,50.54495212,-126.8125306
DE410,0,15.5,16.3,50.30374111,-125.0310753
DE410,1,15.5,17.5,50.30374111,-125.0310753
DE373,0,10.8,28.3,50.30626284,-125.3311263
DE373,1,10.8,28.3,50.30626284,-125.3311263
DE394,0,10.5,28.4,50.24400736,-125.3953343
DE394,1,10.4,28.5,50.24400736,-125.3953343
DE406,0,10.5,28.5,50.27121365,-125.3728963
DE406,1,10.5,28.5,50.27121365,-125.3728963
JE310,0,9.8,30,50.54569295,-126.8165901
JE310,1,9.7,30.2,50.54569295,-126.8165901
DE374,0,10.3,28.3,50.44220425,-125.2728974
DE374,1,10.3,28.3,50.44220425,-125.2728974
JE311,0,9.6,30,50.60218641,-126.703031
JE311,1,9.6,30,50.60218641,-126.703031
DE457,0,10.7,28.4,50.29712418,-125.340398
DE457,1,10.7,28.5,50.29712418,-125.340398
DE458,0,10.5,28.5,50.309688800000004,-125.3213712
DE458,1,10.5,28.5,50.309688800000004,-125.3213712
DE459,0,12,28.4,50.30955096,-125.3066342
DE459,1,11.9,28.5,50.30955096,-125.3066342
#N/A,0,11.5,28.2,50.3095439,-125.3066304
#N/A,1,11.4,28.3,50.3095439,-125.3066304
DE460,0,11.2,28.3,50.29855404,-125.3378304
DE460,1,10.9,28.4,50.29855404,-125.3378304
DE461,0,11.3,28.5,50.30650239,-125.3305996
DE461,1,11.1,28.4,50.30650239,-125.3305996
DE462,0,11.7,28.4,50.30819675,-125.3273584
DE462,1,11.4,28.3,50.30819675,-125.3273584
DE463,1,10.9,28.3,50.30811677,-125.3268965
DE463,0,11.1,28.2,50.30811677,-125.3268965
DE379,0,10.8,28.6,50.24411394,-125.3959049
DE379,1,10.8,28.6,50.24411394,-125.3959049
DE375,0,11,28.6,50.27127346,-125.3765306
DE375,1,11,28.6,50.27127346,-125.3765306
DE380,0,12.6,28.2,50.30614264,-125.3307708
DE380,1,11.7,28.1,50.30614264,-125.3307708
DE395,0,10.3,28.3,50.44448556,-125.2789286
DE395,1,10.3,28.4,50.44448556,-125.2789286
JE314,0,10.6,29.5,50.54392937,-126.8170741
JE314,1,10.5,29.5,50.54392937,-126.8170741
DE397,0,19.1,13.8,50.31984638,-125.0400481
DE397,1,18.8,18.8,50.31984638,-125.0400481
DE399,0,19,13.8,50.30412078,-125.0335894
DE399,1,18.5,15,50.30412078,-125.0335894
JE312,0,10.7,29.7,50.54486732,-126.6569614
JE312,1,10.5,29.8,50.54486732,-126.6569614
DE381,0,11.4,28.3,50.30704661,-125.3290145
DE381,1,11.4,28.3,50.30704661,-125.3290145
JE316,0,10.3,29.9,50.54592746,-126.8152337
JE316,1,10.2,30,50.54592746,-126.8152337
JE338,0,10.4,29.8,50.53882559,-126.7770512
JE338,1,10.3,29.8,50.53882559,-126.7770512
JE363,0,10.4,29.5,50.52657203,-126.7278869
JE363,1,10.2,29.9,50.52657203,-126.7278869
JE315,0,10.6,29.7,50.54537335,-126.6582523
JE315,1,10.5,29.7,50.54537335,-126.6582523
JE340,0,10.7,29.7,50.53760593,-126.6320848
JE340,1,10.6,29.7,50.53760593,-126.6320848
JE341,0,10.1,30.2,50.59942039,-126.703222
JE341,1,9.8,30.1,50.59942039,-126.703222
