survey_id,line_out_depth,temperature,salinity,ysi_gather_lat,ysi_gather_long
DE370,1,10.9,28.1,50.27187368,-125.3768368
JE304,0,10.3,29.8,50.54536639,-126.660198
JE304,1,10.1,30,50.54536639,-126.660198
JE334,0,9.8,29.7,50.54396148,-126.8146614
JE334,1,9.7,29.9,50.54396148,-126.8146614
JE335,0,9.8,30.2,50.53931783,-126.7770232
JE335,1,9.7,30.3,50.53931783,-126.7770232
JE336,0,9.7,30.3,50.53213659,-126.7436243
JE336,1,9.6,30.4,50.53213659,-126.7436243
DE371,0,11.6,27.4,50.30694041,-125.3299704
DE371,1,11.3,27.4,50.30694041,-125.3299704
DE434,0,15.5,13.5,50.31836061,-125.0414036
