ufn,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,sealice_comments
U356,2017-02-27,11,11,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,NA
U361,2017-02-27,9,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U363,2017-02-27,11,14,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,2,0,0,0,0,0,0,0,0,1,0,0,0,NA
U436,2017-02-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
U439,2017-02-27,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U481,2017-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U483,2017-02-27,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,NA
U523,2017-02-27,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0,0,0,1,0,1,1,0,0,NA
U532,2017-02-27,9,10,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
U590,2017-02-27,6,8,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,NA
U591,2017-02-27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U621,2017-02-27,6,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U524,2017-03-01,12,14,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,1,0,0,0,0,1,2,0,1,0,0,0,NA
U526,2017-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U527,2017-03-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,NA
U528,2017-03-01,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U530,2017-03-01,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,NA
U559,2017-03-01,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,3,0,0,0,0,1,0,0,0,0,0,0,NA
U568,2017-03-01,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2,0,0,0,0,1,0,0,0,0,0,NA
U577,2017-03-01,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,NA
U613,2017-03-01,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,NA
U614,2017-03-01,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
U615,2017-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U617,2017-03-01,11,15,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,3,1,1,0,0,0,0,0,0,0,0,0,0,NA
U635,2017-03-01,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,NA
U637,2017-03-01,18,18,0,0,1,0,0,0,0,0,0,0,0,0,3,6,3,3,0,2,0,0,0,0,0,0,0,0,0,0,NA
U640,2017-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
U641,2017-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
U642,2017-03-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,NA
U663,2017-03-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,NA
U671,2017-03-01,30,29,1,0,5,0,0,0,0,0,0,0,0,0,0,3,5,9,1,3,0,0,0,1,1,0,0,0,0,0,NA
U675,2017-03-01,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,NA
U701,2017-03-01,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,0,0,0,0,1,0,0,0,0,0,NA
U703,2017-03-01,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U729,2017-03-01,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,NA
U730,2017-03-01,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U771,2017-03-01,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
U772,2017-03-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
U773,2017-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U796,2017-03-01,11,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U819,2017-03-01,9,9,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,NA
U834,2017-03-01,13,12,2,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U599,2017-03-02,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA
U625,2017-03-02,10,12,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,0,0,0,0,0,0,0,2,0,0,0,0,NA
U654,2017-03-02,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
U658,2017-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U684,2017-03-02,14,14,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,1,0,0,NA
U688,2017-03-02,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U713,2017-03-02,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,NA
U715,2017-03-02,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U716,2017-03-02,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U718,2017-03-02,21,22,1,0,1,0,0,0,0,0,0,0,0,0,6,7,1,3,0,1,0,0,0,0,2,0,0,0,0,0,NA
U751,2017-03-02,11,11,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,good Lep ChalA
U752,2017-03-02,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,good Lep ChalB
U753,2017-03-02,11,12,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,2,0,0,1,0,0,0,"good Lep ChalA, B"
U767,2017-03-02,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA
U768,2017-03-02,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,0,0,0,0,0,1,0,0,0,0,0,NA
U770,2017-03-02,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
U824,2017-03-02,25,25,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,4,3,1,0,0,1,0,0,0,0,0,0,NA
U825,2017-03-02,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U827,2017-03-02,27,27,1,0,1,0,0,0,0,0,0,0,0,0,2,11,5,5,0,1,0,1,0,0,0,0,0,0,0,0,NA
U863,2017-03-02,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U885,2017-03-02,14,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,NA
U886,2017-03-02,22,21,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,NA
U887,2017-03-02,15,15,1,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,3,0,0,0,0,0,1,0,0,0,0,0,NA
U889,2017-03-02,25,26,4,0,0,0,0,0,0,0,0,1,0,0,3,9,6,0,0,1,0,1,0,0,0,1,0,0,0,0,NA
U892,2017-03-02,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U894,2017-03-02,10,11,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,NA
U896,2017-03-02,13,13,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U899,2017-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
U900,2017-03-02,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U901,2017-03-02,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,Cal Mot UNID missing genital region
U902,2017-03-02,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,NA
U904,2017-03-02,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,2,0,0,0,0,0,1,0,0,0,0,NA
U905,2017-03-02,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,NA
U906,2017-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U913,2017-03-02,19,20,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,4,2,2,0,0,0,1,0,0,0,0,0,0,NA
U42,2018-01-17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U43,2018-01-17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U17,2018-01-17,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
U35,2018-01-17,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U07,2018-01-17,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U10,2018-01-17,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U25,2018-01-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U21,2018-01-17,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,NA
U16,2018-01-17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U31,2018-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U19,2018-01-17,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,NA
U37,2018-01-17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U45,2018-01-17,7,7,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U27,2018-01-17,11,10,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
U26,2018-01-17,10,10,1,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
U46,2018-01-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
U38,2018-01-17,3,6,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
U75,2018-01-18,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U66,2018-01-18,8,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,NA
U64,2018-01-18,20,20,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,3,2,0,1,0,0,2,0,0,1,0,0,0,NA
U65,2018-01-18,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,NA
U74,2018-01-18,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U55,2018-01-18,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,NA
U56,2018-01-18,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U61,2018-01-18,23,23,1,0,0,0,0,0,0,0,0,0,0,1,3,10,3,1,1,0,1,0,0,2,0,0,0,0,0,0,NA
U52,2018-01-18,7,7,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U53,2018-01-18,8,8,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
U72,2018-01-18,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,NA
U49,2018-01-18,9,12,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,NA
U62,2018-01-18,16,15,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,Cal C4 UNID missing posterior end
U71,2018-01-18,13,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,0,2,1,0,0,0,0,NA
U50,2018-01-18,19,18,0,0,0,0,0,0,0,0,0,0,0,4,2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
U73,2018-01-18,19,19,1,0,1,0,0,0,0,0,0,0,0,2,3,4,1,2,2,1,1,0,0,0,1,0,0,0,0,0,Cal C4 UNID missing posterior end
U54,2018-01-18,12,13,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,NA
U63,2018-01-18,9,10,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U28,2018-01-18,6,7,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
U51,2018-01-18,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U48,2018-01-18,13,14,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,0,0,1,0,0,0,0,0,0,NA
U30,2018-01-18,14,14,0,0,0,0,0,0,0,0,0,0,0,1,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
U40,2018-01-18,11,10,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U47,2018-01-18,9,9,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
U29,2018-01-18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
U1000,2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U220,2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U219,2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U868,2018-01-22,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U869,2018-01-22,35,33,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,13,4,3,2,0,0,0,0,1,0,1,0,0,Cal C4 UNIDs missing posterior end
U870,2018-01-22,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,2,2,1,0,0,1,0,0,2,0,0,0,Cal C4 UNID missing posterior end
U867,2018-01-22,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,NA
U866,2018-01-22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA
U881,2018-01-22,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,NA
U737,2018-01-22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
U786,2018-01-22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U785,2018-01-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U736,2018-01-22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U735,2018-01-22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
U763,2018-01-22,16,16,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
U738,2018-01-22,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
U787,2018-01-22,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U764,2018-01-22,11,12,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,1,0,0,0,1,0,0,NA
U762,2018-01-22,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,NA
U765,2018-01-22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U594,2018-01-22,8,10,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U611,2018-01-22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U580,2018-01-22,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,NA
U633,2018-01-22,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U579,2018-01-22,24,24,1,0,0,0,0,0,0,0,0,0,0,0,1,12,8,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
U595,2018-01-22,15,11,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
U634,2018-01-22,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
U631,2018-01-22,29,29,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,9,2,3,0,0,0,0,1,1,0,0,0,0,NA
U596,2018-01-22,16,17,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,4,0,2,0,0,0,0,0,0,0,1,0,0,NA
U632,2018-01-22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U612,2018-01-22,13,15,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,0,0,0,0,0,1,0,0,0,0,0,0,NA
U956,2018-01-23,13,12,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U969,2018-01-23,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,NA
U982,2018-01-23,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U944,2018-01-23,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U945,2018-01-23,13,15,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,NA
U957,2018-01-23,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U983,2018-01-23,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U854,2018-01-23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
U855,2018-01-23,13,13,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,0,1,0,0,0,1,0,0,0,0,0,0,NA
U878,2018-01-23,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA
U879,2018-01-23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,NA
U916,2018-01-23,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,NA
U917,2018-01-23,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
U931,2018-01-23,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,NA
U932,2018-01-23,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U933,2018-01-23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA
U934,2018-01-23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
U935,2018-01-23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,0,0,0,0,0,1,1,0,0,0,NA
U876,2018-01-23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U915,2018-01-23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
U877,2018-01-23,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,1,0,0,0,0,0,NA
U908,2018-01-23,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA
U907,2018-01-23,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
U914,2018-01-23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U910,2018-01-23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U909,2018-01-23,25,24,0,0,0,1,0,0,0,0,0,0,0,0,5,6,5,0,3,2,0,0,0,0,1,1,0,0,0,0,NA
U891,2018-01-23,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,0,0,0,0,0,0,1,0,0,NA
U882,2018-01-23,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,1,0,0,0,0,1,0,Cal Mot UNID missing posterior end
U883,2018-01-23,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U884,2018-01-23,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,1,0,0,0,0,1,1,1,0,0,0,NA
U1014,2018-01-24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1007,2018-01-24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
U947,2018-01-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1021,2018-01-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U948,2018-01-24,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
U1005,2018-01-24,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,NA
