ufn,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,sealice_comments
U444,2017-02-02,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U482,2017-02-02,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U485,2017-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U533,2017-02-02,11,11,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,NA
U534,2017-02-02,10,11,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
U535,2017-02-02,7,9,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
U584,2017-02-02,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U585,2017-02-02,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
U586,2017-02-02,12,12,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,2,0,0,0,0,0,1,0,1,0,0,NA
U525,2017-02-03,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U557,2017-02-03,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,NA
U576,2017-02-03,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U578,2017-02-03,4,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
U597,2017-02-03,101,97,6,0,3,0,0,0,0,0,0,0,0,0,7,32,31,11,2,2,0,1,0,0,1,0,0,1,0,0,NA
U598,2017-02-03,10,8,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
U618,2017-02-03,17,22,1,0,0,0,0,0,0,0,0,0,0,0,4,8,2,3,2,1,1,0,0,0,0,0,0,0,0,0,NA
U566,2017-02-04,9,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,NA
U567,2017-02-04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U569,2017-02-04,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,1,0,0,0,4,0,1,0,0,0,0,NA
U636,2017-02-04,25,27,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,13,1,3,0,0,0,0,0,0,0,0,0,0,NA
U638,2017-02-04,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,NA
U702,2017-02-04,11,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
U709,2017-02-04,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,plus one unidentified Caligus species- chal A
U710,2017-02-04,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NA
U731,2017-02-04,7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,NA
U732,2017-02-04,12,15,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,3,0,0,0,0,0,2,1,0,0,1,0,0,NA
U733,2017-02-04,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
U774,2017-02-04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U775,2017-02-04,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,2,0,0,0,0,0,0,NA
U776,2017-02-04,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U817,2017-02-04,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA
U818,2017-02-04,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,NA
U820,2017-02-04,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U639,2017-02-05,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3,0,0,1,0,0,0,1,0,0,0,0,0,0,NA
U647,2017-02-05,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U649,2017-02-05,12,12,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,NA
U650,2017-02-05,46,42,1,0,0,0,0,0,0,0,0,0,0,0,3,12,7,5,3,6,0,0,0,2,0,0,2,1,0,0,NA
U667,2017-02-05,19,17,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,1,0,0,0,1,2,0,0,0,0,0,NA
U679,2017-02-05,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,NA
U680,2017-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U725,2017-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
U726,2017-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U727,2017-02-05,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NA
U728,2017-02-05,15,14,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,NA
U791,2017-02-05,8,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
U793,2017-02-05,11,11,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
U794,2017-02-05,12,11,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U795,2017-02-10,13,11,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U832,2017-02-10,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U833,2017-02-10,12,13,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,NA
U839,2017-02-10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,NA
U862,2017-02-10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA
U865,2017-02-10,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
U624,2017-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U626,2017-02-13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U629,2017-02-13,18,17,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,2,0,0,0,2,1,0,0,1,0,0,NA
U651,2017-02-13,14,16,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,7,2,2,0,0,0,0,0,0,0,0,1,0,Cal mot missing genital region
U655,2017-02-13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,NA
U656,2017-02-13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,NA
U657,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
U683,2017-02-13,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,2,0,0,0,1,1,0,0,0,0,0,NA
U689,2017-02-13,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NA
U690,2017-02-13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,NA
U755,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U757,2017-02-13,22,22,0,0,1,0,0,0,0,0,0,0,0,0,1,15,3,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
U759,2017-02-13,15,14,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,NA
U760,2017-02-13,10,9,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U769,2017-02-13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U801,2017-02-13,7,10,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,NA
U802,2017-02-13,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,1,0,0,0,0,0,0,0,0,NA
U803,2017-02-13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U828,2017-02-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
U829,2017-02-13,17,18,0,0,2,0,0,0,0,0,0,0,0,0,2,4,2,7,0,0,0,0,0,0,0,1,0,0,0,0,NA
U830,2017-02-13,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,2,0,0,0,0,1,0,0,0,0,both Cal C4 UNID missing genital regions
U851,2017-02-13,19,21,1,0,0,0,0,0,0,0,0,0,0,0,2,13,2,0,0,1,0,2,0,0,0,0,0,0,0,0,NA
U852,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
U853,2017-02-13,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,2,0,1,0,0,NA
U888,2017-02-13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,NA
U890,2017-02-13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,3,0,0,0,0,1,1,0,0,0,0,NA
U893,2017-02-13,5,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
U895,2017-02-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U897,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,NA
U898,2017-02-13,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,NA
U903,2017-02-13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
U911,2017-02-13,14,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0,0,1,1,0,0,NA
U100,2017-02-14,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,2,2,0,0,0,0,0,NA
U1012,2017-02-14,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,NA
U1018,2017-02-14,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,1,0,0,0,0,0,1,0,0,0,0,NA
U1019,2017-02-14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
U1020,2017-02-14,12,14,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
U1063,2017-02-14,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,NA
U1064,2017-02-14,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,NA
U1066,2017-02-14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
U1068,2017-02-14,24,22,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,5,0,2,0,0,0,0,0,0,0,0,0,0,NA
U1070,2017-02-14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,NA
U848,2017-02-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U871,2017-02-17,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U872,2017-02-17,9,11,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U873,2017-02-17,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
U940,2017-02-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,NA
U942,2017-02-17,15,13,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,NA
U946,2017-02-17,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,NA
U951,2017-02-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,NA
U959,2017-02-17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,NA
U987,2017-02-17,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
U988,2017-02-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
U989,2017-02-17,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
U990,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1002,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1003,2017-02-17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1027,2017-02-17,19,20,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,1,1,0,0,0,2,1,2,0,3,0,0,NA
U1042,2017-02-17,8,9,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,NA
U1043,2017-02-17,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1074,2017-02-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
U1083,2017-02-17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1085,2017-02-17,10,12,2,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1088,2017-02-17,24,23,1,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,0,0,0,0,0,0,1,0,1,0,0,0,NA
U1122,2017-02-17,13,13,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,2,1,0,0,0,1,0,0,0,0,0,0,NA
U1123,2017-02-17,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1141,2017-02-17,17,17,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,4,1,1,0,0,0,0,2,0,0,0,0,0,NA
U1142,2017-02-17,11,13,0,0,0,1,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1143,2017-02-17,12,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1200,2017-02-17,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,NA
U1221,2017-02-17,6,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,NA
U1264,2017-02-17,7,8,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,NA
U962,2017-02-18,16,16,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,7,0,1,0,0,0,1,0,1,0,1,0,0,NA
U965,2017-02-18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA
U992,2017-02-18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1094,2017-02-18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1136,2017-02-18,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,NA
U1213,2017-02-18,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U1254,2017-02-18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
U1258,2017-02-18,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,2,0,0,0,1,0,0,0,0,0,0,NA
U1285,2017-02-18,6,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
U1287,2017-02-18,11,11,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U994,2017-02-19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
U1103,2017-02-19,11,11,3,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,Cal Mot UNID missing genital region
U1106,2017-02-19,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1107,2017-02-19,16,16,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,0,1,0,0,0,1,1,0,0,0,0,0,NA
U1128,2017-02-19,18,17,3,0,1,0,0,0,0,0,0,0,0,0,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U1205,2017-02-19,12,9,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,NA
U1207,2017-02-19,9,11,1,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
U1248,2017-02-19,8,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,NA
U1278,2017-02-19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NA
U1279,2017-02-19,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U223,2017-02-20,15,14,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,0,0,0,1,0,0,0,0,0,NA
U224,2017-02-20,9,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,NA
U225,2017-02-20,17,16,0,0,1,0,0,0,0,0,0,0,0,0,3,5,1,1,2,1,0,0,0,1,0,0,0,1,0,0,NA
U252,2017-02-20,14,14,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
U272,2017-02-20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
U341,2017-02-20,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,0,0,0,0,0,0,0,0,1,0,0,NA
U342,2017-02-20,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,1,0,0,0,NA
U343,2017-02-20,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,NA
U347,2017-02-20,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,NA
U375,2017-02-20,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
U379,2017-02-20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U472,2017-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U479,2017-02-20,13,11,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,NA
U493,2017-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U494,2017-02-20,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,3,0,0,0,0,0,0,1,0,0,0,0,NA
U545,2017-02-20,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1265,2017-02-20,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,NA
U1268,2017-02-20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA
U1280,2017-02-20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
U1294,2017-02-20,11,13,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,1,1,1,0,0,0,0,NA
U1301,2017-02-20,8,7,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1310,2017-02-20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1313,2017-02-20,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,NA
U1316,2017-02-20,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1326,2017-02-20,9,10,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,Cal Mot UNID missing genital region
U1336,2017-02-20,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,NA
U1340,2017-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1341,2017-02-20,8,10,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA
U1355,2017-02-20,9,9,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,NA
U1362,2017-02-20,12,12,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NA
U1363,2017-02-20,8,10,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
U1365,2017-02-20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U230,2017-02-27,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,NA
U300,2017-02-27,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,NA
U317,2017-02-27,12,13,0,0,1,0,0,0,0,0,0,0,0,0,2,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
U318,2017-02-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,0,NA
U320,2017-02-27,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,NA
U327,2017-02-27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
U329,2017-02-27,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,NA
U330,2017-02-27,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
U336,2017-02-27,14,16,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,2,0,0,0,1,1,1,0,0,0,0,NA
