semsp_id,ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status
2015-06-13-J09-SO-28,NA,JN271,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-SO-29,NA,JN271,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-SO-30,NA,JN271,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-D07-PI-1,U2526,DN282,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-PI-2,U2860,DN282,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-PI-3,U2529,DN282,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-1,U4097,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-2,U4096,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-3,U2927,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-4,U3023,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-5,U3021,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-6,U4065,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-7,U4098,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-8,U4149,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-9,U3017,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CU-10,U2928,DN282,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-J09-CU-1,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CU-2,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CU-3,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CU-4,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CU-5,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CU-6,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CU-7,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CU-8,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CU-9,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CU-10,NA,JN271,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-D07-CO-1,U3051,DN282,CO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CO-2,U3056,DN282,CO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CO-3,U2646,DN282,CO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CO-4,U3052,DN282,CO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-D07-CO-5,U3050,DN282,CO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-13-J09-CO-1,NA,JN271,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CO-2,NA,JN271,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CO-3,NA,JN271,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CO-4,NA,JN271,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CO-5,NA,JN271,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-13-J09-CO-6,NA,JN271,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D09-SO-1,U4755,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-2,U4791,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-3,U4807,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-4,U4754,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-5,U4788,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-6,U4735,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-7,U4790,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-8,U4789,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-9,U4734,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-10,U4808,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-11,U1095,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-12,U1093,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-13,U1061,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-14,U1074,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-15,U1083,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-16,U1062,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-17,U1094,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-18,U1075,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-19,U1092,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-20,U1063,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-21,U4806,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-22,U4824,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-23,U4736,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-24,U4809,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-25,U4792,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-SO-26,U4805,DN283,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-1,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-2,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-3,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-4,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-5,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-6,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-7,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-8,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-9,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-10,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-11,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-12,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-13,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-14,U1367,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-15,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-16,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-17,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-18,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-19,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-20,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-21,U1035,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-22,U1052,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-23,NA,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-SO-24,U1028,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-25,U1053,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-26,U1054,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-27,U1045,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-28,U1046,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-29,U1033,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-SO-30,U1034,DN284,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-1,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-2,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-3,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-4,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-5,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-6,U813,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-7,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-8,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-9,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-10,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-11,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-12,U809,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-13,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-14,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-15,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-16,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-17,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-18,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-19,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-20,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-21,NA,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-SO-22,U719,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-23,U754,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-24,U783,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-25,U720,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-26,U734,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-27,U782,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-28,U781,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-29,U784,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J06-SO-30,U761,JN272,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-1,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-2,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-3,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-4,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-5,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-6,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-7,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-8,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-9,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-10,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-11,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-12,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-13,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-14,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-15,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-16,U737,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-17,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-18,U786,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-19,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-20,U785,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-21,U736,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-22,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-SO-23,U735,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-24,U763,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-25,U738,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-26,U787,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-27,U764,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-28,U762,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-29,U765,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J07-SO-30,NA,JN273,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-1,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-2,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-3,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-4,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-5,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-6,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-7,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-8,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-9,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-10,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-11,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-12,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-13,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-14,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-15,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-16,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-17,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-18,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-19,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-20,NA,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-SO-21,U1241,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J05-SO-22,U1217,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J05-SO-23,U1224,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J05-SO-24,U1231,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J05-SO-25,U1219,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J05-SO-26,U1176,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J05-SO-27,U1210,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J05-SO-28,U1218,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J05-SO-29,U1223,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-J05-SO-30,U1209,JN274,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-PI-1,U2899,DN283,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D11-PI-1,NA,DN284,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-PI-2,NA,DN284,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-1,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-2,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-3,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-4,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-5,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-6,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-7,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-8,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-9,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-PI-10,NA,JN272,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-PI-1,NA,JN273,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-PI-2,NA,JN273,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-PI-3,NA,JN273,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-PI-4,NA,JN273,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-PI-5,NA,JN273,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-PI-6,NA,JN273,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-PI-7,NA,JN273,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-PI-1,NA,JN274,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-PI-2,NA,JN274,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D09-CU-1,U3105,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-CU-2,U3104,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-CU-3,U3118,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-CU-4,U3114,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-CU-5,NA,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D09-CU-6,U3099,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-CU-7,NA,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D09-CU-8,U3112,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-CU-9,NA,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D09-CU-10,NA,DN283,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-1,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-2,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-3,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-4,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-5,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-6,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-7,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-8,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-9,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CU-10,NA,DN284,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-1,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-2,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-3,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-4,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-5,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-6,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-7,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-8,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-9,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J06-CU-10,NA,JN272,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-1,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-2,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-3,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-4,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-5,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-6,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-7,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-8,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-9,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J07-CU-10,NA,JN273,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-1,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-2,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-3,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-4,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-5,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-6,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-7,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-8,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-9,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-J05-CU-10,NA,JN274,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D11-CO-1,NA,DN284,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2015-06-14-D09-HE-1,U3242,DN283,HE,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2015-06-14-D09-HE-2,U3249,DN283,HE,NA,NA,NA,NA,NA,NA,SEMSP,dissected
