ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,storage_medium,qc_flag,flag_reason,qc_log,ufn_sort
U280,sealice,SSL292,BSLSO6,16,BSLSO6-16,NA,collected,Formalin,N,NA,NA,280
U281,sealice,SSL269,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,281
U284,sealice,SSL272,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,284
U285,sealice,SSL273,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,285
U286,sealice,SSL274,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,286
U287,sealice,SSL286,BSLSO5,85,BSLSO5-85,NA,collected,Formalin,N,NA,NA,287
U288,sealice,SSL287,BSLSO5,87,BSLSO5-87,NA,collected,Formalin,N,NA,NA,288
U289,sealice,SSL288,BSLSO5,94,BSLSO5-94,NA,collected,Formalin,N,NA,NA,289
U290,sealice,SSL289,BSLSO5,100,BSLSO5-100,NA,collected,Formalin,N,NA,NA,290
U291,sealice,SSL290,BSLSO6,5,BSLSO6-5,NA,collected,Formalin,N,NA,NA,291
U292,sealice,SSL293,BSLSO6,12,BSLSO6-12,NA,collected,Formalin,N,NA,NA,292
U293,sealice,SSL294,BSLSO6,18,BSLSO6-18,NA,collected,Formalin,N,NA,NA,293
U294,sealice,SSL295,BSLSO6,25,BSLSO6-25,NA,collected,Formalin,N,NA,NA,294
U295,sealice,SSL296,BSLSO6,29,BSLSO6-29,NA,collected,Formalin,N,NA,NA,295
U296,sealice,SSL297,BSLSO6,36,BSLSO6-36,NA,collected,Formalin,N,NA,NA,296
U297,sealice,SSL298,BSLSO6,40,BSLSO6-40,NA,collected,Formalin,N,NA,NA,297
U298,sealice,SSL308,BSLSO6,47,BSLSO6-47,NA,collected,Formalin,N,NA,NA,298
U299,sealice,SSL309,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,299
U300,sealice,SSL310,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,300
U301,sealice,SSL299,BSLSO6,21,BSLSO6-21,NA,collected,Formalin,N,NA,NA,301
U302,sealice,SSL300,BSLSO6,23,BSLSO6-23,NA,collected,Formalin,N,NA,NA,302
U303,sealice,SSL301,BSLSO6,32,BSLSO6-32,NA,collected,Formalin,N,NA,NA,303
U304,sealice,SSL302,BSLSO6,38,BSLSO6-38,NA,collected,Formalin,N,NA,NA,304
U305,sealice,SSL303,BSLSO6,41,BSLSO6-41,NA,collected,Formalin,N,NA,NA,305
U306,sealice,SSL311,BSLSO6,52,BSLSO6-52,NA,collected,Formalin,N,NA,NA,306
U307,sealice,SSL312,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,307
U308,sealice,SSL313,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,308
U309,sealice,SSL314,BSLSO6,72+74,BSLSO6-72+74,NA,collected,Formalin,N,NA,NA,309
U310,sealice,SSL315,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,310
U311,sealice,SSL304,BSLSO6,14,BSLSO6-14,NA,collected,Formalin,N,NA,NA,311
U312,sealice,SSL305,BSLSO6,20,BSLSO6-20,NA,collected,Formalin,N,NA,NA,312
U313,sealice,SSL306,BSLSO6,27,BSLSO6-27,NA,collected,Formalin,N,NA,NA,313
U315,sealice,SSL307,BSLSO6,43,BSLSO6-43,NA,collected,Formalin,N,NA,NA,315
U316,sealice,SSL316,BSLSO6,49,BSLSO6-49,NA,collected,Formalin,N,NA,NA,316
U317,sealice,SSL317,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,317
U318,sealice,SSL318,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,318
U319,sealice,SSL319,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,319
U320,sealice,SSL320,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,320
U321,sealice,SSL321,BSLSO6,45,BSLSO6-45,NA,collected,Formalin,N,NA,NA,321
U322,sealice,SSL407,BSLSO8,47,BSLSO8-47,NA,collected,Formalin,N,NA,NA,322
U323,sealice,SSL408,BSLSO8,49,BSLSO8-49,NA,collected,Formalin,N,NA,NA,323
U324,sealice,SSL409,BSLSO8,54,BSLSO8-54,NA,collected,Formalin,N,NA,NA,324
U325,sealice,SSL410,BSLSO8,58,BSLSO8-58,NA,collected,Formalin,N,NA,NA,325
U326,sealice,SSL415,BSLSO8,61,BSLSO8-61,NA,collected,Formalin,N,NA,NA,326
U327,sealice,SSL427,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,327
U328,sealice,SSL453,BSLSO9,61,BSLSO9-61,NA,collected,Formalin,N,NA,NA,328
U329,sealice,SSL571,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,329
U331,sealice,SSL322,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,331
U332,sealice,SSL323,BSLSO6,69,BSLSO6-69,NA,collected,Formalin,N,NA,NA,332
U333,sealice,SSL324,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,333
U334,sealice,SSL325,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,334
U335,sealice,SSL327,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,335
U336,sealice,SSL328,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,336
U337,sealice,SSL329,BSLSO6,98,BSLSO6-98,NA,collected,Formalin,N,NA,NA,337
U338,sealice,SSL330,BSLSO7,5,BSLSO7-5,NA,collected,Formalin,N,NA,NA,338
U339,sealice,SSL331,BSLSO7,12,BSLSO7-12,NA,collected,Formalin,N,NA,NA,339
U340,sealice,SSL332,BSLSO7,14,BSLSO7-14,NA,collected,Formalin,N,NA,NA,340
U341,sealice,SSL326,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,341
U342,sealice,SSL333,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,342
U343,sealice,SSL334,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,343
U345,sealice,SSL336,BSLSO7,3,BSLSO7-3,NA,collected,Formalin,N,NA,NA,345
U346,sealice,SSL337,BSLSO7,9,BSLSO7-9,NA,collected,Formalin,N,NA,NA,346
U347,sealice,SSL338,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,347
U348,sealice,SSL339,BSLSO7,20,BSLSO7-20,NA,collected,Formalin,N,NA,NA,348
U349,sealice,SSL347,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,349
U350,sealice,SSL348,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,350
U351,sealice,SSL340,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,351
U352,sealice,SSL341,BSLSO6,94,BSLSO6-94,NA,collected,Formalin,N,NA,NA,352
U353,sealice,SSL342,BSLSO7,1,BSLSO7-1,NA,collected,Formalin,N,NA,NA,353
U354,sealice,SSL343,BSLSO7,7,BSLSO7-7,NA,collected,Formalin,N,NA,NA,354
U355,sealice,SSL344,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,355
U356,sealice,SSL345,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,356
U357,sealice,SSL349,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,357
U358,sealice,SSL350,BSLSO7,34,BSLSO7-34,NA,collected,Formalin,N,NA,NA,358
U359,sealice,SSL351,BSLSO7,40,BSLSO7-40,NA,collected,Formalin,N,NA,NA,359
U360,sealice,SSL352,BSLSO7,49,BSLSO7-49,NA,collected,Formalin,N,NA,NA,360
U361,sealice,SSL346,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,361
U362,sealice,SSL353,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,362
U363,sealice,SSL354,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,363
U364,sealice,SSL355,BSLSO7,38,BSLSO7-38,NA,collected,Formalin,N,NA,NA,364
U365,sealice,SSL356,BSLSO7,45,BSLSO7-45,NA,collected,Formalin,N,NA,NA,365
U366,sealice,SSL357,BSLSO7,47,BSLSO7-47,NA,collected,Formalin,N,NA,NA,366
U367,sealice,SSL358,BSLSO7,56,BSLSO7-56,NA,collected,Formalin,N,NA,NA,367
U368,sealice,SSL364,BSLSO7,61,BSLSO7-61,NA,collected,Formalin,N,NA,NA,368
U369,sealice,SSL365,BSLSO7,63,BSLSO7-63,NA,collected,Formalin,N,NA,NA,369
U370,sealice,SSL366,BSLSO7,67,BSLSO7-67,NA,collected,Formalin,N,NA,NA,370
U371,sealice,SSL359,BSLSO7,41,BSLSO7-41,NA,collected,Formalin,N,NA,NA,371
U372,sealice,SSL360,BSLSO7,43,BSLSO7-43,NA,collected,Formalin,N,NA,NA,372
U373,sealice,SSL361,BSLSO7,52,BSLSO7-52,NA,collected,Formalin,N,NA,NA,373
U374,sealice,SSL362,BSLSO7,54,BSLSO7-54,NA,collected,Formalin,N,NA,NA,374
U375,sealice,SSL375,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,375
U376,sealice,SSL376,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,376
U377,sealice,SSL377,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,377
U378,sealice,SSL378,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,378
U379,sealice,SSL379,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,379
U380,sealice,SSL380,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,380
U381,sealice,SSL363,BSLSO7,58,BSLSO7-58,NA,collected,Formalin,N,NA,NA,381
U382,sealice,SSL367,BSLSO7,60,BSLSO7-60,NA,collected,Formalin,N,NA,NA,382
U383,sealice,SSL368,BSLSO7,65,BSLSO7-65,NA,collected,Formalin,N,NA,NA,383
U384,sealice,SSL369,BSLSO7,69,BSLSO7-69,NA,collected,Formalin,N,NA,NA,384
U385,sealice,SSL370,BSLSO7,74,BSLSO7-74,NA,collected,Formalin,N,NA,NA,385
U386,sealice,SSL371,BSLSO7,78,BSLSO7-78,NA,collected,Formalin,N,NA,NA,386
U387,sealice,SSL381,BSLSO7,83,BSLSO7-83,NA,collected,Formalin,N,NA,NA,387
U388,sealice,SSL382,BSLSO7,89,BSLSO7-89,NA,collected,Formalin,N,NA,NA,388
U389,sealice,SSL383,BSLSO7,100,BSLSO7-100,NA,collected,Formalin,N,NA,NA,389
U390,sealice,SSL384,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,390
U391,sealice,SSL372,BSLSO7,72,BSLSO7-72,NA,collected,Formalin,N,NA,NA,391
U392,sealice,SSL373,BSLSO7,76,BSLSO7-76,NA,collected,Formalin,N,NA,NA,392
U393,sealice,SSL374,BSLSO7,80,BSLSO7-80,NA,collected,Formalin,N,NA,NA,393
U394,sealice,SSL385,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,394
U395,sealice,SSL386,BSLSO7,87,BSLSO7-87,NA,collected,Formalin,N,NA,NA,395
U396,sealice,SSL387,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,396
U397,sealice,SSL388,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,397
U398,sealice,SSL389,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,398
U399,sealice,SSL390,BSLSO8,16,BSLSO8-16,NA,collected,Formalin,N,NA,NA,399
U400,sealice,SSL391,BSLSO8,18,BSLSO8-18,NA,collected,Formalin,N,NA,NA,400
U401,sealice,SSL392,BSLSO8,12,BSLSO8-12,NA,collected,Formalin,N,NA,NA,401
U402,sealice,SSL441,BSLSO9,14,BSLSO9-14,NA,collected,Formalin,N,NA,NA,402
U403,sealice,SSL442,BSLSO9,18,BSLSO9-18,NA,collected,Formalin,N,NA,NA,403
U404,sealice,SSL443,BSLSO9,21,BSLSO9-21,NA,collected,Formalin,N,NA,NA,404
U405,sealice,SSL444,BSLSO9,25,BSLSO9-25,NA,collected,Formalin,N,NA,NA,405
U406,sealice,SSL445,BSLSO9,32,BSLSO9-32,NA,collected,Formalin,N,NA,NA,406
U407,sealice,SSL446,BSLSO9,36,BSLSO9-36,NA,collected,Formalin,N,NA,NA,407
U408,sealice,SSL454,BSLSO9,41,BSLSO9-41,NA,collected,Formalin,N,NA,NA,408
U409,sealice,SSL455,BSLSO9,45,BSLSO9-45,NA,collected,Formalin,N,NA,NA,409
U410,sealice,SSL456,BSLSO9,49,BSLSO9-49,NA,collected,Formalin,N,NA,NA,410
U411,sealice,SSL393,BSLSO8,14,BSLSO8-14,NA,collected,Formalin,N,NA,NA,411
U412,sealice,SSL394,BSLSO8,20,BSLSO8-20,NA,collected,Formalin,N,NA,NA,412
U413,sealice,SSL395,BSLSO8,23,BSLSO8-23,NA,collected,Formalin,N,NA,NA,413
U414,sealice,SSL396,BSLSO8,27,BSLSO8-27,NA,collected,Formalin,N,NA,NA,414
U415,sealice,SSL397,BSLSO8,32,BSLSO8-32,NA,collected,Formalin,N,NA,NA,415
U416,sealice,SSL398,BSLSO8,36,BSLSO8-36,NA,collected,Formalin,N,NA,NA,416
U417,sealice,SSL399,BSLSO8,40,BSLSO8-40,NA,collected,Formalin,N,NA,NA,417
U418,sealice,SSL400,BSLSO8,43,BSLSO8-43,NA,collected,Formalin,N,NA,NA,418
U419,sealice,SSL411,BSLSO8,45,BSLSO8-45,NA,collected,Formalin,N,NA,NA,419
U420,sealice,SSL412,BSLSO8,52,BSLSO8-52,NA,collected,Formalin,N,NA,NA,420
U421,sealice,SSL401,BSLSO8,21,BSLSO8-21,NA,collected,Formalin,N,NA,NA,421
U422,sealice,SSL402,BSLSO8,25,BSLSO8-25,NA,collected,Formalin,N,NA,NA,422
U423,sealice,SSL403,BSLSO8,29,BSLSO8-29,NA,collected,Formalin,N,NA,NA,423
U424,sealice,SSL404,BSLSO8,34,BSLSO8-34,NA,collected,Formalin,N,NA,NA,424
U425,sealice,SSL405,BSLSO8,38,BSLSO8-38,NA,collected,Formalin,N,NA,NA,425
U426,sealice,SSL406,BSLSO8,41,BSLSO8-41,NA,collected,Formalin,N,NA,NA,426
U427,sealice,SSL416,BSLSO8,63,BSLSO8-63,NA,collected,Formalin,N,NA,NA,427
U428,sealice,SSL417,BSLSO8,67,BSLSO8-67,NA,collected,Formalin,N,NA,NA,428
U429,sealice,SSL418,BSLSO8,72,BSLSO8-72,NA,collected,Formalin,N,NA,NA,429
U431,sealice,SSL413,BSLSO8,56,BSLSO8-56,NA,collected,Formalin,N,NA,NA,431
U432,sealice,SSL414,BSLSO8,60,BSLSO8-60,NA,collected,Formalin,N,NA,NA,432
U433,sealice,SSL420,BSLSO8,65,BSLSO8-65,NA,collected,Formalin,N,NA,NA,433
U435,sealice,SSL422,BSLSO8,74,BSLSO8-74,NA,collected,Formalin,N,NA,NA,435
U436,sealice,SSL423,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,436
U437,sealice,SSL424,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,437
U438,sealice,SSL428,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,438
U439,sealice,SSL429,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,439
U440,sealice,SSL430,BSLSO8,98,BSLSO8-98,NA,collected,Formalin,N,NA,NA,440
U441,sealice,SSL425,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,441
U442,sealice,SSL426,BSLSO8,83,BSLSO8-83,NA,collected,Formalin,N,NA,NA,442
U443,sealice,SSL431,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,443
U444,sealice,SSL432,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,444
U445,sealice,SSL433,BSLSO8,96,BSLSO8-96,NA,collected,Formalin,N,NA,NA,445
U446,sealice,SSL434,BSLSO8,100,BSLSO8-100,NA,collected,Formalin,N,NA,NA,446
U447,sealice,SSL435,BSLSO9,1,BSLSO9-1,NA,collected,Formalin,N,NA,NA,447
U448,sealice,SSL436,BSLSO9,5,BSLSO9-5,NA,collected,Formalin,N,NA,NA,448
U449,sealice,SSL437,BSLSO9,9,BSLSO9-9,NA,collected,Formalin,N,NA,NA,449
U450,sealice,SSL447,BSLSO9,16,BSLSO9-16,NA,collected,Formalin,N,NA,NA,450
U451,sealice,SSL438,BSLSO9,3,BSLSO9-3,NA,collected,Formalin,N,NA,NA,451
U452,sealice,SSL439,BSLSO9,7,BSLSO9-7,NA,collected,Formalin,N,NA,NA,452
U453,sealice,SSL440,BSLSO9,12,BSLSO9-12,NA,collected,Formalin,N,NA,NA,453
U454,sealice,SSL480,BSLSO9,98,BSLSO9-98,NA,collected,Formalin,N,NA,NA,454
U455,sealice,SSL481,BSLSO10,5,BSLSO10-5,NA,collected,Formalin,N,NA,NA,455
U456,sealice,SSL482,BSLSO10,12,BSLSO10-12,NA,collected,Formalin,N,NA,NA,456
U457,sealice,SSL483,BSLSO10,20,BSLSO10-20,NA,collected,Formalin,N,NA,NA,457
U458,sealice,SSL484,BSLSO10,21,BSLSO10-21,NA,collected,Formalin,N,NA,NA,458
U459,sealice,SSL499,BSLSO10,29,BSLSO10-29,NA,collected,Formalin,N,NA,NA,459
U460,sealice,SSL500,BSLSO10,38,BSLSO10-38,NA,collected,Formalin,N,NA,NA,460
U461,sealice,SSL448,BSLSO9,20,BSLSO9-20,NA,collected,Formalin,N,NA,NA,461
U462,sealice,SSL449,BSLSO9,23,BSLSO9-23,NA,collected,Formalin,N,NA,NA,462
U463,sealice,SSL450,BSLSO9,27,BSLSO9-27,NA,collected,Formalin,N,NA,NA,463
U464,sealice,SSL451,BSLSO9,29,BSLSO9-29,NA,collected,Formalin,N,NA,NA,464
U465,sealice,SSL452,BSLSO9,34,BSLSO9-34,NA,collected,Formalin,N,NA,NA,465
U466,sealice,SSL457,BSLSO9,38,BSLSO9-38,NA,collected,Formalin,N,NA,NA,466
U467,sealice,SSL458,BSLSO9,43,BSLSO9-43,NA,collected,Formalin,N,NA,NA,467
U468,sealice,SSL459,BSLSO9,47,BSLSO9-47,NA,collected,Formalin,N,NA,NA,468
U469,sealice,SSL460,BSLSO9,52,BSLSO9-52,NA,collected,Formalin,N,NA,NA,469
U470,sealice,SSL461,BSLSO9,56,BSLSO9-56,NA,collected,Formalin,N,NA,NA,470
U471,sealice,SSL1298,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,471
U473,sealice,SSL1300,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,473
U474,sealice,SSL1301,BSLSO26,1,BSLSO26-1,NA,collected,Formalin,N,NA,NA,474
U475,sealice,SSL1305,BSLSO26,21,BSLSO26-21,NA,collected,Formalin,N,NA,NA,475
U476,sealice,SSL1306,BSLSO26,27,BSLSO26-27,NA,collected,Formalin,N,NA,NA,476
U477,sealice,SSL1307,BSLSO26,34,BSLSO26-34,NA,collected,Formalin,N,NA,NA,477
U478,sealice,SSL1308,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,478
U479,sealice,SSL1309,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,479
U480,sealice,SSL1310,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,480
U482,sealice,SSL465,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,482
U483,sealice,SSL466,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,483
U484,sealice,SSL467,BSLSO9,67,BSLSO9-67,NA,collected,Formalin,N,NA,NA,484
U486,sealice,SSL469,BSLSO9,74,BSLSO9-74,NA,collected,Formalin,N,NA,NA,486
U487,sealice,SSL470,BSLSO9,76,BSLSO9-76,NA,collected,Formalin,N,NA,NA,487
U488,sealice,SSL471,BSLSO9,80,BSLSO9-80,NA,collected,Formalin,N,NA,NA,488
U489,sealice,SSL472,BSLSO9,81,BSLSO9-81,NA,collected,Formalin,N,NA,NA,489
U490,sealice,SSL485,BSLSO9,85,BSLSO9-85,NA,collected,Formalin,N,NA,NA,490
U491,sealice,SSL463,BSLSO9,54,BSLSO9-54,NA,collected,Formalin,N,NA,NA,491
U492,sealice,SSL464,BSLSO9,58,BSLSO9-58,NA,collected,Formalin,N,NA,NA,492
U494,sealice,SSL474,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,494
U495,sealice,SSL475,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,495
U496,sealice,SSL476,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,496
U497,sealice,SSL477,BSLSO9,72,BSLSO9-72,NA,collected,Formalin,N,NA,NA,497
U498,sealice,SSL478,BSLSO9,78,BSLSO9-78,NA,collected,Formalin,N,NA,NA,498
U499,sealice,SSL479,BSLSO9,83,BSLSO9-83,NA,collected,Formalin,N,NA,NA,499
U500,sealice,SSL486,BSLSO9,87,BSLSO9-87,NA,collected,Formalin,N,NA,NA,500
U501,sealice,SSL487,BSLSO9,92,BSLSO9-92,NA,collected,Formalin,N,NA,NA,501
U502,sealice,SSL488,BSLSO9,96,BSLSO9-96,NA,collected,Formalin,N,NA,NA,502
U503,sealice,SSL489,BSLSO9,100,BSLSO9-100,NA,collected,Formalin,N,NA,NA,503
U504,sealice,SSL490,BSLSO10,1,BSLSO10-1,NA,collected,Formalin,N,NA,NA,504
U505,sealice,SSL491,BSLSO10,14,BSLSO10-14,NA,collected,Formalin,N,NA,NA,505
U506,sealice,SSL492,BSLSO10,16,BSLSO10-16,NA,collected,Formalin,N,NA,NA,506
U507,sealice,SSL501,BSLSO10,25,BSLSO10-25,NA,collected,Formalin,N,NA,NA,507
U508,sealice,SSL502,BSLSO10,36,BSLSO10-36,NA,collected,Formalin,N,NA,NA,508
U509,sealice,SSL503,BSLSO10,40,BSLSO10-40,NA,collected,Formalin,N,NA,NA,509
U510,sealice,SSL504,BSLSO10,41,BSLSO10-41,NA,collected,Formalin,N,NA,NA,510
U511,sealice,SSL493,BSLSO9,89,BSLSO9-89,NA,collected,Formalin,N,NA,NA,511
U512,sealice,SSL494,BSLSO9,94,BSLSO9-94,NA,collected,Formalin,N,NA,NA,512
U513,sealice,SSL495,BSLSO10,3,BSLSO10-3,NA,collected,Formalin,N,NA,NA,513
U514,sealice,SSL496,BSLSO10,7,BSLSO10-7,NA,collected,Formalin,N,NA,NA,514
U515,sealice,SSL497,BSLSO10,9,BSLSO10-9,NA,collected,Formalin,N,NA,NA,515
U516,sealice,SSL498,BSLSO10,18,BSLSO10-18,NA,collected,Formalin,N,NA,NA,516
U517,sealice,SSL505,BSLSO10,23,BSLSO10-23,NA,collected,Formalin,N,NA,NA,517
U518,sealice,SSL506,BSLSO10,27,BSLSO10-27,NA,collected,Formalin,N,NA,NA,518
U519,sealice,SSL507,BSLSO10,32,BSLSO10-32,NA,collected,Formalin,N,NA,NA,519
U520,sealice,SSL508,BSLSO10,34,BSLSO10-34,NA,collected,Formalin,N,NA,NA,520
U521,sealice,SSL509,BSLSO10,45,BSLSO10-45,NA,collected,Formalin,N,NA,NA,521
U522,sealice,SSL510,BSLSO10,49,BSLSO10-49,NA,collected,Formalin,N,NA,NA,522
U523,sealice,SSL511,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,523
U524,sealice,SSL512,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,524
U525,sealice,SSL521,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,525
U526,sealice,SSL522,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,526
U527,sealice,SSL523,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,527
U528,sealice,SSL524,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,528
U529,sealice,SSL525,BSLSO10,87,BSLSO10-87,NA,collected,Formalin,N,NA,NA,529
U530,sealice,SSL526,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,530
U531,sealice,SSL513,BSLSO10,43,BSLSO10-43,NA,collected,Formalin,N,NA,NA,531
U532,sealice,SSL514,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,532
U533,sealice,SSL515,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,533
U534,sealice,SSL516,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,534
U535,sealice,SSL527,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,535
U536,sealice,SSL528,BSLSO10,78,BSLSO10-78,NA,collected,Formalin,N,NA,NA,536
U537,sealice,SSL529,BSLSO10,83,BSLSO10-83,NA,collected,Formalin,N,NA,NA,537
U538,sealice,SSL530,BSLSO10,94,BSLSO10-94,NA,collected,Formalin,N,NA,NA,538
U539,sealice,SSL531,BSLSO10,100,BSLSO10-100,NA,collected,Formalin,N,NA,NA,539
U540,sealice,SSL532,BSLSO11,7,BSLSO11-7,NA,collected,Formalin,N,NA,NA,540
U541,sealice,SSL517,BSLSO10,47,BSLSO10-47,NA,collected,Formalin,N,NA,NA,541
U542,sealice,SSL518,BSLSO10,52,BSLSO10-52,NA,collected,Formalin,N,NA,NA,542
U543,sealice,SSL519,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,543
U544,sealice,SSL520,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,544
U545,sealice,SSL533,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,545
U546,sealice,SSL534,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,546
U547,sealice,SSL535,BSLSO10,81,BSLSO10-81,NA,collected,Formalin,N,NA,NA,547
U548,sealice,SSL536,BSLSO10,89,BSLSO10-89,NA,collected,Formalin,N,NA,NA,548
U549,sealice,SSL537,BSLSO10,92,BSLSO10-92,NA,collected,Formalin,N,NA,NA,549
U550,sealice,SSL538,BSLSO10,98,BSLSO10-98,NA,collected,Formalin,N,NA,NA,550
U551,sealice,SSL539,BSLSO11,1,BSLSO11-1,NA,collected,Formalin,N,NA,NA,551
U552,sealice,SSL540,BSLSO11,5,BSLSO11-5,NA,collected,Formalin,N,NA,NA,552
U553,sealice,SSL542,BSLSO11,9,BSLSO11-9,NA,collected,Formalin,N,NA,NA,553
U554,sealice,SSL543,BSLSO11,14,BSLSO11-14,NA,collected,Formalin,N,NA,NA,554
U555,sealice,SSL544,BSLSO11,23,BSLSO11-23,NA,collected,Formalin,N,NA,NA,555
U556,sealice,SSL545,BSLSO11,27,BSLSO11-27,NA,collected,Formalin,N,NA,NA,556
U557,sealice,SSL546,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,557
U558,sealice,SSL547,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,558
U559,sealice,SSL559,BSLSO28,NA,BSLSO28-NA,NA,results received,Formalin,N,NA,NA,559
