ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,storage_medium,qc_flag,flag_reason,qc_log,ufn_sort
U4575,extra muscle,SXM4975,BXM2,36,BXM2-36,NA,collected,Frozen -80,N,NA,NA,4575
U4576,extra muscle,SXM4976,BXM2,38,BXM2-38,NA,collected,Frozen -80,N,NA,NA,4576
U4577,extra muscle,SXM4977,BXM2,39,BXM2-39,NA,collected,Frozen -80,N,NA,NA,4577
U4578,extra muscle,SXM4978,BXM2,41,BXM2-41,NA,collected,Frozen -80,N,NA,NA,4578
U4579,extra muscle,SXM4979,BXM2,42,BXM2-42,NA,collected,Frozen -80,N,NA,NA,4579
U4580,extra muscle,SXM4980,BXM2,43,BXM2-43,NA,collected,Frozen -80,N,NA,NA,4580
U4581,extra muscle,SXM4981,BXM2,44,BXM2-44,NA,collected,Frozen -80,N,NA,NA,4581
U4582,extra muscle,SXM4982,BXM2,45,BXM2-45,NA,collected,Frozen -80,N,NA,NA,4582
U4583,extra muscle,SXM4983,BXM2,46,BXM2-46,NA,collected,Frozen -80,N,NA,NA,4583
U4584,extra muscle,SXM4984,BXM2,47,BXM2-47,NA,collected,Frozen -80,N,NA,NA,4584
U4588,extra muscle,SXM4988,BXM1,16,BXM1-16,NA,collected,Frozen -80,N,NA,NA,4588
U4589,extra muscle,SXM4989,BXM1,17,BXM1-17,NA,collected,Frozen -80,N,NA,NA,4589
U4590,extra muscle,SXM4990,BXM1,18,BXM1-18,NA,collected,Frozen -80,N,NA,NA,4590
U4591,extra muscle,SXM4991,BXM1,19,BXM1-19,NA,collected,Frozen -80,N,NA,NA,4591
U4609,extra muscle,SXM5009,BXM1,11,BXM1-11,Extra muscle stored at -20 overnight,collected,Frozen -80,N,NA,NA,4609
U4610,extra muscle,SXM5010,BXM1,12,BXM1-12,Extra muscle stored at -20 overnight,collected,Frozen -80,N,NA,NA,4610
U4611,extra muscle,SXM5011,BXM1,13,BXM1-13,Extra muscle stored at -20 overnight,collected,Frozen -80,N,NA,NA,4611
U4612,extra muscle,SXM5012,BXM1,14,BXM1-14,Extra muscle stored at -20 overnight,collected,Frozen -80,N,NA,NA,4612
U4613,extra muscle,SXM5013,BXM1,15,BXM1-15,Extra muscle stored at -20 overnight,collected,Frozen -80,N,NA,NA,4613
U4614,extra muscle,SXM5014,BXM1,21,BXM1-21,NA,collected,Frozen -80,N,NA,NA,4614
U4615,extra muscle,SXM5015,BXM1,25,BXM1-25,NA,collected,Frozen -80,N,NA,NA,4615
U4616,extra muscle,SXM5016,BXM1,31,BXM1-31,NA,collected,Frozen -80,N,NA,NA,4616
U4617,extra muscle,SXM5017,BXM1,34,BXM1-34,NA,collected,Frozen -80,N,NA,NA,4617
U4618,extra muscle,SXM5018,BXM1,37,BXM1-37,NA,collected,Frozen -80,N,NA,NA,4618
U4619,extra muscle,SXM5019,BXM1,44,BXM1-44,NA,collected,Frozen -80,N,NA,NA,4619
U4620,extra muscle,SXM5020,BXM1,46,BXM1-46,NA,collected,Frozen -80,N,NA,NA,4620
U4621,extra muscle,SXM5021,BXM1,48,BXM1-48,NA,collected,Frozen -80,N,NA,NA,4621
U4622,extra muscle,SXM5022,BXM1,53,BXM1-53,NA,collected,Frozen -80,N,NA,NA,4622
U4623,extra muscle,SXM5023,BXM1,56,BXM1-56,NA,collected,Frozen -80,N,NA,NA,4623
U4624,extra muscle,SXM5024,BXM1,61,BXM1-61,NA,collected,Frozen -80,N,NA,NA,4624
U4625,extra muscle,SXM5025,BXM1,64,BXM1-64,NA,collected,Frozen -80,N,NA,NA,4625
U4626,extra muscle,SXM5026,BXM1,65,BXM1-65,NA,collected,Frozen -80,N,NA,NA,4626
U4627,extra muscle,SXM5027,BXM1,68,BXM1-68,NA,collected,Frozen -80,N,NA,NA,4627
U4628,extra muscle,SXM5028,BXM1,76,BXM1-76,NA,collected,Frozen -80,N,NA,NA,4628
U4629,extra muscle,SXM5029,BXM1,82,BXM1-82,NA,collected,Frozen -80,N,NA,NA,4629
U4630,extra muscle,SXM5030,BXM1,85,BXM1-85,NA,collected,Frozen -80,N,NA,NA,4630
U4631,extra muscle,SXM5031,BXM1,89,BXM1-89,NA,collected,Frozen -80,N,NA,NA,4631
U4632,extra muscle,SXM5032,BXM2,3,BXM2-3,NA,collected,Frozen -80,N,NA,NA,4632
U4633,extra muscle,SXM5033,BXM1,36,BXM1-36,NA,collected,Frozen -80,N,NA,NA,4633
U4634,extra muscle,SXM5034,BXM1,42,BXM1-42,NA,collected,Frozen -80,N,NA,NA,4634
U4635,extra muscle,SXM5035,BXM1,73,BXM1-73,NA,collected,Frozen -80,N,NA,NA,4635
U4636,extra muscle,SXM5036,BXM1,77,BXM1-77,NA,collected,Frozen -80,N,NA,NA,4636
U4637,extra muscle,SXM5037,BXM1,84,BXM1-84,NA,collected,Frozen -80,N,NA,NA,4637
U4638,extra muscle,SXM5038,BXM1,91,BXM1-91,NA,collected,Frozen -80,N,NA,NA,4638
U4639,extra muscle,SXM5039,BXM2,34,BXM2-34,NA,collected,Frozen -80,N,NA,NA,4639
U4640,extra muscle,SXM5040,BXM2,37,BXM2-37,NA,collected,Frozen -80,N,NA,NA,4640
U4649,extra muscle,SXM5049,BXM2,48,BXM2-48,NA,collected,Frozen -80,N,NA,NA,4649
U4650,extra muscle,SXM5050,BXM2,49,BXM2-49,NA,collected,Frozen -80,N,NA,NA,4650
U4651,extra muscle,SXM5051,BXM2,51,BXM2-51,NA,collected,Frozen -80,N,NA,NA,4651
U4657,extra muscle,SXM5057,BXM1,66,BXM1-66,NA,collected,Frozen -80,N,NA,NA,4657
U4658,extra muscle,SXM5058,BXM1,72,BXM1-72,NA,collected,Frozen -80,N,NA,NA,4658
U4659,extra muscle,SXM5059,BXM1,74,BXM1-74,NA,collected,Frozen -80,N,NA,NA,4659
U4660,extra muscle,SXM5060,BXM1,81,BXM1-81,NA,collected,Frozen -80,N,NA,NA,4660
U4661,extra muscle,SXM5061,BXM1,83,BXM1-83,NA,collected,Frozen -80,N,NA,NA,4661
U4662,extra muscle,SXM5062,BXM1,87,BXM1-87,NA,collected,Frozen -80,N,NA,NA,4662
U4663,extra muscle,SXM5063,BXM2,1,BXM2-1,NA,collected,Frozen -80,N,NA,NA,4663
U4664,extra muscle,SXM5064,BXM2,4,BXM2-4,NA,collected,Frozen -80,N,NA,NA,4664
U4665,extra muscle,SXM5065,BXM2,6,BXM2-6,NA,collected,Frozen -80,N,NA,NA,4665
U4666,extra muscle,SXM5066,BXM2,9,BXM2-9,NA,collected,Frozen -80,N,NA,NA,4666
U4667,extra muscle,SXM5067,BXM2,13,BXM2-13,NA,collected,Frozen -80,N,NA,NA,4667
U4668,extra muscle,SXM5068,BXM2,16,BXM2-16,NA,collected,Frozen -80,N,NA,NA,4668
U4669,extra muscle,SXM5069,BXM2,18,BXM2-18,NA,collected,Frozen -80,N,NA,NA,4669
U4670,extra muscle,SXM5070,BXM2,22,BXM2-22,NA,collected,Frozen -80,N,NA,NA,4670
U4671,extra muscle,SXM5071,BXM2,24,BXM2-24,NA,collected,Frozen -80,N,NA,NA,4671
U4672,extra muscle,SXM5072,BXM2,25,BXM2-25,NA,collected,Frozen -80,N,NA,NA,4672
U4681,extra muscle,SXM5081,BXM2,5,BXM2-5,NA,collected,Frozen -80,N,NA,NA,4681
U4682,extra muscle,SXM5082,BXM2,8,BXM2-8,NA,collected,Frozen -80,N,NA,NA,4682
U4683,extra muscle,SXM5083,BXM2,12,BXM2-12,NA,collected,Frozen -80,N,NA,NA,4683
U4684,extra muscle,SXM5084,BXM2,14,BXM2-14,NA,collected,Frozen -80,N,NA,NA,4684
U4685,extra muscle,SXM5085,BXM2,17,BXM2-17,NA,collected,Frozen -80,N,NA,NA,4685
U4686,extra muscle,SXM5086,BXM2,19,BXM2-19,NA,collected,Frozen -80,N,NA,NA,4686
U4687,extra muscle,SXM5087,BXM2,23,BXM2-23,NA,collected,Frozen -80,N,NA,NA,4687
U4688,extra muscle,SXM5088,BXM2,28,BXM2-28,NA,collected,Frozen -80,N,NA,NA,4688
U4689,extra muscle,SXM5089,BXM2,31,BXM2-31,NA,collected,Frozen -80,N,NA,NA,4689
U4690,extra muscle,SXM5090,BXM2,32,BXM2-32,NA,collected,Frozen -80,N,NA,NA,4690
U4691,extra muscle,SXM5091,BXM2,35,BXM2-35,NA,collected,Frozen -80,N,NA,NA,4691
U3731,extra muscle,SXM4131,BXM4,88,BXM4-88,NA,collected,Frozen -80,N,NA,NA,3731
U3732,extra muscle,SXM4132,BXM4,90,BXM4-90,NA,collected,Frozen -80,N,NA,NA,3732
U3733,extra muscle,SXM4133,BXM4,67,BXM4-67,NA,collected,Frozen -80,N,NA,NA,3733
U3734,extra muscle,SXM4134,BXM4,69,BXM4-69,NA,collected,Frozen -80,N,NA,NA,3734
U3735,extra muscle,SXM4135,BXM5,3,BXM5-3,NA,collected,Frozen -80,N,NA,NA,3735
U3736,extra muscle,SXM4136,BXM5,1,BXM5-1,NA,collected,Frozen -80,N,NA,NA,3736
U3737,extra muscle,SXM4137,BXM5,5,BXM5-5,NA,collected,Frozen -80,N,NA,NA,3737
U3738,extra muscle,SXM4138,BXM5,7,BXM5-7,NA,collected,Frozen -80,N,NA,NA,3738
U3739,extra muscle,SXM4139,BXM5,9,BXM5-9,NA,collected,Frozen -80,N,NA,NA,3739
U3740,extra muscle,SXM4140,BXM5,11,BXM5-11,NA,collected,Frozen -80,N,NA,NA,3740
U3741,extra muscle,SXM4141,BXM5,12,BXM5-12,NA,collected,Frozen -80,N,NA,NA,3741
U3742,extra muscle,SXM4142,BXM5,13,BXM5-13,NA,collected,Frozen -80,N,NA,NA,3742
U3743,extra muscle,SXM4143,BXM5,16,BXM5-16,Fish slid on to bench,collected,Frozen -80,N,NA,NA,3743
U3744,extra muscle,SXM4144,BXM5,17,BXM5-17,Fish fell on bench,collected,Frozen -80,N,NA,NA,3744
U3745,extra muscle,SXM4145,BXM5,91,BXM5-91,NA,collected,Frozen -80,N,NA,NA,3745
U3746,extra muscle,SXM4146,BXM5,92,BXM5-92,NA,collected,Frozen -80,N,NA,NA,3746
U3747,extra muscle,SXM4147,BXM5,93,BXM5-93,NA,collected,Frozen -80,N,NA,NA,3747
U3748,extra muscle,SXM4148,BXM5,94,BXM5-94,NA,collected,Frozen -80,N,NA,NA,3748
U3749,extra muscle,SXM4149,BXM5,81,BXM5-81,NA,collected,Frozen -80,N,NA,NA,3749
U3750,extra muscle,SXM4150,BXM5,82,BXM5-82,NA,collected,Frozen -80,N,NA,NA,3750
U3849,extra muscle,SXM4249,BXM4,74,BXM4-74,NA,collected,Frozen -80,N,NA,NA,3849
U3850,extra muscle,SXM4250,BXM4,36,BXM4-36,NA,collected,Frozen -80,N,NA,NA,3850
U3851,extra muscle,SXM4251,BXM4,33,BXM4-33,NA,collected,Frozen -80,N,NA,NA,3851
U3892,extra muscle,SXM4292,BXM4,37,BXM4-37,NA,collected,Frozen -80,N,NA,NA,3892
U3893,extra muscle,SXM4293,BXM4,38,BXM4-38,NA,collected,Frozen -80,N,NA,NA,3893
U3894,extra muscle,SXM4294,BXM4,40,BXM4-40,NA,collected,Frozen -80,N,NA,NA,3894
U3895,extra muscle,SXM4295,BXM4,42,BXM4-42,NA,collected,Frozen -80,N,NA,NA,3895
U3896,extra muscle,SXM4296,BXM4,54,BXM4-54,NA,collected,Frozen -80,N,NA,Changed cell from 44 (incorrect location) 2018-01-16 JG,3896
U3897,extra muscle,SXM4297,BXM4,51,BXM4-51,NA,collected,Frozen -80,N,NA,NA,3897
U3898,extra muscle,SXM4298,BXM4,53,BXM4-53,NA,collected,Frozen -80,N,NA,NA,3898
U3899,extra muscle,SXM4299,BXM4,57,BXM4-57,NA,collected,Frozen -80,N,NA,NA,3899
U3900,extra muscle,SXM4300,BXM4,91,BXM4-91,NA,collected,Frozen -80,N,NA,NA,3900
U3901,extra muscle,SXM4301,BXM4,92,BXM4-92,NA,collected,Frozen -80,N,NA,NA,3901
U3902,extra muscle,SXM4302,BXM4,100,BXM4-100,NA,collected,Frozen -80,N,NA,NA,3902
U3903,extra muscle,SXM4303,BXM4,73,BXM4-73,NA,collected,Frozen -80,N,NA,NA,3903
U3904,extra muscle,SXM4304,BXM4,99,BXM4-99,NA,collected,Frozen -80,N,NA,NA,3904
U3905,extra muscle,SXM4305,BXM4,76,BXM4-76,NA,collected,Frozen -80,N,NA,NA,3905
U3906,extra muscle,SXM4306,BXM4,98,BXM4-98,NA,collected,Frozen -80,N,NA,NA,3906
U3907,extra muscle,SXM4307,BXM4,93,BXM4-93,NA,collected,Frozen -80,N,NA,NA,3907
U3908,extra muscle,SXM4308,BXM4,32,BXM4-32,NA,collected,Frozen -80,N,NA,NA,3908
U3909,extra muscle,SXM4309,BXM4,34,BXM4-34,NA,collected,Frozen -80,N,NA,NA,3909
U3910,extra muscle,SXM4310,BXM4,58,BXM4-58,NA,collected,Frozen -80,N,NA,NA,3910
U3911,extra muscle,SXM4311,BXM4,59,BXM4-59,NA,collected,Frozen -80,N,NA,NA,3911
U3912,extra muscle,SXM4312,BXM4,60,BXM4-60,NA,collected,Frozen -80,N,NA,NA,3912
U3913,extra muscle,SXM4313,BXM4,71,BXM4-71,NA,collected,Frozen -80,N,NA,NA,3913
U3963,extra muscle,SXM4363,BXM5,100,BXM5-100,NA,collected,Frozen -80,N,NA,NA,3963
U3967,extra muscle,SXM4367,BXM5,19,BXM5-19,NA,collected,Frozen -80,N,NA,NA,3967
U3968,extra muscle,SXM4368,BXM5,21,BXM5-21,NA,collected,Frozen -80,N,NA,NA,3968
U3969,extra muscle,SXM4369,BXM5,23,BXM5-23,NA,collected,Frozen -80,N,NA,NA,3969
U3994,extra muscle,SXM4394,BXM5,18,BXM5-18,NA,collected,Frozen -80,N,NA,NA,3994
U4027,extra muscle,SXM4427,BXM4,94,BXM4-94,NA,collected,Frozen -80,N,NA,NA,4027
U4028,extra muscle,SXM4428,BXM4,97,BXM4-97,NA,collected,Frozen -80,N,NA,NA,4028
U4029,extra muscle,SXM4429,BXM4,82,BXM4-82,NA,collected,Frozen -80,N,NA,NA,4029
U4030,extra muscle,SXM4430,BXM4,84,BXM4-84,NA,collected,Frozen -80,N,NA,NA,4030
U4031,extra muscle,SXM4431,BXM4,68,BXM4-68,NA,collected,Frozen -80,N,NA,NA,4031
U4032,extra muscle,SXM4432,BXM4,65,BXM4-65,NA,collected,Frozen -80,N,NA,NA,4032
U4033,extra muscle,SXM4433,BXM5,4,BXM5-4,NA,collected,Frozen -80,N,NA,NA,4033
U4034,extra muscle,SXM4434,BXM5,6,BXM5-6,NA,collected,Frozen -80,N,NA,NA,4034
U4035,extra muscle,SXM4435,BXM5,8,BXM5-8,NA,collected,Frozen -80,N,NA,NA,4035
U4036,extra muscle,SXM4436,BXM5,14,BXM5-14,NA,collected,Frozen -80,N,NA,NA,4036
U4037,extra muscle,SXM4437,BXM4,87,BXM4-87,NA,collected,Frozen -80,N,NA,NA,4037
U4038,extra muscle,SXM4438,BXM4,96,BXM4-96,NA,collected,Frozen -80,N,NA,NA,4038
U4039,extra muscle,SXM4439,BXM4,50,BXM4-50,NA,collected,Frozen -80,N,NA,NA,4039
U4040,extra muscle,SXM4440,BXM5,2,BXM5-2,NA,collected,Frozen -80,N,NA,NA,4040
U4041,extra muscle,SXM4441,BXM5,15,BXM5-15,NA,collected,Frozen -80,N,NA,NA,4041
U4042,extra muscle,SXM4442,BXM5,83,BXM5-83,NA,collected,Frozen -80,N,NA,NA,4042
U4043,extra muscle,SXM4443,BXM5,84,BXM5-84,NA,collected,Frozen -80,N,NA,NA,4043
U4044,extra muscle,SXM4444,BXM5,58,BXM5-58,NA,collected,Frozen -80,N,NA,NA,4044
U4115,extra muscle,SXM4515,BXM6,1,BXM6-1,NA,collected,Frozen -80,N,NA,NA,4115
U4124,extra muscle,SXM4524,BXM6,2,BXM6-2,NA,collected,Frozen -80,N,NA,NA,4124
U4081,extra muscle,SXM4481,BXM6,3,BXM6-3,NA,collected,Frozen -80,N,NA,NA,4081
U4116,extra muscle,SXM4516,BXM6,4,BXM6-4,NA,collected,Frozen -80,N,NA,NA,4116
U4082,extra muscle,SXM4482,BXM6,6,BXM6-6,NA,collected,Frozen -80,N,NA,NA,4082
U4125,extra muscle,SXM4525,BXM6,7,BXM6-7,NA,collected,Frozen -80,N,NA,NA,4125
U4051,extra muscle,SXM4451,BXM5,29,BXM5-29,NA,collected,Frozen -80,N,NA,NA,4051
U4052,extra muscle,SXM4452,BXM5,30,BXM5-30,NA,collected,Frozen -80,N,NA,NA,4052
U4053,extra muscle,SXM4453,BXM5,32,BXM5-32,NA,collected,Frozen -80,N,NA,NA,4053
U4054,extra muscle,SXM4454,BXM5,34,BXM5-34,NA,collected,Frozen -80,N,NA,NA,4054
U4055,extra muscle,SXM4455,BXM5,37,BXM5-37,NA,collected,Frozen -80,N,NA,NA,4055
U4056,extra muscle,SXM4456,BXM5,39,BXM5-39,NA,collected,Frozen -80,N,NA,NA,4056
U4057,extra muscle,SXM4457,BXM5,41,BXM5-41,NA,collected,Frozen -80,N,NA,NA,4057
U4058,extra muscle,SXM4458,BXM5,44,BXM5-44,NA,collected,Frozen -80,N,NA,NA,4058
