ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,storage_medium,qc_flag,flag_reason,qc_log,ufn_sort
U4059,extra muscle,SXM4459,BXM5,46,BXM5-46,NA,collected,Frozen -80,N,NA,NA,4059
U4060,extra muscle,SXM4460,BXM5,48,BXM5-48,NA,collected,Frozen -80,N,NA,NA,4060
U4117,extra muscle,SXM4517,BXM6,8,BXM6-8,NA,collected,Frozen -80,N,NA,NA,4117
U4083,extra muscle,SXM4483,BXM6,9,BXM6-9,NA,collected,Frozen -80,N,NA,NA,4083
U4107,extra muscle,SXM4507,BXM6,10,BXM6-10,NA,collected,Frozen -80,N,NA,NA,4107
U4118,extra muscle,SXM4518,BXM6,11,BXM6-11,NA,collected,Frozen -80,N,NA,NA,4118
U4045,extra muscle,SXM4445,BXM6,12,BXM6-12,NA,collected,Frozen -80,N,NA,NA,4045
U4066,extra muscle,SXM4466,BXM5,31,BXM5-31,NA,collected,Frozen -80,N,NA,NA,4066
U4067,extra muscle,SXM4467,BXM5,33,BXM5-33,NA,collected,Frozen -80,N,NA,NA,4067
U4068,extra muscle,SXM4468,BXM5,36,BXM5-36,NA,collected,Frozen -80,N,NA,NA,4068
U4069,extra muscle,SXM4469,BXM5,38,BXM5-38,NA,collected,Frozen -80,N,NA,NA,4069
U4070,extra muscle,SXM4470,BXM5,40,BXM5-40,NA,collected,Frozen -80,N,NA,NA,4070
U4071,extra muscle,SXM4471,BXM5,42,BXM5-42,NA,collected,Frozen -80,N,NA,NA,4071
U4072,extra muscle,SXM4472,BXM5,47,BXM5-47,NA,collected,Frozen -80,N,NA,NA,4072
U4073,extra muscle,SXM4473,BXM5,49,BXM5-49,NA,collected,Frozen -80,N,NA,NA,4073
U4074,extra muscle,SXM4474,BXM5,51,BXM5-51,NA,collected,Frozen -80,N,NA,NA,4074
U4075,extra muscle,SXM4475,BXM5,53,BXM5-53,NA,collected,Frozen -80,N,NA,NA,4075
U4076,extra muscle,SXM4476,BXM5,50,BXM5-50,NA,collected,Frozen -80,N,NA,NA,4076
U4077,extra muscle,SXM4477,BXM5,52,BXM5-52,NA,collected,Frozen -80,N,NA,NA,4077
U4078,extra muscle,SXM4478,BXM5,54,BXM5-54,NA,collected,Frozen -80,N,NA,NA,4078
U4079,extra muscle,SXM4479,BXM5,56,BXM5-56,NA,collected,Frozen -80,N,NA,NA,4079
U4080,extra muscle,SXM4480,BXM5,75,BXM5-75,NA,collected,Frozen -80,N,NA,NA,4080
U4119,extra muscle,SXM4519,BXM6,13,BXM6-13,NA,collected,Frozen -80,N,NA,NA,4119
U4084,extra muscle,SXM4484,BXM6,14,BXM6-14,NA,collected,Frozen -80,N,NA,NA,4084
U4046,extra muscle,SXM4446,BXM6,16,BXM6-16,NA,collected,Frozen -80,N,NA,NA,4046
U4120,extra muscle,SXM4520,BXM6,17,BXM6-17,NA,collected,Frozen -80,N,NA,NA,4120
U4085,extra muscle,SXM4485,BXM5,57,BXM5-57,NA,collected,Frozen -80,N,NA,NA,4085
U4086,extra muscle,SXM4486,BXM5,60,BXM5-60,NA,collected,Frozen -80,N,NA,NA,4086
U4087,extra muscle,SXM4487,BXM5,61,BXM5-61,NA,collected,Frozen -80,N,NA,NA,4087
U4088,extra muscle,SXM4488,BXM5,62,BXM5-62,NA,collected,Frozen -80,N,NA,NA,4088
U4089,extra muscle,SXM4489,BXM5,63,BXM5-63,NA,collected,Frozen -80,N,NA,NA,4089
U4090,extra muscle,SXM4490,BXM5,64,BXM5-64,NA,collected,Frozen -80,N,NA,NA,4090
U4091,extra muscle,SXM4491,BXM5,66,BXM5-66,NA,collected,Frozen -80,N,NA,NA,4091
U4092,extra muscle,SXM4492,BXM5,67,BXM5-67,NA,collected,Frozen -80,N,NA,NA,4092
U4093,extra muscle,SXM4493,BXM5,68,BXM5-68,NA,collected,Frozen -80,N,NA,NA,4093
U4094,extra muscle,SXM4494,BXM5,69,BXM5-69,NA,collected,Frozen -80,N,NA,NA,4094
U4095,extra muscle,SXM4495,BXM5,70,BXM5-70,NA,collected,Frozen -80,N,NA,NA,4095
U4105,extra muscle,SXM4505,BXM6,18,BXM6-18,NA,collected,Frozen -80,N,NA,NA,4105
U4047,extra muscle,SXM4447,BXM6,19,BXM6-19,NA,collected,Frozen -80,N,NA,NA,4047
U4106,extra muscle,SXM4506,BXM6,20,BXM6-20,NA,collected,Frozen -80,N,NA,NA,4106
U4121,extra muscle,SXM4521,BXM6,21,BXM6-21,NA,collected,Frozen -80,N,NA,NA,4121
U4048,extra muscle,SXM4448,BXM6,22,BXM6-22,NA,collected,Frozen -80,N,NA,NA,4048
U4122,extra muscle,SXM4522,BXM6,23,BXM6-23,NA,collected,Frozen -80,N,NA,NA,4122
U4108,extra muscle,SXM4508,BXM6,24,BXM6-24,NA,collected,Frozen -80,N,NA,NA,4108
U4049,extra muscle,SXM4449,BXM6,26,BXM6-26,NA,collected,Frozen -80,N,NA,Changed from cell 15 (incorrect location) 2018-01-16 JG,4049
U4123,extra muscle,SXM4523,BXM6,27,BXM6-27,NA,collected,Frozen -80,N,NA,NA,4123
U4050,extra muscle,SXM4450,BXM6,28,BXM6-28,NA,collected,Frozen -80,N,NA,NA,4050
U4061,extra muscle,SXM4461,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Frozen -80,Y,NA,"Transcribed as being in BXM6-29, but location already occupied by another vial",4061
U4109,extra muscle,SXM4509,BXM6,29,BXM6-29,NA,collected,Frozen -80,N,NA,NA,4109
U4143,extra muscle,SXM4543,BXM6,30,BXM6-30,NA,collected,Frozen -80,N,NA,NA,4143
U4134,extra muscle,SXM4534,BXM6,31,BXM6-31,NA,collected,Frozen -80,N,NA,NA,4134
U4110,extra muscle,SXM4510,BXM5,86,BXM5-86,NA,collected,Frozen -80,N,NA,NA,4110
U4111,extra muscle,SXM4511,BXM5,87,BXM5-87,NA,collected,Frozen -80,N,NA,NA,4111
U4112,extra muscle,SXM4512,BXM5,88,BXM5-88,NA,collected,Frozen -80,N,NA,NA,4112
U4113,extra muscle,SXM4513,BXM5,89,BXM5-89,NA,collected,Frozen -80,N,NA,NA,4113
U4114,extra muscle,SXM4514,BXM5,90,BXM5-90,NA,collected,Frozen -80,N,NA,NA,4114
U4144,extra muscle,SXM4544,BXM6,32,BXM6-32,NA,collected,Frozen -80,N,NA,NA,4144
U4062,extra muscle,SXM4462,BXM6,33,BXM6-33,NA,collected,Frozen -80,N,NA,NA,4062
U4145,extra muscle,SXM4545,BXM6,34,BXM6-34,NA,collected,Frozen -80,N,NA,NA,4145
U4135,extra muscle,SXM4535,BXM6,36,BXM6-36,NA,collected,Frozen -80,N,NA,NA,4135
U4063,extra muscle,SXM4463,BXM6,37,BXM6-37,NA,collected,Frozen -80,N,NA,NA,4063
U4146,extra muscle,SXM4546,BXM6,38,BXM6-38,NA,collected,Frozen -80,N,NA,NA,4146
U4136,extra muscle,SXM4536,BXM6,39,BXM6-39,NA,collected,Frozen -80,N,NA,NA,4136
U4147,extra muscle,SXM4547,BXM6,40,BXM6-40,NA,collected,Frozen -80,N,NA,NA,4147
U4137,extra muscle,SXM4537,BXM6,41,BXM6-41,NA,collected,Frozen -80,N,NA,NA,4137
U4064,extra muscle,SXM4464,BXM6,42,BXM6-42,NA,collected,Frozen -80,N,NA,NA,4064
U4148,extra muscle,SXM4548,BXM6,43,BXM6-43,NA,collected,Frozen -80,N,NA,NA,4148
U4138,extra muscle,SXM4538,BXM6,44,BXM6-44,NA,collected,Frozen -80,N,NA,NA,4138
U4149,extra muscle,SXM4549,BXM6,46,BXM6-46,NA,collected,Frozen -80,N,NA,NA,4149
U4127,extra muscle,SXM4527,BXM6,47,BXM6-47,NA,collected,Frozen -80,N,NA,NA,4127
U4126,extra muscle,SXM4526,BXM6,48,BXM6-48,NA,collected,Frozen -80,N,NA,NA,4126
U4128,extra muscle,SXM4528,BXM6,49,BXM6-49,NA,collected,Frozen -80,N,NA,NA,4128
U4130,extra muscle,SXM4530,BXM6,50,BXM6-50,NA,collected,Frozen -80,N,NA,NA,4130
U4129,extra muscle,SXM4529,BXM6,51,BXM6-51,NA,collected,Frozen -80,N,NA,NA,4129
U4131,extra muscle,SXM4531,BXM6,61,BXM6-61,NA,collected,Frozen -80,N,NA,NA,4131
U4132,extra muscle,SXM4532,BXM6,62,BXM6-62,NA,collected,Frozen -80,N,NA,NA,4132
U4133,extra muscle,SXM4533,BXM6,63,BXM6-63,NA,collected,Frozen -80,N,NA,NA,4133
U4150,extra muscle,SXM4550,BXM6,64,BXM6-64,NA,collected,Frozen -80,N,NA,NA,4150
U4151,extra muscle,SXM4551,BXM6,66,BXM6-66,NA,collected,Frozen -80,N,NA,NA,4151
U4152,extra muscle,SXM4552,BXM6,67,BXM6-67,NA,collected,Frozen -80,N,NA,NA,4152
U4153,extra muscle,SXM4553,BXM6,68,BXM6-68,NA,collected,Frozen -80,N,NA,NA,4153
U4154,extra muscle,SXM4554,BXM6,69,BXM6-69,NA,collected,Frozen -80,N,NA,NA,4154
U4960,extra muscle,SXM5499,BXM6,70,BXM6-70,NA,collected,Frozen -80,N,NA,NA,4960
U4167,extra muscle,SXM4567,BXM6,73,BXM6-73,NA,collected,Frozen -80,N,NA,NA,4167
U4168,extra muscle,SXM4568,BXM6,74,BXM6-74,NA,collected,Frozen -80,N,NA,NA,4168
U4169,extra muscle,SXM4569,BXM6,76,BXM6-76,NA,collected,Frozen -80,N,NA,NA,4169
U4155,extra muscle,SXM4555,BXM6,77,BXM6-77,NA,collected,Frozen -80,N,NA,NA,4155
U4965,extra muscle,SXM5504,BXM6,78,BXM6-78,NA,collected,Frozen -80,N,NA,NA,4965
U4104,extra muscle,SXM4504,BXM6,81,BXM6-81,NA,collected,Frozen -80,N,NA,NA,4104
U4159,extra muscle,SXM4559,BXM6,82,BXM6-82,NA,collected,Frozen -80,N,NA,NA,4159
U4160,extra muscle,SXM4560,BXM6,83,BXM6-83,NA,collected,Frozen -80,N,NA,NA,4160
U4161,extra muscle,SXM4561,BXM6,84,BXM6-84,NA,collected,Frozen -80,N,NA,NA,4161
U4162,extra muscle,SXM4562,BXM6,86,BXM6-86,NA,collected,Frozen -80,N,NA,NA,4162
U4156,extra muscle,SXM4556,BXM7,1,BXM7-1,NA,collected,Frozen -80,N,NA,NA,4156
U4157,extra muscle,SXM4557,BXM7,2,BXM7-2,NA,collected,Frozen -80,N,NA,NA,4157
U4158,extra muscle,SXM4558,BXM7,3,BXM7-3,NA,collected,Frozen -80,N,NA,NA,4158
U4163,extra muscle,SXM4563,BXM6,87,BXM6-87,NA,collected,Frozen -80,N,NA,NA,4163
U4164,extra muscle,SXM4564,BXM6,88,BXM6-88,NA,collected,Frozen -80,N,NA,NA,4164
U4165,extra muscle,SXM4565,BXM6,89,BXM6-89,NA,collected,Frozen -80,N,NA,NA,4165
U4166,extra muscle,SXM4566,BXM6,90,BXM6-90,NA,collected,Frozen -80,N,NA,NA,4166
U4103,extra muscle,SXM4503,BXM6,91,BXM6-91,NA,collected,Frozen -80,N,NA,NA,4103
U4102,extra muscle,SXM4502,BXM6,92,BXM6-92,NA,collected,Frozen -80,N,NA,NA,4102
U4101,extra muscle,SXM4501,BXM6,94,BXM6-94,NA,collected,Frozen -80,N,NA,NA,4101
U4100,extra muscle,SXM4500,BXM6,95,BXM6-95,NA,collected,Frozen -80,N,NA,NA,4100
U4099,extra muscle,SXM4499,BXM6,96,BXM6-96,NA,collected,Frozen -80,N,NA,NA,4099
U4098,extra muscle,SXM4498,BXM6,97,BXM6-97,NA,collected,Frozen -80,N,NA,NA,4098
U4097,extra muscle,SXM4497,BXM6,98,BXM6-98,NA,collected,Frozen -80,N,NA,NA,4097
U4170,extra muscle,SXM4570,BXM7,77,BXM7-77,NA,collected,Frozen -80,N,NA,NA,4170
U4171,extra muscle,SXM4571,BXM7,73,BXM7-73,NA,collected,Frozen -80,N,NA,NA,4171
U4172,extra muscle,SXM4572,BXM7,74,BXM7-74,NA,collected,Frozen -80,N,NA,NA,4172
U4173,extra muscle,SXM4573,BXM7,17,BXM7-17,NA,collected,Frozen -80,N,NA,NA,4173
U4800,extra muscle,SXM5250,BXM3,1,BXM3-1,NA,collected,Frozen -80,N,NA,NA,4800
U4801,extra muscle,SXM5251,BXM3,2,BXM3-2,NA,collected,Frozen -80,N,NA,NA,4801
U4802,extra muscle,SXM5252,BXM3,3,BXM3-3,NA,collected,Frozen -80,N,NA,NA,4802
U4776,extra muscle,SXM5226,BXM3,4,BXM3-4,NA,collected,Frozen -80,N,NA,NA,4776
U4777,extra muscle,SXM5227,BXM3,5,BXM3-5,NA,collected,Frozen -80,N,NA,NA,4777
U4778,extra muscle,SXM5228,BXM3,6,BXM3-6,NA,collected,Frozen -80,N,NA,NA,4778
U4779,extra muscle,SXM5229,BXM3,7,BXM3-7,NA,collected,Frozen -80,N,NA,NA,4779
U4780,extra muscle,SXM5230,BXM3,8,BXM3-8,NA,collected,Frozen -80,N,NA,NA,4780
U4728,extra muscle,SXM5178,BXM3,9,BXM3-9,NA,collected,Frozen -80,N,NA,NA,4728
U4781,extra muscle,SXM5231,BXM3,11,BXM3-11,NA,collected,Frozen -80,N,NA,NA,4781
U4729,extra muscle,SXM5179,BXM3,12,BXM3-12,NA,collected,Frozen -80,N,NA,NA,4729
U4782,extra muscle,SXM5232,BXM3,13,BXM3-13,NA,collected,Frozen -80,N,NA,NA,4782
U4730,extra muscle,SXM5180,BXM3,14,BXM3-14,NA,collected,Frozen -80,N,NA,NA,4730
U4783,extra muscle,SXM5233,BXM3,15,BXM3-15,NA,collected,Frozen -80,N,NA,NA,4783
U4784,extra muscle,SXM5234,BXM3,16,BXM3-16,NA,collected,Frozen -80,N,NA,NA,4784
U4731,extra muscle,SXM5181,BXM3,17,BXM3-17,NA,collected,Frozen -80,N,NA,NA,4731
U4785,extra muscle,SXM5235,BXM3,18,BXM3-18,NA,collected,Frozen -80,N,NA,NA,4785
U4803,extra muscle,SXM5253,BXM3,19,BXM3-19,NA,collected,Frozen -80,N,NA,NA,4803
U4732,extra muscle,SXM5182,BXM3,21,BXM3-21,NA,collected,Frozen -80,N,NA,NA,4732
U4786,extra muscle,SXM5236,BXM3,22,BXM3-22,NA,collected,Frozen -80,N,NA,NA,4786
U4752,extra muscle,SXM5202,BXM3,23,BXM3-23,NA,collected,Frozen -80,N,NA,NA,4752
U4804,extra muscle,SXM5254,BXM3,24,BXM3-24,NA,collected,Frozen -80,N,NA,NA,4804
U4787,extra muscle,SXM5237,BXM3,25,BXM3-25,NA,collected,Frozen -80,N,NA,NA,4787
U4733,extra muscle,SXM5183,BXM3,26,BXM3-26,NA,collected,Frozen -80,N,NA,NA,4733
U4753,extra muscle,SXM5203,BXM3,27,BXM3-27,NA,collected,Frozen -80,N,NA,NA,4753
U4788,extra muscle,SXM5238,BXM3,28,BXM3-28,NA,collected,Frozen -80,N,NA,NA,4788
U4757,extra muscle,SXM5207,BXM4,28,BXM4-28,NA,collected,Frozen -80,N,NA,NA,4757
U4758,extra muscle,SXM5208,BXM4,29,BXM4-29,NA,collected,Frozen -80,N,NA,NA,4758
U4759,extra muscle,SXM5209,BXM4,30,BXM4-30,NA,collected,Frozen -80,N,NA,NA,4759
U4760,extra muscle,SXM5210,BXM4,31,BXM4-31,NA,collected,Frozen -80,N,NA,NA,4760
U4805,extra muscle,SXM5255,BXM3,29,BXM3-29,NA,collected,Frozen -80,N,NA,NA,4805
U4734,extra muscle,SXM5184,BXM3,31,BXM3-31,NA,collected,Frozen -80,N,NA,NA,4734
U4754,extra muscle,SXM5204,BXM3,32,BXM3-32,NA,collected,Frozen -80,N,NA,NA,4754
U4789,extra muscle,SXM5239,BXM3,33,BXM3-33,NA,collected,Frozen -80,N,NA,NA,4789
U4735,extra muscle,SXM5185,BXM3,34,BXM3-34,NA,collected,Frozen -80,N,NA,NA,4735
U4806,extra muscle,SXM5256,BXM3,35,BXM3-35,NA,collected,Frozen -80,N,NA,NA,4806
U4755,extra muscle,SXM5205,BXM3,36,BXM3-36,NA,collected,Frozen -80,N,NA,NA,4755
U4790,extra muscle,SXM5240,BXM3,37,BXM3-37,NA,collected,Frozen -80,N,NA,NA,4790
U4807,extra muscle,SXM5257,BXM3,38,BXM3-38,NA,collected,Frozen -80,N,NA,NA,4807
U4736,extra muscle,SXM5186,BXM3,39,BXM3-39,NA,collected,Frozen -80,N,NA,NA,4736
U4791,extra muscle,SXM5241,BXM3,41,BXM3-41,NA,collected,Frozen -80,N,NA,NA,4791
U4808,extra muscle,SXM5258,BXM3,42,BXM3-42,NA,collected,Frozen -80,N,NA,NA,4808
U4824,extra muscle,SXM5274,BXM3,43,BXM3-43,NA,collected,Frozen -80,N,NA,NA,4824
U4792,extra muscle,SXM5242,BXM3,44,BXM3-44,NA,collected,Frozen -80,N,NA,NA,4792
U4737,extra muscle,SXM5187,BXM3,46,BXM3-46,NA,collected,Frozen -80,N,NA,NA,4737
U4793,extra muscle,SXM5243,BXM3,47,BXM3-47,NA,collected,Frozen -80,N,NA,NA,4793
U4809,extra muscle,SXM5259,BXM3,48,BXM3-48,NA,collected,Frozen -80,N,NA,NA,4809
U4825,extra muscle,SXM5275,BXM3,49,BXM3-49,NA,collected,Frozen -80,N,NA,NA,4825
U4794,extra muscle,SXM5244,BXM4,21,BXM4-21,NA,collected,Frozen -80,N,NA,NA,4794
U4795,extra muscle,SXM5245,BXM4,22,BXM4-22,NA,collected,Frozen -80,N,NA,NA,4795
U4796,extra muscle,SXM5246,BXM4,23,BXM4-23,NA,collected,Frozen -80,N,NA,NA,4796
U4797,extra muscle,SXM5247,BXM4,24,BXM4-24,NA,collected,Frozen -80,N,NA,NA,4797
U4798,extra muscle,SXM5248,BXM4,26,BXM4-26,NA,collected,Frozen -80,N,NA,NA,4798
U4799,extra muscle,SXM5249,BXM4,27,BXM4-27,NA,collected,Frozen -80,N,NA,NA,4799
U4738,extra muscle,SXM5188,BXM3,51,BXM3-51,NA,collected,Frozen -80,N,NA,NA,4738
U4810,extra muscle,SXM5260,BXM3,52,BXM3-52,NA,collected,Frozen -80,N,NA,NA,4810
U4739,extra muscle,SXM5189,BXM3,53,BXM3-53,NA,collected,Frozen -80,N,NA,NA,4739
U4811,extra muscle,SXM5261,BXM3,57,BXM3-57,NA,collected,Frozen -80,N,NA,Changed from cell 54 (incorrect location) 2018-01-16 JG,4811
U4826,extra muscle,SXM5276,BXM3,54,BXM3-54,NA,collected,Frozen -80,N,NA,NA,4826
U4740,extra muscle,SXM5190,BXM3,56,BXM3-56,NA,collected,Frozen -80,N,NA,NA,4740
U4827,extra muscle,SXM5277,BXM3,58,BXM3-58,NA,collected,Frozen -80,N,NA,NA,4827
U4812,extra muscle,SXM5262,BXM3,59,BXM3-59,NA,collected,Frozen -80,N,NA,NA,4812
U4813,extra muscle,SXM5263,BXM3,61,BXM3-61,NA,collected,Frozen -80,N,NA,NA,4813
U4814,extra muscle,SXM5264,BXM3,62,BXM3-62,NA,collected,Frozen -80,N,NA,NA,4814
U4815,extra muscle,SXM5265,BXM3,63,BXM3-63,NA,collected,Frozen -80,N,NA,NA,4815
U4816,extra muscle,SXM5266,BXM3,64,BXM3-64,NA,collected,Frozen -80,N,NA,NA,4816
U4817,extra muscle,SXM5267,BXM3,66,BXM3-66,NA,collected,Frozen -80,N,NA,NA,4817
U4818,extra muscle,SXM5268,BXM3,67,BXM3-67,NA,collected,Frozen -80,N,NA,NA,4818
U4819,extra muscle,SXM5269,BXM3,68,BXM3-68,NA,collected,Frozen -80,N,NA,NA,4819
U4741,extra muscle,SXM5191,BXM3,69,BXM3-69,NA,collected,Frozen -80,N,NA,NA,4741
U4820,extra muscle,SXM5270,BXM3,71,BXM3-71,NA,collected,Frozen -80,N,NA,NA,4820
U4742,extra muscle,SXM5192,BXM3,72,BXM3-72,NA,collected,Frozen -80,N,NA,NA,4742
U4821,extra muscle,SXM5271,BXM3,73,BXM3-73,NA,collected,Frozen -80,N,NA,NA,4821
U4743,extra muscle,SXM5193,BXM3,74,BXM3-74,NA,collected,Frozen -80,N,NA,NA,4743
U4822,extra muscle,SXM5272,BXM3,76,BXM3-76,NA,collected,Frozen -80,N,NA,NA,4822
U4744,extra muscle,SXM5194,BXM3,77,BXM3-77,NA,collected,Frozen -80,N,NA,NA,4744
U4823,extra muscle,SXM5273,BXM3,78,BXM3-78,NA,collected,Frozen -80,N,NA,NA,4823
U4745,extra muscle,SXM5195,BXM3,79,BXM3-79,NA,collected,Frozen -80,N,NA,NA,4745
U4848,extra muscle,SXM5298,BXM3,81,BXM3-81,NA,collected,Frozen -80,N,NA,NA,4848
U4849,extra muscle,SXM5299,BXM3,82,BXM3-82,NA,collected,Frozen -80,N,NA,NA,4849
U4746,extra muscle,SXM5196,BXM3,83,BXM3-83,NA,collected,Frozen -80,N,NA,NA,4746
U4850,extra muscle,SXM5300,BXM3,84,BXM3-84,NA,collected,Frozen -80,N,NA,NA,4850
U4747,extra muscle,SXM5197,BXM3,86,BXM3-86,NA,collected,Frozen -80,N,NA,NA,4747
U4851,extra muscle,SXM5301,BXM3,87,BXM3-87,NA,collected,Frozen -80,N,NA,NA,4851
U4748,extra muscle,SXM5198,BXM3,88,BXM3-88,NA,collected,Frozen -80,N,NA,NA,4748
U4852,extra muscle,SXM5302,BXM3,89,BXM3-89,NA,collected,Frozen -80,N,NA,NA,4852
U4749,extra muscle,SXM5199,BXM3,100,BXM3-100,NA,collected,Frozen -80,N,NA,NA,4749
U4853,extra muscle,SXM5303,BXM4,1,BXM4-1,NA,collected,Frozen -80,N,NA,NA,4853
U4854,extra muscle,SXM5304,BXM4,2,BXM4-2,NA,collected,Frozen -80,N,NA,NA,4854
U4855,extra muscle,SXM5305,BXM4,3,BXM4-3,NA,collected,Frozen -80,N,NA,NA,4855
U4856,extra muscle,SXM5306,BXM4,4,BXM4-4,NA,collected,Frozen -80,N,NA,NA,4856
U4857,extra muscle,SXM5307,BXM4,5,BXM4-5,NA,collected,Frozen -80,N,NA,NA,4857
U4858,extra muscle,SXM5308,BXM4,7,BXM4-7,NA,collected,Frozen -80,N,NA,NA,4858
U4859,extra muscle,SXM5309,BXM4,8,BXM4-8,NA,collected,Frozen -80,N,NA,NA,4859
U4860,extra muscle,SXM5310,BXM4,9,BXM4-9,NA,collected,Frozen -80,N,NA,NA,4860
U4861,extra muscle,SXM5311,BXM4,10,BXM4-10,NA,collected,Frozen -80,N,NA,NA,4861
U4863,extra muscle,SXM5313,BXM4,11,BXM4-11,NA,collected,Frozen -80,N,NA,NA,4863
U4864,extra muscle,SXM5314,BXM4,12,BXM4-12,NA,collected,Frozen -80,N,NA,NA,4864
U4865,extra muscle,SXM5315,BXM4,13,BXM4-13,NA,collected,Frozen -80,N,NA,NA,4865
U4866,extra muscle,SXM5316,BXM4,14,BXM4-14,NA,collected,Frozen -80,N,NA,NA,4866
U4867,extra muscle,SXM5317,BXM4,16,BXM4-16,NA,collected,Frozen -80,N,NA,NA,4867
U4868,extra muscle,SXM5318,BXM4,17,BXM4-17,NA,collected,Frozen -80,N,NA,NA,4868
U4869,extra muscle,SXM5319,BXM4,18,BXM4-18,NA,collected,Frozen -80,N,NA,NA,4869
U4870,extra muscle,SXM5320,BXM4,19,BXM4-19,NA,collected,Frozen -80,N,NA,NA,4870
U4871,extra muscle,SXM5321,BXM4,20,BXM4-20,NA,collected,Frozen -80,N,NA,NA,4871
U4901,extra muscle,SXM5401,BXM4,39,BXM4-39,NA,collected,Frozen -80,N,NA,NA,4901
U4902,extra muscle,SXM5402,BXM4,41,BXM4-41,NA,collected,Frozen -80,N,NA,NA,4902
U4903,extra muscle,SXM5403,BXM4,43,BXM4-43,NA,collected,Frozen -80,N,NA,NA,4903
U4904,extra muscle,SXM5404,BXM4,44,BXM4-44,NA,collected,Frozen -80,N,NA,NA,4904
U4905,extra muscle,SXM5405,BXM4,52,BXM4-52,NA,collected,Frozen -80,N,NA,NA,4905
U4906,extra muscle,SXM5406,BXM4,56,BXM4-56,NA,collected,Frozen -80,N,NA,NA,4906
U4908,extra muscle,SXM5408,BXM4,72,BXM4-72,NA,collected,Frozen -80,N,NA,NA,4908
U4909,extra muscle,SXM5409,BXM4,77,BXM4-77,NA,collected,Frozen -80,N,NA,NA,4909
U4910,extra muscle,SXM5410,BXM4,78,BXM4-78,NA,collected,Frozen -80,N,NA,NA,4910
U4911,extra muscle,SXM5411,BXM4,79,BXM4-79,NA,collected,Frozen -80,N,NA,NA,4911
U4912,extra muscle,SXM5412,BXM4,80,BXM4-80,NA,collected,Frozen -80,N,NA,NA,4912
U4913,extra muscle,SXM5413,BXM4,81,BXM4-81,NA,collected,Frozen -80,N,NA,NA,4913
U4914,extra muscle,SXM5414,BXM4,83,BXM4-83,NA,collected,Frozen -80,N,NA,NA,4914
U4915,extra muscle,SXM5415,BXM4,86,BXM4-86,NA,collected,Frozen -80,N,NA,NA,4915
U4916,extra muscle,SXM5416,BXM4,89,BXM4-89,NA,collected,Frozen -80,N,NA,NA,4916
U4918,extra muscle,SXM5418,BXM7,78,BXM7-78,NA,collected,Frozen -80,N,NA,NA,4918
U4919,extra muscle,SXM5419,BXM7,79,BXM7-79,NA,collected,Frozen -80,N,NA,NA,4919
U4920,extra muscle,SXM5420,BXM7,80,BXM7-80,NA,collected,Frozen -80,N,NA,NA,4920
U4921,extra muscle,SXM5421,BXM7,76,BXM7-76,NA,collected,Frozen -80,N,NA,NA,4921
U4922,extra muscle,SXM5422,BXM8,1,BXM8-1,NA,collected,Frozen -80,N,NA,NA,4922
U4923,extra muscle,SXM5423,BXM8,2,BXM8-2,NA,collected,Frozen -80,N,NA,NA,4923
U4924,extra muscle,SXM5424,BXM8,4,BXM8-4,NA,collected,Frozen -80,N,NA,NA,4924
U4925,extra muscle,SXM5425,BXM8,8,BXM8-8,NA,collected,Frozen -80,N,NA,NA,4925
U4926,extra muscle,SXM5426,BXM8,10,BXM8-10,NA,collected,Frozen -80,N,NA,NA,4926
U4927,extra muscle,SXM5427,BXM8,11,BXM8-11,NA,collected,Frozen -80,N,NA,NA,4927
U4928,extra muscle,SXM5428,BXM8,3,BXM8-3,NA,collected,Frozen -80,N,NA,NA,4928
U4929,extra muscle,SXM5429,BXM8,5,BXM8-5,NA,collected,Frozen -80,N,NA,NA,4929
U4930,extra muscle,SXM5430,BXM8,18,BXM8-18,NA,collected,Frozen -80,N,NA,NA,4930
U4931,extra muscle,SXM5431,BXM8,19,BXM8-19,NA,collected,Frozen -80,N,NA,NA,4931
U4932,extra muscle,SXM5432,BXM8,21,BXM8-21,NA,collected,Frozen -80,N,NA,NA,4932
U4933,extra muscle,SXM5433,BXM8,23,BXM8-23,NA,collected,Frozen -80,N,NA,NA,4933
U4934,extra muscle,SXM5434,BXM8,27,BXM8-27,NA,collected,Frozen -80,N,NA,NA,4934
U4935,extra muscle,SXM5435,BXM8,29,BXM8-29,NA,collected,Frozen -80,N,NA,NA,4935
U4936,extra muscle,SXM5436,BXM8,31,BXM8-31,NA,collected,Frozen -80,N,NA,NA,4936
U4937,extra muscle,SXM5437,BXM8,7,BXM8-7,NA,collected,Frozen -80,N,NA,NA,4937
U4938,extra muscle,SXM5438,BXM5,99,BXM5-99,NA,collected,Frozen -80,N,NA,NA,4938
U4939,extra muscle,SXM5439,BXM5,98,BXM5-98,NA,collected,Frozen -80,N,NA,NA,4939
U4940,extra muscle,SXM5440,BXM5,97,BXM5-97,NA,collected,Frozen -80,N,NA,NA,4940
U4941,extra muscle,SXM5441,BXM5,96,BXM5-96,NA,collected,Frozen -80,N,NA,NA,4941
U4942,extra muscle,SXM5442,BXM5,26,BXM5-26,NA,collected,Frozen -80,N,NA,NA,4942
