ufn,lab_count_motiles,cm_lab,cpaf_lab,caf_lab,cgf_lab,lgf_lab,laf_lab,lpaf_lab,lpam_lab,lam_lab,ucal_lab,ulep_lab
U553,0,0,0,0,0,0,0,0,0,0,0,0
U554,0,0,0,0,0,0,0,0,0,0,0,0
U555,1,0,1,0,0,0,0,0,0,0,0,0
U556,0,0,0,0,0,0,0,0,0,0,0,0
U557,0,0,0,0,0,0,0,0,0,0,0,0
U558,0,0,0,0,0,0,0,0,0,0,0,0
U559,1,1,0,0,0,0,0,0,0,0,0,0
U560,1,0,0,1,0,0,0,0,0,0,0,0
U561,0,0,0,0,0,0,0,0,0,0,0,0
U562,1,0,0,0,1,0,0,0,0,0,0,0
U563,2,1,1,0,0,0,0,0,0,0,0,0
U564,0,0,0,0,0,0,0,0,0,0,0,0
U565,0,0,0,0,0,0,0,0,0,0,0,0
U566,0,0,0,0,0,0,0,0,0,0,0,0
U567,0,0,0,0,0,0,0,0,0,0,0,0
U568,1,0,1,0,0,0,0,0,0,0,0,0
U569,5,5,0,0,0,0,0,0,0,0,0,0
U570,2,0,1,0,1,0,0,0,0,0,0,0
U571,0,0,0,0,0,0,0,0,0,0,0,0
U572,2,2,0,0,0,0,0,0,0,0,0,0
U573,1,0,1,0,0,0,0,0,0,0,0,0
U574,0,0,0,0,0,0,0,0,0,0,0,0
U575,0,0,0,0,0,0,0,0,0,0,0,0
U576,0,0,0,0,0,0,0,0,0,0,0,0
U577,0,0,0,0,0,0,0,0,0,0,0,0
U578,1,0,1,0,0,0,0,0,0,0,0,0
U579,1,0,0,1,0,0,0,0,0,0,0,0
U580,0,0,0,0,0,0,0,0,0,0,0,0
U581,1,1,0,0,0,0,0,0,0,0,0,0
U582,2,1,0,0,0,0,0,0,0,0,1,0
U583,2,1,1,0,0,0,0,0,0,0,0,0
U584,0,0,0,0,0,0,0,0,0,0,0,0
U585,1,1,0,0,0,0,0,0,0,0,0,0
U586,2,1,0,0,1,0,0,0,0,0,0,0
U587,0,0,0,0,0,0,0,0,0,0,0,0
U588,1,1,0,0,0,0,0,0,0,0,0,0
U589,0,0,0,0,0,0,0,0,0,0,0,0
U590,1,0,0,1,0,0,0,0,0,0,0,0
U591,0,0,0,0,0,0,0,0,0,0,0,0
U592,0,0,0,0,0,0,0,0,0,0,0,0
U593,0,0,0,0,0,0,0,0,0,0,0,0
U594,0,0,0,0,0,0,0,0,0,0,0,0
U595,0,0,0,0,0,0,0,0,0,0,0,0
U596,1,0,0,0,1,0,0,0,0,0,0,0
U597,2,0,1,0,1,0,0,0,0,0,0,0
U598,2,1,0,1,0,0,0,0,0,0,0,0
U599,1,0,0,0,1,0,0,0,0,0,0,0
U600,0,0,0,0,0,0,0,0,0,0,0,0
U601,1,1,0,0,0,0,0,0,0,0,0,0
U602,0,0,0,0,0,0,0,0,0,0,0,0
U603,0,0,0,0,0,0,0,0,0,0,0,0
U604,1,1,0,0,0,0,0,0,0,0,0,0
U605,0,0,0,0,0,0,0,0,0,0,0,0
U606,0,0,0,0,0,0,0,0,0,0,0,0
U607,3,2,1,0,0,0,0,0,0,0,0,0
U608,0,0,0,0,0,0,0,0,0,0,0,0
U609,1,0,1,0,0,0,0,0,0,0,0,0
U610,0,0,0,0,0,0,0,0,0,0,0,0
U611,0,0,0,0,0,0,0,0,0,0,0,0
U612,1,1,0,0,0,0,0,0,0,0,0,0
U613,0,0,0,0,0,0,0,0,0,0,0,0
U614,1,1,0,0,0,0,0,0,0,0,0,0
U615,0,0,0,0,0,0,0,0,0,0,0,0
U616,1,1,0,0,0,0,0,0,0,0,0,0
U617,0,0,0,0,0,0,0,0,0,0,0,0
U618,0,0,0,0,0,0,0,0,0,0,0,0
U619,0,0,0,0,0,0,0,0,0,0,0,0
U620,0,0,0,0,0,0,0,0,0,0,0,0
U621,0,0,0,0,0,0,0,0,0,0,0,0
U622,0,0,0,0,0,0,0,0,0,0,0,0
U623,0,0,0,0,0,0,0,0,0,0,0,0
U624,0,0,0,0,0,0,0,0,0,0,0,0
U625,2,2,0,0,0,0,0,0,0,0,0,0
U626,0,0,0,0,0,0,0,0,0,0,0,0
U627,1,0,0,1,0,0,0,0,0,0,0,0
U628,0,0,0,0,0,0,0,0,0,0,0,0
U629,4,2,1,0,1,0,0,0,0,0,0,0
U630,1,0,0,1,0,0,0,0,0,0,0,0
U631,2,1,1,0,0,0,0,0,0,0,0,0
U632,0,0,0,0,0,0,0,0,0,0,0,0
U633,0,0,0,0,0,0,0,0,0,0,0,0
U634,0,0,0,0,0,0,0,0,0,0,0,0
U635,1,0,0,0,1,0,0,0,0,0,0,0
U636,0,0,0,0,0,0,0,0,0,0,0,0
U637,0,0,0,0,0,0,0,0,0,0,0,0
U638,0,0,0,0,0,0,0,0,0,0,0,0
U639,1,1,0,0,0,0,0,0,0,0,0,0
U640,1,1,0,0,0,0,0,0,0,0,0,0
U641,1,0,0,1,0,0,0,0,0,0,0,0
U642,2,1,1,0,0,0,0,0,0,0,0,0
U643,1,1,0,0,0,0,0,0,0,0,0,0
U644,0,0,0,0,0,0,0,0,0,0,0,0
U645,1,1,0,0,0,0,0,0,0,0,0,0
U646,5,2,1,0,2,0,0,0,0,0,0,0
U647,0,0,0,0,0,0,0,0,0,0,0,0
U648,2,1,0,0,1,0,0,0,0,0,0,0
U649,0,0,0,0,0,0,0,0,0,0,0,0
U650,5,2,0,2,1,0,0,0,0,0,0,0
U651,1,0,0,0,0,0,0,0,0,0,1,0
U652,0,0,0,0,0,0,0,0,0,0,0,0
U653,3,1,1,0,1,0,0,0,0,0,0,0
U654,1,0,0,0,0,0,0,0,1,0,0,0
U655,3,0,2,1,0,0,0,0,0,0,0,0
U656,1,1,0,0,0,0,0,0,0,0,0,0
U657,1,1,0,0,0,0,0,0,0,0,0,0
U658,0,0,0,0,0,0,0,0,0,0,0,0
U659,2,2,0,0,0,0,0,0,0,0,0,0
U660,2,1,0,1,0,0,0,0,0,0,0,0
U661,0,0,0,0,0,0,0,0,0,0,0,0
U662,4,0,2,0,2,0,0,0,0,0,0,0
U663,0,0,0,0,0,0,0,0,0,0,0,0
U664,1,1,0,0,0,0,0,0,0,0,0,0
U665,1,0,1,0,0,0,0,0,0,0,0,0
U666,2,1,0,0,1,0,0,0,0,0,0,0
U667,3,1,2,0,0,0,0,0,0,0,0,0
U668,0,0,0,0,0,0,0,0,0,0,0,0
U669,0,0,0,0,0,0,0,0,0,0,0,0
U670,0,0,0,0,0,0,0,0,0,0,0,0
U671,2,1,1,0,0,0,0,0,0,0,0,0
U672,5,3,2,0,0,0,0,0,0,0,0,0
U673,3,0,0,2,0,0,0,0,0,0,1,0
U674,1,0,1,0,0,0,0,0,0,0,0,0
U675,3,2,1,0,0,0,0,0,0,0,0,0
U676,2,0,0,0,2,0,0,0,0,0,0,0
U677,2,1,1,0,0,0,0,0,0,0,0,0
U678,2,1,0,0,0,0,0,0,0,0,1,0
U679,0,0,0,0,0,0,0,0,0,0,0,0
U680,0,0,0,0,0,0,0,0,0,0,0,0
U681,1,1,0,0,0,0,0,0,0,0,0,0
U682,0,0,0,0,0,0,0,0,0,0,0,0
U683,2,1,1,0,0,0,0,0,0,0,0,0
U684,3,1,1,0,1,0,0,0,0,0,0,0
U685,1,0,1,0,0,0,0,0,0,0,0,0
U686,0,0,0,0,0,0,0,0,0,0,0,0
U687,0,0,0,0,0,0,0,0,0,0,0,0
U688,0,0,0,0,0,0,0,0,0,0,0,0
U689,0,0,0,0,0,0,0,0,0,0,0,0
U690,0,0,0,0,0,0,0,0,0,0,0,0
U691,0,0,0,0,0,0,0,0,0,0,0,0
U692,0,0,0,0,0,0,0,0,0,0,0,0
U693,1,0,1,0,0,0,0,0,0,0,0,0
U694,0,0,0,0,0,0,0,0,0,0,0,0
U695,2,0,1,1,0,0,0,0,0,0,0,0
U696,0,0,0,0,0,0,0,0,0,0,0,0
U697,1,1,0,0,0,0,0,0,0,0,0,0
U698,0,0,0,0,0,0,0,0,0,0,0,0
U699,2,1,0,1,0,0,0,0,0,0,0,0
U700,3,2,0,0,0,0,0,1,0,0,0,0
U701,1,0,1,0,0,0,0,0,0,0,0,0
U702,1,0,0,1,0,0,0,0,0,0,0,0
U703,0,0,0,0,0,0,0,0,0,0,0,0
U704,0,0,0,0,0,0,0,0,0,0,0,0
U705,0,0,0,0,0,0,0,0,0,0,0,0
U706,1,1,0,0,0,0,0,0,0,0,0,0
U707,0,0,0,0,0,0,0,0,0,0,0,0
U708,0,0,0,0,0,0,0,0,0,0,0,0
U709,1,1,0,0,0,0,0,0,0,0,0,0
U710,0,0,0,0,0,0,0,0,0,0,0,0
U711,0,0,0,0,0,0,0,0,0,0,0,0
U712,0,0,0,0,0,0,0,0,0,0,0,0
U713,2,2,0,0,0,0,0,0,0,0,0,0
U714,1,1,0,0,0,0,0,0,0,0,0,0
U716,0,0,0,0,0,0,0,0,0,0,0,0
U717,1,1,0,0,0,0,0,0,0,0,0,0
U718,2,0,2,0,0,0,0,0,0,0,0,0
U719,0,0,0,0,0,0,0,0,0,0,0,0
U720,0,0,0,0,0,0,0,0,0,0,0,0
U721,0,0,0,0,0,0,0,0,0,0,0,0
U722,0,0,0,0,0,0,0,0,0,0,0,0
U723,1,0,0,0,0,0,0,1,0,0,0,0
U724,0,0,0,0,0,0,0,0,0,0,0,0
U725,1,1,0,0,0,0,0,0,0,0,0,0
U726,0,0,0,0,0,0,0,0,0,0,0,0
U727,2,1,1,0,0,0,0,0,0,0,0,0
U728,0,0,0,0,0,0,0,0,0,0,0,0
U730,0,0,0,0,0,0,0,0,0,0,0,0
U731,0,0,0,0,0,0,0,0,0,0,0,0
U732,4,2,1,0,1,0,0,0,0,0,0,0
U733,1,0,1,0,0,0,0,0,0,0,0,0
U734,0,0,0,0,0,0,0,0,0,0,0,0
U735,0,0,0,0,0,0,0,0,0,0,0,0
U736,0,0,0,0,0,0,0,0,0,0,0,0
U737,1,0,0,0,1,0,0,0,0,0,0,0
U738,0,0,0,0,0,0,0,0,0,0,0,0
U739,0,0,0,0,0,0,0,0,0,0,0,0
U740,0,0,0,0,0,0,0,0,0,0,0,0
U741,0,0,0,0,0,0,0,0,0,0,0,0
U742,1,1,0,0,0,0,0,0,0,0,0,0
U743,0,0,0,0,0,0,0,0,0,0,0,0
U744,0,0,0,0,0,0,0,0,0,0,0,0
U745,0,0,0,0,0,0,0,0,0,0,0,0
U746,0,0,0,0,0,0,0,0,0,0,0,0
U747,2,1,1,0,0,0,0,0,0,0,0,0
U748,1,0,1,0,0,0,0,0,0,0,0,0
U749,2,1,1,0,0,0,0,0,0,0,0,0
U750,1,1,0,0,0,0,0,0,0,0,0,0
U751,3,1,2,0,0,0,0,0,0,0,0,0
U752,0,0,0,0,0,0,0,0,0,0,0,0
U753,3,2,0,1,0,0,0,0,0,0,0,0
U754,1,0,1,0,0,0,0,0,0,0,0,0
U755,0,0,0,0,0,0,0,0,0,0,0,0
U756,1,1,0,0,0,0,0,0,0,0,0,0
U757,1,1,0,0,0,0,0,0,0,0,0,0
U758,0,0,0,0,0,0,0,0,0,0,0,0
U759,0,0,0,0,0,0,0,0,0,0,0,0
U760,0,0,0,0,0,0,0,0,0,0,0,0
U761,0,0,0,0,0,0,0,0,0,0,0,0
U762,1,1,0,0,0,0,0,0,0,0,0,0
U763,0,0,0,0,0,0,0,0,0,0,0,0
U764,2,1,0,0,1,0,0,0,0,0,0,0
U765,0,0,0,0,0,0,0,0,0,0,0,0
U766,1,1,0,0,0,0,0,0,0,0,0,0
U767,1,0,1,0,0,0,0,0,0,0,0,0
U768,1,0,1,0,0,0,0,0,0,0,0,0
U769,0,0,0,0,0,0,0,0,0,0,0,0
U770,1,0,0,0,1,0,0,0,0,0,0,0
U771,0,0,0,0,0,0,0,0,0,0,0,0
U772,0,0,0,0,0,0,0,0,0,0,0,0
U773,0,0,0,0,0,0,0,0,0,0,0,0
U774,0,0,0,0,0,0,0,0,0,0,0,0
U775,2,2,0,0,0,0,0,0,0,0,0,0
U776,0,0,0,0,0,0,0,0,0,0,0,0
U777,0,0,0,0,0,0,0,0,0,0,0,0
U778,0,0,0,0,0,0,0,0,0,0,0,0
U779,2,1,1,0,0,0,0,0,0,0,0,0
U780,2,1,0,0,1,0,0,0,0,0,0,0
U781,0,0,0,0,0,0,0,0,0,0,0,0
U782,0,0,0,0,0,0,0,0,0,0,0,0
U783,0,0,0,0,0,0,0,0,0,0,0,0
U784,0,0,0,0,0,0,0,0,0,0,0,0
U785,0,0,0,0,0,0,0,0,0,0,0,0
U786,0,0,0,0,0,0,0,0,0,0,0,0
U787,0,0,0,0,0,0,0,0,0,0,0,0
U788,1,0,1,0,0,0,0,0,0,0,0,0
U789,2,1,0,1,0,0,0,0,0,0,0,0
U790,1,1,0,0,0,0,0,0,0,0,0,0
U791,0,0,0,0,0,0,0,0,0,0,0,0
U792,0,0,0,0,0,0,0,0,0,0,0,0
U793,1,0,0,1,0,0,0,0,0,0,0,0
U794,0,0,0,0,0,0,0,0,0,0,0,0
U795,0,0,0,0,0,0,0,0,0,0,0,0
U796,0,0,0,0,0,0,0,0,0,0,0,0
U797,0,0,0,0,0,0,0,0,0,0,0,0
U798,2,1,1,0,0,0,0,0,0,0,0,0
U799,1,1,0,0,0,0,0,0,0,0,0,0
U800,0,0,0,0,0,0,0,0,0,0,0,0
U801,1,1,0,0,0,0,0,0,0,0,0,0
U802,0,0,0,0,0,0,0,0,0,0,0,0
U803,0,0,0,0,0,0,0,0,0,0,0,0
U804,0,0,0,0,0,0,0,0,0,0,0,0
U805,0,0,0,0,0,0,0,0,0,0,0,0
U806,0,0,0,0,0,0,0,0,0,0,0,0
U807,0,0,0,0,0,0,0,0,0,0,0,0
U808,0,0,0,0,0,0,0,0,0,0,0,0
U809,0,0,0,0,0,0,0,0,0,0,0,0
U810,2,1,0,1,0,0,0,0,0,0,0,0
U811,2,2,0,0,0,0,0,0,0,0,0,0
U812,0,0,0,0,0,0,0,0,0,0,0,0
U813,0,0,0,0,0,0,0,0,0,0,0,0
U814,1,1,0,0,0,0,0,0,0,0,0,0
U815,0,0,0,0,0,0,0,0,0,0,0,0
U816,0,0,0,0,0,0,0,0,0,0,0,0
U817,1,0,0,1,0,0,0,0,0,0,0,0
U818,1,1,0,0,0,0,0,0,0,0,0,0
U819,1,1,0,0,0,0,0,0,0,0,0,0
U820,0,0,0,0,0,0,0,0,0,0,0,0
U821,0,0,0,0,0,0,0,0,0,0,0,0
U822,0,0,0,0,0,0,0,0,0,0,0,0
U823,0,0,0,0,0,0,0,0,0,0,0,0
U824,1,1,0,0,0,0,0,0,0,0,0,0
U825,0,0,0,0,0,0,0,0,0,0,0,0
U826,2,0,2,0,0,0,0,0,0,0,0,0
U827,0,0,0,0,0,0,0,0,0,0,0,0
U828,1,1,0,0,0,0,0,0,0,0,0,0
U829,1,1,0,0,0,0,0,0,0,0,0,0
U830,1,1,0,0,0,0,0,0,0,0,0,0
U831,0,0,0,0,0,0,0,0,0,0,0,0
U832,0,0,0,0,0,0,0,0,0,0,0,0
U833,2,0,1,0,0,0,0,1,0,0,0,0
U834,0,0,0,0,0,0,0,0,0,0,0,0
U835,0,0,0,0,0,0,0,0,0,0,0,0
U836,0,0,0,0,0,0,0,0,0,0,0,0
U837,0,0,0,0,0,0,0,0,0,0,0,0
U838,0,0,0,0,0,0,0,0,0,0,0,0
U839,0,0,0,0,0,0,0,0,0,0,0,0
U840,1,0,0,0,0,0,0,0,0,1,0,0
U841,0,0,0,0,0,0,0,0,0,0,0,0
U842,1,0,0,0,1,0,0,0,0,0,0,0
U843,1,0,0,0,1,0,0,0,0,0,0,0
U844,0,0,0,0,0,0,0,0,0,0,0,0
U845,0,0,0,0,0,0,0,0,0,0,0,0
U846,1,1,0,0,0,0,0,0,0,0,0,0
U847,0,0,0,0,0,0,0,0,0,0,0,0
U848,0,0,0,0,0,0,0,0,0,0,0,0
U849,1,1,0,0,0,0,0,0,0,0,0,0
U850,0,0,0,0,0,0,0,0,0,0,0,0
U851,0,0,0,0,0,0,0,0,0,0,0,0
U852,0,0,0,0,0,0,0,0,0,0,0,0
U853,5,3,1,0,1,0,0,0,0,0,0,0
U854,1,1,0,0,0,0,0,0,0,0,0,0
U855,1,1,0,0,0,0,0,0,0,0,0,0
U856,0,0,0,0,0,0,0,0,0,0,0,0
U857,0,0,0,0,0,0,0,0,0,0,0,0
U858,0,0,0,0,0,0,0,0,0,0,0,0
U859,1,0,0,0,1,0,0,0,0,0,0,0
U860,2,1,0,1,0,0,0,0,0,0,0,0
U861,0,0,0,0,0,0,0,0,0,0,0,0
U862,0,0,0,0,0,0,0,0,0,0,0,0
U863,0,0,0,0,0,0,0,0,0,0,0,0
U864,0,0,0,0,0,0,0,0,0,0,0,0
U865,1,0,1,0,0,0,0,0,0,0,0,0
U866,1,0,1,0,0,0,0,0,0,0,0,0
U867,1,0,1,0,0,0,0,0,0,0,0,0
U868,0,0,0,0,0,0,0,0,0,0,0,0
U869,3,1,0,0,1,0,0,0,1,0,0,0
U870,3,1,0,2,0,0,0,0,0,0,0,0
U871,0,0,0,0,0,0,0,0,0,0,0,0
U872,0,0,0,0,0,0,0,0,0,0,0,0
U873,1,0,0,1,0,0,0,0,0,0,0,0
U874,1,0,0,0,1,0,0,0,0,0,0,0
U875,1,0,0,1,0,0,0,0,0,0,0,0
U876,0,0,0,0,0,0,0,0,0,0,0,0
U877,3,2,1,0,0,0,0,0,0,0,0,0
U878,1,1,0,0,0,0,0,0,0,0,0,0
U879,0,0,0,0,0,0,0,0,0,0,0,0
U880,0,0,0,0,0,0,0,0,0,0,0,0
U881,0,0,0,0,0,0,0,0,0,0,0,0
U882,2,1,0,0,0,0,0,0,0,0,1,0
U883,0,0,0,0,0,0,0,0,0,0,0,0
U884,3,1,1,1,0,0,0,0,0,0,0,0
U885,0,0,0,0,0,0,0,0,0,0,0,0
U886,1,0,1,0,0,0,0,0,0,0,0,0
U887,1,0,1,0,0,0,0,0,0,0,0,0
U888,1,1,0,0,0,0,0,0,0,0,0,0
U889,2,1,0,0,0,0,0,0,0,1,0,0
U890,2,1,1,0,0,0,0,0,0,0,0,0
U891,1,0,0,0,1,0,0,0,0,0,0,0
U892,0,0,0,0,0,0,0,0,0,0,0,0
U893,1,1,0,0,0,0,0,0,0,0,0,0
U894,1,1,0,0,0,0,0,0,0,0,0,0
U895,0,0,0,0,0,0,0,0,0,0,0,0
U896,0,0,0,0,0,0,0,0,0,0,0,0
U897,2,1,0,0,1,0,0,0,0,0,0,0
U898,1,1,0,0,0,0,0,0,0,0,0,0
U899,1,0,0,0,1,0,0,0,0,0,0,0
U900,0,0,0,0,0,0,0,0,0,0,0,0
U901,2,1,0,0,0,0,0,0,0,0,1,0
U902,1,1,0,0,0,0,0,0,0,0,0,0
U903,0,0,0,0,0,0,0,0,0,0,0,0
U904,1,1,0,0,0,0,0,0,0,0,0,0
U905,2,1,1,0,0,0,0,0,0,0,0,0
U906,0,0,0,0,0,0,0,0,0,0,0,0
U907,0,0,0,0,0,0,0,0,0,0,0,0
U908,1,0,0,1,0,0,0,0,0,0,0,0
U909,2,1,1,0,0,0,0,0,0,0,0,0
U910,0,0,0,0,0,0,0,0,0,0,0,0
U911,2,0,0,1,1,0,0,0,0,0,0,0
U912,0,0,0,0,0,0,0,0,0,0,0,0
U913,1,1,0,0,0,0,0,0,0,0,0,0
U914,0,0,0,0,0,0,0,0,0,0,0,0
U915,0,0,0,0,0,0,0,0,0,0,0,0
U916,0,0,0,0,0,0,0,0,0,0,0,0
U917,0,0,0,0,0,0,0,0,0,0,0,0
U918,0,0,0,0,0,0,0,0,0,0,0,0
U919,2,0,2,0,0,0,0,0,0,0,0,0
U920,1,0,1,0,0,0,0,0,0,0,0,0
U921,0,0,0,0,0,0,0,0,0,0,0,0
U922,0,0,0,0,0,0,0,0,0,0,0,0
U923,0,0,0,0,0,0,0,0,0,0,0,0
U924,1,1,0,0,0,0,0,0,0,0,0,0
U925,0,0,0,0,0,0,0,0,0,0,0,0
U926,0,0,0,0,0,0,0,0,0,0,0,0
U927,0,0,0,0,0,0,0,0,0,0,0,0
U928,1,0,1,0,0,0,0,0,0,0,0,0
U929,2,1,0,0,1,0,0,0,0,0,0,0
U930,1,1,0,0,0,0,0,0,0,0,0,0
U931,5,0,0,4,1,0,0,0,0,0,0,0
U932,0,0,0,0,0,0,0,0,0,0,0,0
U933,1,1,0,0,0,0,0,0,0,0,0,0
U934,0,0,0,0,0,0,0,0,0,0,0,0
U935,2,1,0,1,0,0,0,0,0,0,0,0
U936,0,0,0,0,0,0,0,0,0,0,0,0
U937,0,0,0,0,0,0,0,0,0,0,0,0
U938,0,0,0,0,0,0,0,0,0,0,0,0
U939,0,0,0,0,0,0,0,0,0,0,0,0
U940,2,2,0,0,0,0,0,0,0,0,0,0
U941,0,0,0,0,0,0,0,0,0,0,0,0
U942,0,0,0,0,0,0,0,0,0,0,0,0
U943,0,0,0,0,0,0,0,0,0,0,0,0
U944,0,0,0,0,0,0,0,0,0,0,0,0
U945,1,1,0,0,0,0,0,0,0,0,0,0
U946,1,1,0,0,0,0,0,0,0,0,0,0
U947,0,0,0,0,0,0,0,0,0,0,0,0
U948,0,0,0,0,0,0,0,0,0,0,0,0
U949,0,0,0,0,0,0,0,0,0,0,0,0
U950,0,0,0,0,0,0,0,0,0,0,0,0
U951,0,0,0,0,0,0,0,0,0,0,0,0
U952,0,0,0,0,0,0,0,0,0,0,0,0
U953,1,0,1,0,0,0,0,0,0,0,0,0
U954,0,0,0,0,0,0,0,0,0,0,0,0
U955,0,0,0,0,0,0,0,0,0,0,0,0
U956,0,0,0,0,0,0,0,0,0,0,0,0
U957,0,0,0,0,0,0,0,0,0,0,0,0
U958,1,0,0,0,0,0,0,1,0,0,0,0
U959,1,0,1,0,0,0,0,0,0,0,0,0
U960,1,1,0,0,0,0,0,0,0,0,0,0
U961,0,0,0,0,0,0,0,0,0,0,0,0
U962,3,2,0,0,1,0,0,0,0,0,0,0
U963,0,0,0,0,0,0,0,0,0,0,0,0
U964,1,0,1,0,0,0,0,0,0,0,0,0
U965,2,1,1,0,0,0,0,0,0,0,0,0
U966,0,0,0,0,0,0,0,0,0,0,0,0
U967,0,0,0,0,0,0,0,0,0,0,0,0
U968,0,0,0,0,0,0,0,0,0,0,0,0
U969,2,1,1,0,0,0,0,0,0,0,0,0
U970,0,0,0,0,0,0,0,0,0,0,0,0
U971,2,0,1,0,1,0,0,0,0,0,0,0
U972,0,0,0,0,0,0,0,0,0,0,0,0
U973,1,0,1,0,0,0,0,0,0,0,0,0
U974,0,0,0,0,0,0,0,0,0,0,0,0
U975,2,1,0,0,1,0,0,0,0,0,0,0
U976,0,0,0,0,0,0,0,0,0,0,0,0
U977,1,0,1,0,0,0,0,0,0,0,0,0
U978,3,1,2,0,0,0,0,0,0,0,0,0
U979,0,0,0,0,0,0,0,0,0,0,0,0
U980,0,0,0,0,0,0,0,0,0,0,0,0
U981,2,1,0,1,0,0,0,0,0,0,0,0
U982,0,0,0,0,0,0,0,0,0,0,0,0
U983,0,0,0,0,0,0,0,0,0,0,0,0
U984,1,1,0,0,0,0,0,0,0,0,0,0
U985,1,1,0,0,0,0,0,0,0,0,0,0
U986,0,0,0,0,0,0,0,0,0,0,0,0
U987,1,1,0,0,0,0,0,0,0,0,0,0
U988,0,0,0,0,0,0,0,0,0,0,0,0
U989,1,1,0,0,0,0,0,0,0,0,0,0
U990,0,0,0,0,0,0,0,0,0,0,0,0
U991,0,0,0,0,0,0,0,0,0,0,0,0
U992,0,0,0,0,0,0,0,0,0,0,0,0
U993,1,0,0,0,1,0,0,0,0,0,0,0
U994,1,0,1,0,0,0,0,0,0,0,0,0
U995,0,0,0,0,0,0,0,0,0,0,0,0
U996,5,1,3,0,1,0,0,0,0,0,0,0
U997,0,0,0,0,0,0,0,0,0,0,0,0
U998,1,0,0,0,1,0,0,0,0,0,0,0
U999,0,0,0,0,0,0,0,0,0,0,0,0
U1000,0,0,0,0,0,0,0,0,0,0,0,0
U1001,0,0,0,0,0,0,0,0,0,0,0,0
U1002,0,0,0,0,0,0,0,0,0,0,0,0
U1003,0,0,0,0,0,0,0,0,0,0,0,0
U1004,1,1,0,0,0,0,0,0,0,0,0,0
U1005,1,0,0,0,1,0,0,0,0,0,0,0
U1006,0,0,0,0,0,0,0,0,0,0,0,0
U1007,0,0,0,0,0,0,0,0,0,0,0,0
U1008,1,0,1,0,0,0,0,0,0,0,0,0
U1009,1,1,0,0,0,0,0,0,0,0,0,0
U1010,0,0,0,0,0,0,0,0,0,0,0,0
U1011,4,3,0,0,1,0,0,0,0,0,0,0
U1012,0,0,0,0,0,0,0,0,0,0,0,0
U1013,1,1,0,0,0,0,0,0,0,0,0,0
U1014,0,0,0,0,0,0,0,0,0,0,0,0
U1015,0,0,0,0,0,0,0,0,0,0,0,0
U1016,0,0,0,0,0,0,0,0,0,0,0,0
U1017,0,0,0,0,0,0,0,0,0,0,0,0
U1018,1,1,0,0,0,0,0,0,0,0,0,0
U1019,0,0,0,0,0,0,0,0,0,0,0,0
U1020,0,0,0,0,0,0,0,0,0,0,0,0
U1021,0,0,0,0,0,0,0,0,0,0,0,0
U1022,1,0,1,0,0,0,0,0,0,0,0,0
U1023,0,0,0,0,0,0,0,0,0,0,0,0
U1024,1,1,0,0,0,0,0,0,0,0,0,0
U1025,3,3,0,0,0,0,0,0,0,0,0,0
U1026,0,0,0,0,0,0,0,0,0,0,0,0
U1027,8,4,1,0,3,0,0,0,0,0,0,0
U1028,0,0,0,0,0,0,0,0,0,0,0,0
U1029,0,0,0,0,0,0,0,0,0,0,0,0
U1030,1,0,1,0,0,0,0,0,0,0,0,0
U1031,2,0,1,1,0,0,0,0,0,0,0,0
U1032,0,0,0,0,0,0,0,0,0,0,0,0
U1033,0,0,0,0,0,0,0,0,0,0,0,0
U1034,0,0,0,0,0,0,0,0,0,0,0,0
U1035,0,0,0,0,0,0,0,0,0,0,0,0
U1036,0,0,0,0,0,0,0,0,0,0,0,0
U1037,0,0,0,0,0,0,0,0,0,0,0,0
U1038,0,0,0,0,0,0,0,0,0,0,0,0
U1039,0,0,0,0,0,0,0,0,0,0,0,0
U1040,0,0,0,0,0,0,0,0,0,0,0,0
U1041,5,2,3,0,0,0,0,0,0,0,0,0
U1042,1,1,0,0,0,0,0,0,0,0,0,0
U1043,0,0,0,0,0,0,0,0,0,0,0,0
U1044,2,1,0,0,1,0,0,0,0,0,0,0
U1045,1,0,0,0,1,0,0,0,0,0,0,0
U1046,1,0,1,0,0,0,0,0,0,0,0,0
U1047,0,0,0,0,0,0,0,0,0,0,0,0
U1048,2,1,1,0,0,0,0,0,0,0,0,0
U1049,0,0,0,0,0,0,0,0,0,0,0,0
U1050,0,0,0,0,0,0,0,0,0,0,0,0
U1051,1,0,0,0,1,0,0,0,0,0,0,0
U1052,2,1,0,0,1,0,0,0,0,0,0,0
U1053,0,0,0,0,0,0,0,0,0,0,0,0
U1054,0,0,0,0,0,0,0,0,0,0,0,0
U1055,7,1,3,0,1,0,0,0,0,0,2,0
U1056,0,0,0,0,0,0,0,0,0,0,0,0
U1057,1,0,0,1,0,0,0,0,0,0,0,0
U1058,0,0,0,0,0,0,0,0,0,0,0,0
U1059,2,2,0,0,0,0,0,0,0,0,0,0
U1060,0,0,0,0,0,0,0,0,0,0,0,0
U1061,0,0,0,0,0,0,0,0,0,0,0,0
U1062,0,0,0,0,0,0,0,0,0,0,0,0
U1063,2,1,1,0,0,0,0,0,0,0,0,0
U1064,1,0,1,0,0,0,0,0,0,0,0,0
U1065,0,0,0,0,0,0,0,0,0,0,0,0
U1066,1,1,0,0,0,0,0,0,0,0,0,0
