ufn,lab_count_motiles,cm_lab,cpaf_lab,caf_lab,cgf_lab,lgf_lab,laf_lab,lpaf_lab,lpam_lab,lam_lab,ucal_lab,ulep_lab
U1067,2,0,1,0,0,0,0,0,0,0,1,0
U1068,0,0,0,0,0,0,0,0,0,0,0,0
U1069,1,1,0,0,0,0,0,0,0,0,0,0
U1070,0,0,0,0,0,0,0,0,0,0,0,0
U1071,1,0,0,0,1,0,0,0,0,0,0,0
U1072,1,1,0,0,0,0,0,0,0,0,0,0
U1073,1,0,1,0,0,0,0,0,0,0,0,0
U1074,0,0,0,0,0,0,0,0,0,0,0,0
U1075,0,0,0,0,0,0,0,0,0,0,0,0
U1076,2,2,0,0,0,0,0,0,0,0,0,0
U1077,1,1,0,0,0,0,0,0,0,0,0,0
U1078,2,0,2,0,0,0,0,0,0,0,0,0
U1079,1,0,1,0,0,0,0,0,0,0,0,0
U1080,1,1,0,0,0,0,0,0,0,0,0,0
U1081,0,0,0,0,0,0,0,0,0,0,0,0
U1082,0,0,0,0,0,0,0,0,0,0,0,0
U1083,0,0,0,0,0,0,0,0,0,0,0,0
U1084,3,0,2,1,0,0,0,0,0,0,0,0
U1085,0,0,0,0,0,0,0,0,0,0,0,0
U1086,0,0,0,0,0,0,0,0,0,0,0,0
U1087,0,0,0,0,0,0,0,0,0,0,0,0
U1088,2,0,1,1,0,0,0,0,0,0,0,0
U1089,0,0,0,0,0,0,0,0,0,0,0,0
U1090,0,0,0,0,0,0,0,0,0,0,0,0
U1091,1,1,0,0,0,0,0,0,0,0,0,0
U1092,1,1,0,0,0,0,0,0,0,0,0,0
U1093,0,0,0,0,0,0,0,0,0,0,0,0
U1094,0,0,0,0,0,0,0,0,0,0,0,0
U1095,0,0,0,0,0,0,0,0,0,0,0,0
U1096,0,0,0,0,0,0,0,0,0,0,0,0
U1097,0,0,0,0,0,0,0,0,0,0,0,0
U1098,0,0,0,0,0,0,0,0,0,0,0,0
U1099,0,0,0,0,0,0,0,0,0,0,0,0
U1100,0,0,0,0,0,0,0,0,0,0,0,0
U1101,1,0,1,0,0,0,0,0,0,0,0,0
U1102,0,0,0,0,0,0,0,0,0,0,0,0
U1103,1,0,0,0,0,0,0,0,0,0,1,0
U1104,0,0,0,0,0,0,0,0,0,0,0,0
U1105,1,0,1,0,0,0,0,0,0,0,0,0
U1106,0,0,0,0,0,0,0,0,0,0,0,0
U1107,2,1,1,0,0,0,0,0,0,0,0,0
U1108,3,2,0,0,1,0,0,0,0,0,0,0
U1109,1,0,0,1,0,0,0,0,0,0,0,0
U1110,0,0,0,0,0,0,0,0,0,0,0,0
U1111,1,0,0,1,0,0,0,0,0,0,0,0
U1112,2,0,2,0,0,0,0,0,0,0,0,0
U1113,3,1,0,1,0,0,0,0,0,0,1,0
U1114,0,0,0,0,0,0,0,0,0,0,0,0
U1115,0,0,0,0,0,0,0,0,0,0,0,0
U1116,2,0,2,0,0,0,0,0,0,0,0,0
U1117,0,0,0,0,0,0,0,0,0,0,0,0
U1118,0,0,0,0,0,0,0,0,0,0,0,0
U1119,0,0,0,0,0,0,0,0,0,0,0,0
U1120,0,0,0,0,0,0,0,0,0,0,0,0
U1121,0,0,0,0,0,0,0,0,0,0,0,0
U1122,1,1,0,0,0,0,0,0,0,0,0,0
U1123,0,0,0,0,0,0,0,0,0,0,0,0
U1124,0,0,0,0,0,0,0,0,0,0,0,0
U1125,0,0,0,0,0,0,0,0,0,0,0,0
U1126,2,1,0,1,0,0,0,0,0,0,0,0
U1127,2,1,0,0,1,0,0,0,0,0,0,0
U1128,0,0,0,0,0,0,0,0,0,0,0,0
U1129,1,0,0,0,1,0,0,0,0,0,0,0
U1130,0,0,0,0,0,0,0,0,0,0,0,0
U1131,1,1,0,0,0,0,0,0,0,0,0,0
U1132,1,1,0,0,0,0,0,0,0,0,0,0
U1133,0,0,0,0,0,0,0,0,0,0,0,0
U1134,1,1,0,0,0,0,0,0,0,0,0,0
U1135,0,0,0,0,0,0,0,0,0,0,0,0
U1136,2,2,0,0,0,0,0,0,0,0,0,0
U1137,2,2,0,0,0,0,0,0,0,0,0,0
U1138,0,0,0,0,0,0,0,0,0,0,0,0
U1139,0,0,0,0,0,0,0,0,0,0,0,0
U1140,0,0,0,0,0,0,0,0,0,0,0,0
U1141,2,0,2,0,0,0,0,0,0,0,0,0
U1142,0,0,0,0,0,0,0,0,0,0,0,0
U1143,0,0,0,0,0,0,0,0,0,0,0,0
U1144,0,0,0,0,0,0,0,0,0,0,0,0
U1145,0,0,0,0,0,0,0,0,0,0,0,0
U1146,1,0,0,0,0,0,0,0,0,0,1,0
U1147,0,0,0,0,0,0,0,0,0,0,0,0
U1148,0,0,0,0,0,0,0,0,0,0,0,0
U1149,0,0,0,0,0,0,0,0,0,0,0,0
U1150,1,0,0,0,1,0,0,0,0,0,0,0
U1151,0,0,0,0,0,0,0,0,0,0,0,0
U1152,0,0,0,0,0,0,0,0,0,0,0,0
U1153,0,0,0,0,0,0,0,0,0,0,0,0
U1154,0,0,0,0,0,0,0,0,0,0,0,0
U1155,0,0,0,0,0,0,0,0,0,0,0,0
U1156,1,1,0,0,0,0,0,0,0,0,0,0
U1157,0,0,0,0,0,0,0,0,0,0,0,0
U1158,0,0,0,0,0,0,0,0,0,0,0,0
U1159,0,0,0,0,0,0,0,0,0,0,0,0
U1160,1,1,0,0,0,0,0,0,0,0,0,0
U1161,0,0,0,0,0,0,0,0,0,0,0,0
U1162,2,1,0,0,0,0,0,1,0,0,0,0
U1163,1,1,0,0,0,0,0,0,0,0,0,0
U1164,1,0,1,0,0,0,0,0,0,0,0,0
U1165,0,0,0,0,0,0,0,0,0,0,0,0
U1166,0,0,0,0,0,0,0,0,0,0,0,0
U1167,0,0,0,0,0,0,0,0,0,0,0,0
U1168,0,0,0,0,0,0,0,0,0,0,0,0
U1169,0,0,0,0,0,0,0,0,0,0,0,0
U1170,1,0,0,0,1,0,0,0,0,0,0,0
U1171,1,1,0,0,0,0,0,0,0,0,0,0
U1172,0,0,0,0,0,0,0,0,0,0,0,0
U1173,2,1,0,0,0,0,0,1,0,0,0,0
U1174,1,1,0,0,0,0,0,0,0,0,0,0
U1175,1,0,1,0,0,0,0,0,0,0,0,0
U1176,0,0,0,0,0,0,0,0,0,0,0,0
U1177,0,0,0,0,0,0,0,0,0,0,0,0
U1178,2,1,0,0,1,0,0,0,0,0,0,0
U1179,3,2,0,0,1,0,0,0,0,0,0,0
U1180,0,0,0,0,0,0,0,0,0,0,0,0
U1181,0,0,0,0,0,0,0,0,0,0,0,0
U1182,1,0,1,0,0,0,0,0,0,0,0,0
U1183,0,0,0,0,0,0,0,0,0,0,0,0
U1184,0,0,0,0,0,0,0,0,0,0,0,0
U1185,0,0,0,0,0,0,0,0,0,0,0,0
U1186,0,0,0,0,0,0,0,0,0,0,0,0
U1187,1,0,1,0,0,0,0,0,0,0,0,0
U1190,1,0,0,0,1,0,0,0,0,0,0,0
U1191,0,0,0,0,0,0,0,0,0,0,0,0
U1192,1,0,0,0,1,0,0,0,0,0,0,0
U1193,0,0,0,0,0,0,0,0,0,0,0,0
U1194,0,0,0,0,0,0,0,0,0,0,0,0
U1195,0,0,0,0,0,0,0,0,0,0,0,0
U1196,1,0,1,0,0,0,0,0,0,0,0,0
U1197,0,0,0,0,0,0,0,0,0,0,0,0
U1198,1,1,0,0,0,0,0,0,0,0,0,0
U1199,0,0,0,0,0,0,0,0,0,0,0,0
U1200,0,0,0,0,0,0,0,0,0,0,0,0
U1201,2,0,0,0,2,0,0,0,0,0,0,0
U1202,1,1,0,0,0,0,0,0,0,0,0,0
U1203,0,0,0,0,0,0,0,0,0,0,0,0
U1204,1,0,1,0,0,0,0,0,0,0,0,0
U1205,0,0,0,0,0,0,0,0,0,0,0,0
U1206,1,0,0,1,0,0,0,0,0,0,0,0
U1207,0,0,0,0,0,0,0,0,0,0,0,0
U1208,0,0,0,0,0,0,0,0,0,0,0,0
U1209,0,0,0,0,0,0,0,0,0,0,0,0
U1210,0,0,0,0,0,0,0,0,0,0,0,0
U1211,3,2,1,0,0,0,0,0,0,0,0,0
U1212,0,0,0,0,0,0,0,0,0,0,0,0
U1213,0,0,0,0,0,0,0,0,0,0,0,0
U1214,1,1,0,0,0,0,0,0,0,0,0,0
U1215,1,0,1,0,0,0,0,0,0,0,0,0
U1216,0,0,0,0,0,0,0,0,0,0,0,0
U1217,0,0,0,0,0,0,0,0,0,0,0,0
U1218,1,0,0,0,1,0,0,0,0,0,0,0
U1219,1,1,0,0,0,0,0,0,0,0,0,0
U1220,0,0,0,0,0,0,0,0,0,0,0,0
U1221,1,0,0,0,1,0,0,0,0,0,0,0
U1222,0,0,0,0,0,0,0,0,0,0,0,0
U1223,1,0,1,0,0,0,0,0,0,0,0,0
U1224,0,0,0,0,0,0,0,0,0,0,0,0
U1225,0,0,0,0,0,0,0,0,0,0,0,0
U1226,1,0,0,1,0,0,0,0,0,0,0,0
U1227,2,2,0,0,0,0,0,0,0,0,0,0
U1228,2,1,0,1,0,0,0,0,0,0,0,0
U1229,1,0,0,0,1,0,0,0,0,0,0,0
U1230,0,0,0,0,0,0,0,0,0,0,0,0
U1231,0,0,0,0,0,0,0,0,0,0,0,0
U1232,0,0,0,0,0,0,0,0,0,0,0,0
U1233,0,0,0,0,0,0,0,0,0,0,0,0
U1234,1,0,0,0,0,0,0,0,1,0,0,0
U1235,0,0,0,0,0,0,0,0,0,0,0,0
U1236,2,2,0,0,0,0,0,0,0,0,0,0
U1237,0,0,0,0,0,0,0,0,0,0,0,0
U1238,0,0,0,0,0,0,0,0,0,0,0,0
U1239,0,0,0,0,0,0,0,0,0,0,0,0
U1240,0,0,0,0,0,0,0,0,0,0,0,0
U1241,1,0,1,0,0,0,0,0,0,0,0,0
U1242,1,0,0,0,1,0,0,0,0,0,0,0
U1243,0,0,0,0,0,0,0,0,0,0,0,0
U1244,3,2,1,0,0,0,0,0,0,0,0,0
U1245,1,0,1,0,0,0,0,0,0,0,0,0
U1246,2,1,0,0,1,0,0,0,0,0,0,0
U1247,1,1,0,0,0,0,0,0,0,0,0,0
U1248,1,1,0,0,0,0,0,0,0,0,0,0
U1249,0,0,0,0,0,0,0,0,0,0,0,0
U1250,1,0,0,0,0,0,0,0,1,0,0,0
U1251,0,0,0,0,0,0,0,0,0,0,0,0
U1252,0,0,0,0,0,0,0,0,0,0,0,0
U1253,1,0,0,1,0,0,0,0,0,0,0,0
U1254,1,0,1,0,0,0,0,0,0,0,0,0
U1255,0,0,0,0,0,0,0,0,0,0,0,0
U1256,1,0,0,0,1,0,0,0,0,0,0,0
U1257,0,0,0,0,0,0,0,0,0,0,0,0
U1258,1,1,0,0,0,0,0,0,0,0,0,0
U1259,2,1,1,0,0,0,0,0,0,0,0,0
U1260,1,0,0,0,1,0,0,0,0,0,0,0
U1261,0,0,0,0,0,0,0,0,0,0,0,0
U1262,0,0,0,0,0,0,0,0,0,0,0,0
U1263,0,0,0,0,0,0,0,0,0,0,0,0
U1264,0,0,0,0,0,0,0,0,0,0,0,0
U1265,1,1,0,0,0,0,0,0,0,0,0,0
U1266,1,1,0,0,0,0,0,0,0,0,0,0
U1267,2,1,0,0,1,0,0,0,0,0,0,0
U1268,0,0,0,0,0,0,0,0,0,0,0,0
U1269,0,0,0,0,0,0,0,0,0,0,0,0
U1270,1,1,0,0,0,0,0,0,0,0,0,0
U1271,0,0,0,0,0,0,0,0,0,0,0,0
U1272,2,1,0,1,0,0,0,0,0,0,0,0
U1273,0,0,0,0,0,0,0,0,0,0,0,0
U1274,0,0,0,0,0,0,0,0,0,0,0,0
U1275,0,0,0,0,0,0,0,0,0,0,0,0
U1276,1,0,1,0,0,0,0,0,0,0,0,0
U1277,0,0,0,0,0,0,0,0,0,0,0,0
U1278,0,0,0,0,0,0,0,0,0,0,0,0
U1279,0,0,0,0,0,0,0,0,0,0,0,0
U1280,1,0,1,0,0,0,0,0,0,0,0,0
U1281,0,0,0,0,0,0,0,0,0,0,0,0
U1282,0,0,0,0,0,0,0,0,0,0,0,0
U1283,0,0,0,0,0,0,0,0,0,0,0,0
U1284,0,0,0,0,0,0,0,0,0,0,0,0
U1285,2,1,0,0,0,0,0,0,1,0,0,0
U1286,0,0,0,0,0,0,0,0,0,0,0,0
U1287,0,0,0,0,0,0,0,0,0,0,0,0
U1288,0,0,0,0,0,0,0,0,0,0,0,0
U1289,0,0,0,0,0,0,0,0,0,0,0,0
U1290,1,0,0,0,1,0,0,0,0,0,0,0
U1291,0,0,0,0,0,0,0,0,0,0,0,0
U1292,1,0,1,0,0,0,0,0,0,0,0,0
U1293,1,1,0,0,0,0,0,0,0,0,0,0
U1294,3,2,1,0,0,0,0,0,0,0,0,0
U1295,1,1,0,0,0,0,0,0,0,0,0,0
U1296,0,0,0,0,0,0,0,0,0,0,0,0
U1297,1,0,0,0,0,0,0,0,0,0,1,0
U1298,0,0,0,0,0,0,0,0,0,0,0,0
U1299,0,0,0,0,0,0,0,0,0,0,0,0
U1300,0,0,0,0,0,0,0,0,0,0,0,0
U1301,0,0,0,0,0,0,0,0,0,0,0,0
U1302,2,2,0,0,0,0,0,0,0,0,0,0
U1303,1,1,0,0,0,0,0,0,0,0,0,0
U1304,0,0,0,0,0,0,0,0,0,0,0,0
U1305,0,0,0,0,0,0,0,0,0,0,0,0
U1306,2,0,1,0,0,0,1,0,0,0,0,0
U1307,2,1,0,0,1,0,0,0,0,0,0,0
U1308,0,0,0,0,0,0,0,0,0,0,0,0
U1309,0,0,0,0,0,0,0,0,0,0,0,0
U1310,0,0,0,0,0,0,0,0,0,0,0,0
U1311,0,0,0,0,0,0,0,0,0,0,0,0
U1312,0,0,0,0,0,0,0,0,0,0,0,0
U1313,0,0,0,0,0,0,0,0,0,0,0,0
U1314,1,0,0,0,1,0,0,0,0,0,0,0
U1315,0,0,0,0,0,0,0,0,0,0,0,0
U1316,0,0,0,0,0,0,0,0,0,0,0,0
U1317,0,0,0,0,0,0,0,0,0,0,0,0
U1318,1,0,0,0,1,0,0,0,0,0,0,0
U1319,2,0,0,0,2,0,0,0,0,0,0,0
U1320,2,1,0,1,0,0,0,0,0,0,0,0
U1321,0,0,0,0,0,0,0,0,0,0,0,0
U1322,2,0,0,1,1,0,0,0,0,0,0,0
U1323,1,0,0,0,1,0,0,0,0,0,0,0
U1324,1,1,0,0,0,0,0,0,0,0,0,0
U1325,0,0,0,0,0,0,0,0,0,0,0,0
U1326,1,0,0,0,0,0,0,0,0,0,1,0
U1327,5,3,1,0,1,0,0,0,0,0,0,0
U1328,0,0,0,0,0,0,0,0,0,0,0,0
U1329,1,0,1,0,0,0,0,0,0,0,0,0
U1330,1,1,0,0,0,0,0,0,0,0,0,0
U1331,3,2,0,1,0,0,0,0,0,0,0,0
U1332,1,1,0,0,0,0,0,0,0,0,0,0
U1333,3,0,1,0,2,0,0,0,0,0,0,0
U1334,2,0,1,0,1,0,0,0,0,0,0,0
U1335,0,0,0,0,0,0,0,0,0,0,0,0
U1336,1,0,1,0,0,0,0,0,0,0,0,0
U1337,0,0,0,0,0,0,0,0,0,0,0,0
U1338,1,0,1,0,0,0,0,0,0,0,0,0
U1339,0,0,0,0,0,0,0,0,0,0,0,0
U1340,0,0,0,0,0,0,0,0,0,0,0,0
U1341,2,0,1,0,1,0,0,0,0,0,0,0
U1342,0,0,0,0,0,0,0,0,0,0,0,0
U1343,0,0,0,0,0,0,0,0,0,0,0,0
U1344,0,0,0,0,0,0,0,0,0,0,0,0
U1345,0,0,0,0,0,0,0,0,0,0,0,0
U1346,0,0,0,0,0,0,0,0,0,0,0,0
U1347,0,0,0,0,0,0,0,0,0,0,0,0
U1348,0,0,0,0,0,0,0,0,0,0,0,0
U1349,3,2,1,0,0,0,0,0,0,0,0,0
U1350,0,0,0,0,0,0,0,0,0,0,0,0
U1351,2,0,2,0,0,0,0,0,0,0,0,0
U1352,2,1,0,0,0,0,0,0,0,0,1,0
U1353,3,2,1,0,0,0,0,0,0,0,0,0
U1354,3,3,0,0,0,0,0,0,0,0,0,0
U1355,1,1,0,0,0,0,0,0,0,0,0,0
U1356,0,0,0,0,0,0,0,0,0,0,0,0
U1357,0,0,0,0,0,0,0,0,0,0,0,0
U1358,2,0,1,0,1,0,0,0,0,0,0,0
U1359,0,0,0,0,0,0,0,0,0,0,0,0
U1360,0,0,0,0,0,0,0,0,0,0,0,0
U1361,2,1,1,0,0,0,0,0,0,0,0,0
U1362,1,0,0,1,0,0,0,0,0,0,0,0
U1363,0,0,0,0,0,0,0,0,0,0,0,0
U1364,1,0,1,0,0,0,0,0,0,0,0,0
U1365,0,0,0,0,0,0,0,0,0,0,0,0
U1366,0,0,0,0,0,0,0,0,0,0,0,0
U1367,0,0,0,0,0,0,0,0,0,0,0,0
U1368,0,0,0,0,0,0,0,0,0,0,0,0
U1369,2,0,0,1,0,0,0,0,0,0,1,0
U1370,1,0,1,0,0,0,0,0,0,0,0,0
U1371,1,0,0,1,0,0,0,0,0,0,0,0
U1372,1,0,0,1,0,0,0,0,0,0,0,0
U1373,0,0,0,0,0,0,0,0,0,0,0,0
U1374,0,0,0,0,0,0,0,0,0,0,0,0
U1376,2,0,0,1,0,0,0,0,1,0,0,0
U1381,0,0,0,0,0,0,0,0,0,0,0,0
U1382,0,0,0,0,0,0,0,0,0,0,0,0
U1383,0,0,0,0,0,0,0,0,0,0,0,0
U1384,0,0,0,0,0,0,0,0,0,0,0,0
U1386,3,0,0,0,0,0,0,1,0,2,0,0
U1387,1,0,0,0,1,0,0,0,0,0,0,0
U1388,1,1,0,0,0,0,0,0,0,0,0,0
U1389,0,0,0,0,0,0,0,0,0,0,0,0
U1390,1,0,0,0,1,0,0,0,0,0,0,0
U1391,0,0,0,0,0,0,0,0,0,0,0,0
U1392,2,0,0,0,0,0,0,0,1,1,0,0
U1394,6,0,0,0,1,0,2,1,0,2,0,0
U1395,0,0,0,0,0,0,0,0,0,0,0,0
U1399,3,0,0,2,1,0,0,0,0,0,0,0
U1405,1,0,0,0,1,0,0,0,0,0,0,0
U1407,1,1,0,0,0,0,0,0,0,0,0,0
U1408,0,0,0,0,0,0,0,0,0,0,0,0
U1412,1,0,0,0,1,0,0,0,0,0,0,0
U1654,0,0,0,0,0,0,0,0,0,0,0,0
U1655,0,0,0,0,0,0,0,0,0,0,0,0
U1656,0,0,0,0,0,0,0,0,0,0,0,0
U1657,0,0,0,0,0,0,0,0,0,0,0,0
U1658,1,0,0,1,0,0,0,0,0,0,0,0
U1659,1,1,0,0,0,0,0,0,0,0,0,0
U1660,0,0,0,0,0,0,0,0,0,0,0,0
U1661,0,0,0,0,0,0,0,0,0,0,0,0
U1662,0,0,0,0,0,0,0,0,0,0,0,0
U1663,0,0,0,0,0,0,0,0,0,0,0,0
U1664,0,0,0,0,0,0,0,0,0,0,0,0
U1665,0,0,0,0,0,0,0,0,0,0,0,0
U1666,1,0,0,0,1,0,0,0,0,0,0,0
U1667,0,0,0,0,0,0,0,0,0,0,0,0
U1668,0,0,0,0,0,0,0,0,0,0,0,0
U1669,3,0,1,1,1,0,0,0,0,0,0,0
U1670,2,0,1,1,0,0,0,0,0,0,0,0
U1671,1,0,1,0,0,0,0,0,0,0,0,0
U1672,0,0,0,0,0,0,0,0,0,0,0,0
U1673,0,0,0,0,0,0,0,0,0,0,0,0
U1674,0,0,0,0,0,0,0,0,0,0,0,0
U1675,0,0,0,0,0,0,0,0,0,0,0,0
U1676,1,0,0,0,1,0,0,0,0,0,0,0
U1677,0,0,0,0,0,0,0,0,0,0,0,0
U1678,0,0,0,0,0,0,0,0,0,0,0,0
U1679,0,0,0,0,0,0,0,0,0,0,0,0
U1680,0,0,0,0,0,0,0,0,0,0,0,0
U1681,1,1,0,0,0,0,0,0,0,0,0,0
U1682,0,0,0,0,0,0,0,0,0,0,0,0
U1683,0,0,0,0,0,0,0,0,0,0,0,0
U1684,0,0,0,0,0,0,0,0,0,0,0,0
U1685,0,0,0,0,0,0,0,0,0,0,0,0
U1686,1,0,1,0,0,0,0,0,0,0,0,0
U1687,0,0,0,0,0,0,0,0,0,0,0,0
U1688,3,1,1,1,0,0,0,0,0,0,0,0
U1689,1,1,0,0,0,0,0,0,0,0,0,0
U1690,0,0,0,0,0,0,0,0,0,0,0,0
U1691,0,0,0,0,0,0,0,0,0,0,0,0
U1692,0,0,0,0,0,0,0,0,0,0,0,0
U1693,1,0,1,0,0,0,0,0,0,0,0,0
U1694,0,0,0,0,0,0,0,0,0,0,0,0
U1695,1,0,0,1,0,0,0,0,0,0,0,0
U1696,0,0,0,0,0,0,0,0,0,0,0,0
U1697,1,0,0,0,1,0,0,0,0,0,0,0
U1698,0,0,0,0,0,0,0,0,0,0,0,0
U1699,0,0,0,0,0,0,0,0,0,0,0,0
U1700,4,1,2,0,1,0,0,0,0,0,0,0
U1701,0,0,0,0,0,0,0,0,0,0,0,0
U1702,0,0,0,0,0,0,0,0,0,0,0,0
U1703,1,1,0,0,0,0,0,0,0,0,0,0
U1704,0,0,0,0,0,0,0,0,0,0,0,0
U1705,0,0,0,0,0,0,0,0,0,0,0,0
U1706,0,0,0,0,0,0,0,0,0,0,0,0
U1707,0,0,0,0,0,0,0,0,0,0,0,0
U1708,0,0,0,0,0,0,0,0,0,0,0,0
U1709,0,0,0,0,0,0,0,0,0,0,0,0
U1710,0,0,0,0,0,0,0,0,0,0,0,0
U1711,0,0,0,0,0,0,0,0,0,0,0,0
U1712,0,0,0,0,0,0,0,0,0,0,0,0
U1713,1,0,1,0,0,0,0,0,0,0,0,0
U1714,0,0,0,0,0,0,0,0,0,0,0,0
U1715,0,0,0,0,0,0,0,0,0,0,0,0
U1716,0,0,0,0,0,0,0,0,0,0,0,0
U1717,0,0,0,0,0,0,0,0,0,0,0,0
U1718,1,0,1,0,0,0,0,0,0,0,0,0
U1719,1,0,0,0,0,0,0,0,0,0,1,0
U1720,0,0,0,0,0,0,0,0,0,0,0,0
U1721,1,1,0,0,0,0,0,0,0,0,0,0
U1722,1,0,0,1,0,0,0,0,0,0,0,0
U1723,2,1,1,0,0,0,0,0,0,0,0,0
U1724,1,0,0,1,0,0,0,0,0,0,0,0
U1725,0,0,0,0,0,0,0,0,0,0,0,0
U1726,0,0,0,0,0,0,0,0,0,0,0,0
U1727,2,2,0,0,0,0,0,0,0,0,0,0
U1728,1,0,1,0,0,0,0,0,0,0,0,0
U1729,4,2,1,1,0,0,0,0,0,0,0,0
U1730,3,0,1,2,0,0,0,0,0,0,0,0
U1731,0,0,0,0,0,0,0,0,0,0,0,0
U1732,1,1,0,0,0,0,0,0,0,0,0,0
U1733,1,0,0,1,0,0,0,0,0,0,0,0
U1734,1,0,0,0,1,0,0,0,0,0,0,0
U1735,0,0,0,0,0,0,0,0,0,0,0,0
U1736,0,0,0,0,0,0,0,0,0,0,0,0
U1737,2,2,0,0,0,0,0,0,0,0,0,0
U1738,1,0,0,0,1,0,0,0,0,0,0,0
U1739,0,0,0,0,0,0,0,0,0,0,0,0
U1740,1,0,0,1,0,0,0,0,0,0,0,0
U1741,0,0,0,0,0,0,0,0,0,0,0,0
U1742,1,1,0,0,0,0,0,0,0,0,0,0
U1743,0,0,0,0,0,0,0,0,0,0,0,0
U1744,0,0,0,0,0,0,0,0,0,0,0,0
U1745,0,0,0,0,0,0,0,0,0,0,0,0
U1746,0,0,0,0,0,0,0,0,0,0,0,0
U1747,1,1,0,0,0,0,0,0,0,0,0,0
U1748,4,1,1,2,0,0,0,0,0,0,0,0
U1749,1,1,0,0,0,0,0,0,0,0,0,0
U1750,1,1,0,0,0,0,0,0,0,0,0,0
U1751,0,0,0,0,0,0,0,0,0,0,0,0
U1752,0,0,0,0,0,0,0,0,0,0,0,0
U1753,0,0,0,0,0,0,0,0,0,0,0,0
U1754,0,0,0,0,0,0,0,0,0,0,0,0
U1755,0,0,0,0,0,0,0,0,0,0,0,0
U1756,0,0,0,0,0,0,0,0,0,0,0,0
U1757,0,0,0,0,0,0,0,0,0,0,0,0
U1758,1,1,0,0,0,0,0,0,0,0,0,0
U1759,0,0,0,0,0,0,0,0,0,0,0,0
U1760,1,1,0,0,0,0,0,0,0,0,0,0
U1761,0,0,0,0,0,0,0,0,0,0,0,0
U1762,0,0,0,0,0,0,0,0,0,0,0,0
U1763,2,0,2,0,0,0,0,0,0,0,0,0
U1764,2,0,1,0,0,0,0,0,1,0,0,0
U1765,0,0,0,0,0,0,0,0,0,0,0,0
U1766,0,0,0,0,0,0,0,0,0,0,0,0
U1767,0,0,0,0,0,0,0,0,0,0,0,0
U1768,0,0,0,0,0,0,0,0,0,0,0,0
U1769,0,0,0,0,0,0,0,0,0,0,0,0
U1770,0,0,0,0,0,0,0,0,0,0,0,0
U1771,0,0,0,0,0,0,0,0,0,0,0,0
U1772,0,0,0,0,0,0,0,0,0,0,0,0
U1773,0,0,0,0,0,0,0,0,0,0,0,0
U1774,0,0,0,0,0,0,0,0,0,0,0,0
U1775,0,0,0,0,0,0,0,0,0,0,0,0
U1776,1,0,1,0,0,0,0,0,0,0,0,0
U1777,1,1,0,0,0,0,0,0,0,0,0,0
U1778,0,0,0,0,0,0,0,0,0,0,0,0
U1779,4,0,1,1,0,0,0,0,0,0,2,0
U1780,1,1,0,0,0,0,0,0,0,0,0,0
U1781,1,0,0,0,1,0,0,0,0,0,0,0
U1782,0,0,0,0,0,0,0,0,0,0,0,0
U1783,0,0,0,0,0,0,0,0,0,0,0,0
U1784,0,0,0,0,0,0,0,0,0,0,0,0
U1785,0,0,0,0,0,0,0,0,0,0,0,0
U1786,0,0,0,0,0,0,0,0,0,0,0,0
U1787,1,1,0,0,0,0,0,0,0,0,0,0
U1788,0,0,0,0,0,0,0,0,0,0,0,0
U1789,1,0,0,0,0,0,0,1,0,0,0,0
U1790,0,0,0,0,0,0,0,0,0,0,0,0
U1791,0,0,0,0,0,0,0,0,0,0,0,0
U1792,0,0,0,0,0,0,0,0,0,0,0,0
U1793,0,0,0,0,0,0,0,0,0,0,0,0
U1794,0,0,0,0,0,0,0,0,0,0,0,0
U1795,0,0,0,0,0,0,0,0,0,0,0,0
U1796,0,0,0,0,0,0,0,0,0,0,0,0
U1797,1,1,0,0,0,0,0,0,0,0,0,0
U1798,2,0,2,0,0,0,0,0,0,0,0,0
U1799,0,0,0,0,0,0,0,0,0,0,0,0
U1800,0,0,0,0,0,0,0,0,0,0,0,0
U1801,0,0,0,0,0,0,0,0,0,0,0,0
U1802,0,0,0,0,0,0,0,0,0,0,0,0
U1803,0,0,0,0,0,0,0,0,0,0,0,0
U1804,0,0,0,0,0,0,0,0,0,0,0,0
U1805,0,0,0,0,0,0,0,0,0,0,0,0
U1806,0,0,0,0,0,0,0,0,0,0,0,0
U1807,0,0,0,0,0,0,0,0,0,0,0,0
U1808,0,0,0,0,0,0,0,0,0,0,0,0
U1809,0,0,0,0,0,0,0,0,0,0,0,0
U1810,1,0,1,0,0,0,0,0,0,0,0,0
U1811,1,1,0,0,0,0,0,0,0,0,0,0
U1812,0,0,0,0,0,0,0,0,0,0,0,0
U1813,0,0,0,0,0,0,0,0,0,0,0,0
U1814,0,0,0,0,0,0,0,0,0,0,0,0
U1815,0,0,0,0,0,0,0,0,0,0,0,0
U1816,0,0,0,0,0,0,0,0,0,0,0,0
U1817,0,0,0,0,0,0,0,0,0,0,0,0
U1818,0,0,0,0,0,0,0,0,0,0,0,0
U1819,4,2,0,2,0,0,0,0,0,0,0,0
U1820,1,0,0,0,1,0,0,0,0,0,0,0
U1821,1,1,0,0,0,0,0,0,0,0,0,0
U1822,0,0,0,0,0,0,0,0,0,0,0,0
U1823,0,0,0,0,0,0,0,0,0,0,0,0
U1824,1,1,0,0,0,0,0,0,0,0,0,0
