ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log,ufn_sort
U1240,fatty acid,SFA1210,BFASO20,100,BFASO20-100,NA,collected,N,NA,NA,1240
U1241,fatty acid,SFA1157,BFASO19,81,BFASO19-81,NA,collected,N,NA,NA,1241
U1242,fatty acid,SFA1158,BFASO19,85,BFASO19-85,NA,collected,N,NA,NA,1242
U1243,fatty acid,SFA1159,BFASO19,87,BFASO19-87,NA,collected,N,NA,NA,1243
U1244,fatty acid,SFA1169,BFASO20,12,BFASO20-12,NA,collected,N,NA,NA,1244
U1245,fatty acid,SFA1170,BFASO20,16,BFASO20-16,NA,collected,N,NA,NA,1245
U1246,fatty acid,SFA1171,BFASO20,25,BFASO20-25,NA,collected,N,NA,NA,1246
U1247,fatty acid,SFA1177,BFASO20,29,BFASO20-29,NA,collected,N,NA,NA,1247
U1248,fatty acid,SFA1178,BFASO20,34,BFASO20-34,NA,collected,N,NA,NA,1248
U1249,fatty acid,SFA1179,BFASO20,40,BFASO20-40,NA,collected,N,NA,NA,1249
U1250,fatty acid,SFA1180,BFASO20,43,BFASO20-43,NA,collected,N,NA,NA,1250
U1251,fatty acid,SFA1160,BFASO19,94,BFASO19-94,NA,collected,N,NA,NA,1251
U1252,fatty acid,SFA1172,BFASO20,18,BFASO20-18,NA,collected,N,NA,NA,1252
U1253,fatty acid,SFA1173,BFASO20,20,BFASO20-20,NA,collected,N,NA,NA,1253
U1254,fatty acid,SFA1174,BFASO20,21,BFASO20-21,NA,collected,N,NA,NA,1254
U1255,fatty acid,SFA1175,BFASO20,23,BFASO20-23,NA,collected,N,NA,NA,1255
U1256,fatty acid,SFA1181,BFASO20,45,BFASO20-45,NA,collected,N,NA,NA,1256
U1257,fatty acid,SFA1182,BFASO20,47,BFASO20-47,NA,collected,N,NA,NA,1257
U1258,fatty acid,SFA1183,BFASO20,49,BFASO20-49,NA,collected,N,NA,NA,1258
U1259,fatty acid,SFA1184,BFASO20,52,BFASO20-52,NA,collected,N,NA,NA,1259
U1260,fatty acid,SFA1185,BFASO20,54,BFASO20-54,NA,collected,N,NA,NA,1260
U1261,fatty acid,SFA1176,BFASO20,14,BFASO20-14,NA,collected,N,NA,NA,1261
U1262,fatty acid,SFA1186,BFASO20,27,BFASO20-27,NA,collected,N,NA,NA,1262
U1263,fatty acid,SFA1187,BFASO20,32,BFASO20-32,NA,collected,N,NA,NA,1263
U1264,fatty acid,SFA1188,BFASO20,36,BFASO20-36,NA,collected,N,NA,NA,1264
U1265,fatty acid,SFA1189,BFASO20,38,BFASO20-38,NA,collected,N,NA,NA,1265
U1266,fatty acid,SFA1190,BFASO20,41,BFASO20-41,NA,collected,N,NA,NA,1266
U1267,fatty acid,SFA1195,BFASO20,58,BFASO20-58,NA,collected,N,NA,NA,1267
U1268,fatty acid,SFA1211,BFASO20,94,BFASO20-94,NA,collected,N,NA,NA,1268
U1269,fatty acid,SFA1212,BFASO21,1,BFASO21-1,NA,collected,N,NA,NA,1269
U1270,fatty acid,SFA1213,BFASO21,5,BFASO21-5,NA,collected,N,NA,NA,1270
U1271,fatty acid,SFA1196,BFASO20,60,BFASO20-60,NA,collected,N,NA,NA,1271
U1272,fatty acid,SFA1197,BFASO20,63,BFASO20-63,NA,collected,N,NA,NA,1272
U1273,fatty acid,SFA1198,BFASO20,67,BFASO20-67,NA,collected,N,NA,NA,1273
U1274,fatty acid,SFA1199,BFASO20,72,BFASO20-72,NA,collected,N,NA,NA,1274
U1275,fatty acid,SFA1200,BFASO20,74,BFASO20-74,NA,collected,N,NA,NA,1275
U1276,fatty acid,SFA1201,BFASO20,76,BFASO20-76,NA,collected,N,NA,NA,1276
U1277,fatty acid,SFA1202,BFASO20,89,BFASO20-89,NA,collected,N,NA,NA,1277
U1278,fatty acid,SFA1214,BFASO20,96,BFASO20-96,NA,collected,N,NA,NA,1278
U1279,fatty acid,SFA1215,BFASO20,98,BFASO20-98,NA,collected,N,NA,NA,1279
U1280,fatty acid,SFA1216,BFASO21,3,BFASO21-3,NA,collected,N,NA,NA,1280
U1281,fatty acid,SFA1203,BFASO20,78,BFASO20-78,NA,collected,N,NA,NA,1281
U1282,fatty acid,SFA1204,BFASO20,80,BFASO20-80,NA,collected,N,NA,NA,1282
U1283,fatty acid,SFA1205,BFASO20,81,BFASO20-81,NA,collected,N,NA,NA,1283
U1284,fatty acid,SFA1206,BFASO20,83,BFASO20-83,NA,collected,N,NA,NA,1284
U1285,fatty acid,SFA1207,BFASO20,85,BFASO20-85,NA,collected,N,NA,NA,1285
U1286,fatty acid,SFA1208,BFASO20,87,BFASO20-87,NA,collected,N,NA,NA,1286
U1287,fatty acid,SFA1217,BFASO21,23,BFASO21-23,NA,collected,N,NA,NA,1287
U1288,fatty acid,SFA1218,BFASO21,25,BFASO21-25,NA,collected,N,NA,NA,1288
U1289,fatty acid,SFA1219,BFASO21,27,BFASO21-27,NA,collected,N,NA,NA,1289
U1290,fatty acid,SFA1220,BFASO21,29,BFASO21-29,NA,collected,N,NA,NA,1290
U1291,fatty acid,SFA1221,BFASO21,7,BFASO21-7,NA,collected,N,NA,NA,1291
U1292,fatty acid,SFA1222,BFASO21,9,BFASO21-9,NA,collected,N,NA,NA,1292
U1293,fatty acid,SFA1229,BFASO21,36,BFASO21-36,NA,collected,N,NA,NA,1293
U1294,fatty acid,SFA1230,BFASO21,41,BFASO21-41,NA,collected,N,NA,NA,1294
U1295,fatty acid,SFA1231,BFASO21,45,BFASO21-45,NA,collected,N,NA,NA,1295
U1296,fatty acid,SFA1232,BFASO21,49,BFASO21-49,NA,collected,N,NA,NA,1296
U1297,fatty acid,SFA1251,BFASO21,80,BFASO21-80,NA,collected,N,NA,NA,1297
U1298,fatty acid,SFA1252,BFASO21,83,BFASO21-83,NA,collected,N,NA,NA,1298
U1299,fatty acid,SFA1253,BFASO21,87,BFASO21-87,NA,collected,N,NA,NA,1299
U1300,fatty acid,SFA1264,BFASO22,3,BFASO22-3,NA,collected,N,NA,NA,1300
U1301,fatty acid,SFA1223,BFASO21,12,BFASO21-12,NA,collected,N,NA,NA,1301
U1302,fatty acid,SFA1224,BFASO21,16,BFASO21-16,NA,collected,N,NA,NA,1302
U1303,fatty acid,SFA1225,BFASO21,21,BFASO21-21,NA,collected,N,NA,NA,1303
U1304,fatty acid,SFA1233,BFASO21,32,BFASO21-32,NA,collected,N,NA,NA,1304
U1305,fatty acid,SFA1234,BFASO21,38,BFASO21-38,NA,collected,N,NA,NA,1305
U1306,fatty acid,SFA1235,BFASO21,40,BFASO21-40,NA,collected,N,NA,NA,1306
U1307,fatty acid,SFA1236,BFASO21,43,BFASO21-43,NA,collected,N,NA,NA,1307
U1308,fatty acid,SFA1237,BFASO21,47,BFASO21-47,NA,collected,N,NA,NA,1308
U1309,fatty acid,SFA1245,BFASO21,63,BFASO21-63,NA,collected,N,NA,NA,1309
U1310,fatty acid,SFA1248,BFA105,43,BFA105-43,NA,being processed,N,NA,NA,1310
U1311,fatty acid,SFA1226,BFASO21,14,BFASO21-14,NA,collected,N,NA,NA,1311
U1312,fatty acid,SFA1227,BFASO21,18,BFASO21-18,NA,collected,N,NA,NA,1312
U1313,fatty acid,SFA1228,BFASO21,20,BFASO21-20,NA,collected,N,NA,NA,1313
U1314,fatty acid,SFA1238,BFASO21,34,BFASO21-34,NA,collected,N,NA,NA,1314
U1315,fatty acid,SFA1246,BFASO21,65,BFASO21-65,NA,collected,N,NA,NA,1315
U1316,fatty acid,SFA1249,BFA105,44,BFA105-44,NA,being processed,N,NA,NA,1316
U1317,fatty acid,SFA1254,BFASO21,78,BFASO21-78,NA,collected,N,NA,NA,1317
U1318,fatty acid,SFA1255,BFASO21,81,BFASO21-81,NA,collected,N,NA,NA,1318
U1319,fatty acid,SFA1256,BFASO21,85,BFASO21-85,NA,collected,N,NA,NA,1319
U1320,fatty acid,SFA1257,BFASO21,98,BFASO21-98,NA,collected,N,NA,NA,1320
U1321,fatty acid,SFA1239,BFASO21,52,BFASO21-52,NA,collected,N,NA,NA,1321
U1322,fatty acid,SFA1240,BFASO21,54,BFASO21-54,NA,collected,N,NA,NA,1322
U1323,fatty acid,SFA1241,BFASO21,56,BFASO21-56,NA,collected,N,NA,NA,1323
U1324,fatty acid,SFA1242,BFASO21,58,BFASO21-58,NA,collected,N,NA,NA,1324
U1325,fatty acid,SFA1243,BFASO21,60,BFASO21-60,NA,collected,N,NA,NA,1325
U1326,fatty acid,SFA1244,BFASO21,61,BFASO21-61,NA,collected,N,NA,NA,1326
U1327,fatty acid,SFA1247,BFASO21,67,BFASO21-67,NA,collected,N,NA,NA,1327
U1328,fatty acid,SFA1250,BFA105,42,BFA105-42,NA,being processed,N,NA,NA,1328
U1329,fatty acid,SFA1258,BFASO21,92,BFASO21-92,NA,collected,N,NA,NA,1329
U1330,fatty acid,SFA1259,BFA105,45,BFA105-45,NA,being processed,N,NA,NA,1330
U1331,fatty acid,SFA1260,BFASO21,76,BFASO21-76,NA,collected,N,NA,NA,1331
U1332,fatty acid,SFA1261,BFASO21,89,BFASO21-89,NA,collected,N,NA,NA,1332
U1333,fatty acid,SFA1262,BFASO21,100,BFASO21-100,NA,collected,N,NA,NA,1333
U1334,fatty acid,SFA1265,BFASO22,1,BFASO22-1,NA,collected,N,NA,NA,1334
U1335,fatty acid,SFA1266,BFASO22,9,BFASO22-9,NA,collected,N,NA,NA,1335
U1336,fatty acid,SFA1267,BFASO22,12,BFASO22-12,NA,collected,N,NA,NA,1336
U1337,fatty acid,SFA1268,BFASO22,21,BFASO22-21,NA,collected,N,NA,NA,1337
U1338,fatty acid,SFA1269,BFASO22,27,BFASO22-27,NA,collected,N,NA,NA,1338
U1339,fatty acid,SFA1270,BFASO22,29,BFASO22-29,NA,collected,N,NA,NA,1339
U1340,fatty acid,SFA1271,BFASO22,32,BFASO22-32,NA,collected,N,NA,NA,1340
U1341,fatty acid,SFA1272,BFASO22,7,BFASO22-7,NA,collected,N,NA,NA,1341
U1342,fatty acid,SFA1273,BFASO22,14,BFASO22-14,NA,collected,N,NA,NA,1342
U1343,fatty acid,SFA1284,BFASO22,49,BFASO22-49,NA,collected,N,NA,NA,1343
U1344,fatty acid,SFA1285,BFASO22,54,BFASO22-54,NA,collected,N,NA,NA,1344
U1345,fatty acid,SFA1286,BFASO22,60,BFASO22-60,NA,collected,N,NA,NA,1345
U1346,fatty acid,SFA1287,BFASO22,65,BFASO22-65,NA,collected,N,NA,NA,1346
U1347,fatty acid,SFA1288,BFASO22,69,BFASO22-69,NA,collected,N,NA,NA,1347
U1348,fatty acid,SFA1302,BFASO22,78,BFASO22-78,NA,collected,N,NA,NA,1348
U1349,fatty acid,SFA1303,BFASO22,94,BFASO22-94,NA,collected,N,NA,NA,1349
U1350,fatty acid,SFA1304,BFASO22,98,BFASO22-98,NA,collected,N,NA,NA,1350
U1351,fatty acid,SFA1263,BFASO21,96,BFASO21-96,NA,collected,N,NA,NA,1351
U1352,fatty acid,SFA1274,BFASO22,16,BFASO22-16,NA,collected,N,NA,NA,1352
U1353,fatty acid,SFA1275,BFASO22,18,BFASO22-18,NA,collected,N,NA,NA,1353
U1354,fatty acid,SFA1276,BFASO22,20,BFASO22-20,NA,collected,N,NA,NA,1354
U1355,fatty acid,SFA1277,BFASO22,36,BFASO22-36,NA,collected,N,NA,NA,1355
U1356,fatty acid,SFA1278,BFASO22,38,BFASO22-38,NA,collected,N,NA,NA,1356
U1357,fatty acid,SFA1279,BFASO22,40,BFASO22-40,NA,collected,N,NA,NA,1357
U1358,fatty acid,SFA1289,BFASO22,72,BFASO22-72,NA,collected,N,NA,NA,1358
U1359,fatty acid,SFA1290,BFASO22,74,BFASO22-74,NA,collected,N,NA,NA,1359
U1360,fatty acid,SFA1291,BFASO22,76,BFASO22-76,NA,collected,N,NA,NA,1360
U1361,fatty acid,SFA1280,BFASO22,5,BFASO22-5,NA,collected,N,NA,NA,1361
U1362,fatty acid,SFA1281,BFASO22,23,BFASO22-23,NA,collected,N,NA,NA,1362
U1363,fatty acid,SFA1282,BFASO22,25,BFASO22-25,NA,collected,N,NA,NA,1363
U1364,fatty acid,SFA1283,BFASO22,34,BFASO22-34,NA,collected,N,NA,NA,1364
U1365,fatty acid,SFA1292,BFASO22,43,BFASO22-43,NA,collected,N,NA,NA,1365
U1366,fatty acid,SFA1293,BFASO22,45,BFASO22-45,NA,collected,N,NA,NA,1366
U1367,fatty acid,SFA1294,BFASO22,56,BFASO22-56,NA,collected,N,NA,NA,1367
U1368,fatty acid,SFA1295,BFASO22,61,BFASO22-61,NA,collected,N,NA,NA,1368
U1369,fatty acid,SFA1296,BFASO22,63,BFASO22-63,NA,collected,N,NA,NA,1369
U1370,fatty acid,SFA1297,BFASO22,67,BFASO22-67,NA,collected,N,NA,NA,1370
U1371,fatty acid,SFA1370,BFASO23,100,BFASO23-100,NA,collected,N,NA,NA,1371
U1372,fatty acid,SFA1371,BFASO24,5,BFASO24-5,NA,collected,N,NA,NA,1372
U1373,fatty acid,SFA1372,BFASO24,9,BFASO24-9,NA,collected,N,NA,NA,1373
U1374,fatty acid,SFA1373,BFASO24,20,BFASO24-20,NA,collected,N,NA,NA,1374
U1375,fatty acid,SFA1387,BFAPI1,43,BFAPI1-43,NA,collected,N,NA,NA,1375
U1376,fatty acid,SFA1388,BFAPI1,52,BFAPI1-52,NA,collected,N,NA,NA,1376
U1381,fatty acid,SFA1351,BFASO23,87,BFASO23-87,NA,collected,N,NA,NA,1381
U1382,fatty acid,SFA1352,BFASO23,98,BFASO23-98,NA,collected,N,NA,NA,1382
U1383,fatty acid,SFA1374,BFASO24,18,BFASO24-18,NA,collected,N,NA,NA,1383
U1384,fatty acid,SFA1375,BFASO24,21,BFASO24-21,NA,collected,N,NA,NA,1384
U1385,fatty acid,SFA1380,BFAPI1,1,BFAPI1-1,NA,collected,N,NA,NA,1385
U1386,fatty acid,SFA1381,BFAPI1,3,BFAPI1-3,NA,collected,N,NA,NA,1386
U1387,fatty acid,SFA1389,BFAPI1,20,BFAPI1-20,NA,collected,N,NA,NA,1387
U1388,fatty acid,SFA1390,BFAPI1,25,BFAPI1-25,NA,collected,N,NA,NA,1388
U1389,fatty acid,SFA1391,BFAPI1,27,BFAPI1-27,NA,collected,N,NA,NA,1389
U1390,fatty acid,SFA1392,BFAPI1,34,BFAPI1-34,NA,collected,N,NA,NA,1390
U1391,fatty acid,SFA1376,BFASO24,25,BFASO24-25,NA,collected,N,NA,NA,1391
U1392,fatty acid,SFA1382,BFAPI1,9,BFAPI1-9,NA,collected,N,NA,NA,1392
U1393,fatty acid,SFA1383,BFAPI1,12,BFAPI1-12,NA,collected,N,NA,NA,1393
U1394,fatty acid,SFA1384,BFAPI1,14,BFAPI1-14,NA,collected,N,NA,NA,1394
U1395,fatty acid,SFA1385,BFAPI1,16,BFAPI1-16,NA,collected,N,NA,NA,1395
U1396,fatty acid,SFA1393,BFAPI1,36,BFAPI1-36,NA,collected,N,NA,NA,1396
U1397,fatty acid,SFA1394,BFAPI1,38,BFAPI1-38,NA,collected,N,NA,NA,1397
U1398,fatty acid,SFA1395,BFAPI1,40,BFAPI1-40,NA,collected,N,NA,NA,1398
U1401,fatty acid,SFA1386,BFAPI1,18,BFAPI1-18,NA,collected,N,NA,NA,1401
U1402,fatty acid,SFA1396,BFA102,55,BFA102-55,NA,being processed,N,NA,NA,1402
U1403,fatty acid,SFA1397,BFA102,56,BFA102-56,NA,being processed,N,NA,NA,1403
U1404,fatty acid,SFA1398,BFAPI1,29,BFAPI1-29,NA,collected,N,NA,NA,1404
U1405,fatty acid,SFA1399,BFAPI1,32,BFAPI1-32,NA,collected,N,NA,NA,1405
U1406,fatty acid,SFA1400,BFAPI1,41,BFAPI1-41,NA,collected,N,NA,NA,1406
U1407,fatty acid,SFA1401,BFAPI1,47,BFAPI1-47,NA,collected,N,NA,NA,1407
U1408,fatty acid,SFA1402,BFAPI1,54,BFAPI1-54,NA,collected,N,NA,NA,1408
U1411,fatty acid,SFA1403,BFAPI1,45,BFAPI1-45,NA,collected,N,NA,NA,1411
U1412,fatty acid,SFA1404,BFAPI1,49,BFAPI1-49,NA,collected,N,NA,NA,1412
U1422,fatty acid,SFA1410,BFASO25,2,BFASO25-2,NA,collected,N,NA,NA,1422
U1423,fatty acid,SFA1411,BFASO25,4,BFASO25-4,NA,collected,N,NA,NA,1423
U1424,fatty acid,SFA1412,BFASO25,7,BFASO25-7,NA,collected,N,NA,NA,1424
U1425,fatty acid,SFA1514,BFASO26,45,BFASO26-45,NA,collected,N,NA,NA,1425
U1426,fatty acid,SFA1515,BFASO26,47,BFASO26-47,NA,collected,N,NA,NA,1426
U1427,fatty acid,SFA1516,BFASO26,50,BFASO26-50,NA,collected,N,NA,NA,1427
U1428,fatty acid,SFA1610,BFASO27,43,BFASO27-43,NA,collected,N,NA,NA,1428
U1429,fatty acid,SFA1611,BFASO27,46,BFASO27-46,NA,collected,N,NA,NA,1429
U1430,fatty acid,SFA1612,BFASO27,51,BFASO27-51,NA,collected,N,NA,NA,1430
U1431,fatty acid,SFA1413,BFASO25,1,BFASO25-1,NA,collected,N,NA,NA,1431
U1432,fatty acid,SFA1414,BFASO25,3,BFASO25-3,NA,collected,N,NA,NA,1432
U1433,fatty acid,SFA1415,BFASO25,5,BFASO25-5,NA,collected,N,NA,NA,1433
U1434,fatty acid,SFA1416,BFASO25,6,BFASO25-6,NA,collected,N,NA,NA,1434
U1435,fatty acid,SFA1417,BFASO25,8,BFASO25-8,NA,collected,N,NA,NA,1435
U1436,fatty acid,SFA1418,BFASO25,11,BFASO25-11,NA,collected,N,NA,NA,1436
U1437,fatty acid,SFA1419,BFASO25,12,BFASO25-12,NA,collected,N,NA,NA,1437
U1438,fatty acid,SFA1420,BFASO25,14,BFASO25-14,NA,collected,N,NA,NA,1438
U1439,fatty acid,SFA1424,BFASO25,28,BFASO25-28,NA,collected,N,NA,NA,1439
U1440,fatty acid,SFA1425,BFASO25,31,BFASO25-31,NA,collected,N,NA,NA,1440
U1441,fatty acid,SFA1421,BFASO25,9,BFASO25-9,NA,collected,N,NA,NA,1441
U1442,fatty acid,SFA1422,BFASO25,13,BFASO25-13,NA,collected,N,NA,NA,1442
U1443,fatty acid,SFA1423,BFASO25,15,BFASO25-15,NA,collected,N,NA,NA,1443
U1444,fatty acid,SFA1426,BFASO25,16,BFASO25-16,NA,collected,N,NA,NA,1444
U1445,fatty acid,SFA1427,BFASO25,18,BFASO25-18,NA,collected,N,NA,NA,1445
U1446,fatty acid,SFA1428,BFASO25,21,BFASO25-21,NA,collected,N,NA,NA,1446
U1447,fatty acid,SFA1429,BFASO25,23,BFASO25-23,NA,collected,N,NA,NA,1447
U1448,fatty acid,SFA1430,BFASO25,26,BFASO25-26,NA,collected,N,NA,NA,1448
U1449,fatty acid,SFA1431,BFASO25,27,BFASO25-27,NA,collected,N,NA,NA,1449
U1450,fatty acid,SFA1432,BFASO25,29,BFASO25-29,NA,collected,N,NA,NA,1450
U1451,fatty acid,SFA1433,BFASO25,17,BFASO25-17,NA,collected,N,NA,NA,1451
U1452,fatty acid,SFA1434,BFASO25,19,BFASO25-19,NA,collected,N,NA,NA,1452
U1453,fatty acid,SFA1435,BFASO25,22,BFASO25-22,NA,collected,N,NA,NA,1453
U1454,fatty acid,SFA1436,BFASO25,24,BFASO25-24,NA,collected,N,NA,NA,1454
U1455,fatty acid,SFA1437,BFASO25,25,BFASO25-25,NA,collected,N,NA,NA,1455
U1461,fatty acid,SFA1438,BFASO25,32,BFASO25-32,NA,collected,N,NA,NA,1461
U1462,fatty acid,SFA1439,BFASO25,35,BFASO25-35,NA,collected,N,NA,NA,1462
U1463,fatty acid,SFA1440,BFASO25,38,BFASO25-38,NA,collected,N,NA,NA,1463
U1464,fatty acid,SFA1441,BFASO25,41,BFASO25-41,NA,collected,N,NA,NA,1464
U1465,fatty acid,SFA1471,BFASO25,68,BFASO25-68,NA,collected,N,NA,NA,1465
U1466,fatty acid,SFA1472,BFASO25,69,BFASO25-69,NA,collected,N,NA,NA,1466
U1467,fatty acid,SFA1473,BFASO25,72,BFASO25-72,NA,collected,N,NA,NA,1467
U1468,fatty acid,SFA1474,BFASO25,75,BFASO25-75,NA,collected,N,NA,NA,1468
U1469,fatty acid,SFA1475,BFASO25,77,BFASO25-77,NA,collected,N,NA,NA,1469
U1470,fatty acid,SFA1476,BFASO25,81,BFASO25-81,NA,collected,N,NA,NA,1470
U1471,fatty acid,SFA1442,BFASO25,33,BFASO25-33,NA,collected,N,NA,NA,1471
U1472,fatty acid,SFA1443,BFASO25,34,BFASO25-34,NA,collected,N,NA,NA,1472
U1473,fatty acid,SFA1444,BFASO25,36,BFASO25-36,NA,collected,N,NA,NA,1473
U1474,fatty acid,SFA1445,BFASO25,37,BFASO25-37,NA,collected,N,NA,NA,1474
U1475,fatty acid,SFA1446,BFASO25,39,BFASO25-39,NA,collected,N,NA,NA,1475
U1476,fatty acid,SFA1447,BFASO25,42,BFASO25-42,NA,collected,N,NA,NA,1476
U1477,fatty acid,SFA1448,BFASO25,43,BFASO25-43,NA,collected,N,NA,NA,1477
U1478,fatty acid,SFA1449,BFASO25,44,BFASO25-44,NA,collected,N,NA,NA,1478
U1479,fatty acid,SFA1450,BFASO25,45,BFASO25-45,NA,collected,N,NA,NA,1479
U1480,fatty acid,SFA1451,BFASO25,46,BFASO25-46,NA,collected,N,NA,NA,1480
U1481,fatty acid,SFA1452,BFASO25,47,BFASO25-47,NA,collected,N,NA,NA,1481
U1482,fatty acid,SFA1453,BFASO25,48,BFASO25-48,NA,collected,N,NA,NA,1482
U1483,fatty acid,SFA1454,BFASO25,49,BFASO25-49,NA,collected,N,NA,NA,1483
U1484,fatty acid,SFA1455,BFASO25,51,BFASO25-51,NA,collected,N,NA,NA,1484
U1485,fatty acid,SFA1456,BFASO25,52,BFASO25-52,NA,collected,N,NA,NA,1485
U1486,fatty acid,SFA1457,BFASO25,53,BFASO25-53,NA,collected,N,NA,NA,1486
U1487,fatty acid,SFA1458,BFASO25,54,BFASO25-54,NA,collected,N,NA,NA,1487
U1488,fatty acid,SFA1459,BFASO25,55,BFASO25-55,NA,collected,N,NA,NA,1488
U1489,fatty acid,SFA1460,BFASO25,56,BFASO25-56,NA,collected,N,NA,NA,1489
U1490,fatty acid,SFA1461,BFASO25,57,BFASO25-57,NA,collected,N,NA,NA,1490
U1491,fatty acid,SFA1462,BFASO25,58,BFASO25-58,NA,collected,N,NA,NA,1491
U1492,fatty acid,SFA1463,BFASO25,60,BFASO25-60,NA,collected,N,NA,NA,1492
U1493,fatty acid,SFA1464,BFASO25,61,BFASO25-61,NA,collected,N,NA,NA,1493
U1494,fatty acid,SFA1465,BFASO25,62,BFASO25-62,NA,collected,N,NA,NA,1494
U1495,fatty acid,SFA1466,BFASO25,63,BFASO25-63,NA,collected,N,NA,NA,1495
U1496,fatty acid,SFA1467,BFASO25,64,BFASO25-64,NA,collected,N,NA,NA,1496
U1497,fatty acid,SFA1468,BFASO25,65,BFASO25-65,NA,collected,N,NA,NA,1497
U1498,fatty acid,SFA1469,BFASO25,66,BFASO25-66,NA,collected,N,NA,NA,1498
U1499,fatty acid,SFA1470,BFASO25,67,BFASO25-67,NA,collected,N,NA,NA,1499
U1500,fatty acid,SFA1477,BFASO25,71,BFASO25-71,NA,collected,N,NA,NA,1500
U1501,fatty acid,SFA1478,BFASO25,73,BFASO25-73,NA,collected,N,NA,NA,1501
U1502,fatty acid,SFA1479,BFASO25,74,BFASO25-74,NA,collected,N,NA,NA,1502
U1503,fatty acid,SFA1480,BFASO25,76,BFASO25-76,NA,collected,N,NA,NA,1503
U1504,fatty acid,SFA1481,BFASO25,78,BFASO25-78,NA,collected,N,NA,NA,1504
U1505,fatty acid,SFA1482,BFASO25,79,BFASO25-79,NA,collected,N,NA,NA,1505
U1506,fatty acid,SFA1483,BFASO25,82,BFASO25-82,NA,collected,N,NA,NA,1506
U1507,fatty acid,SFA1484,BFASO25,84,BFASO25-84,NA,collected,N,NA,NA,1507
U1508,fatty acid,SFA1485,BFASO25,86,BFASO25-86,NA,collected,N,NA,NA,1508
U1509,fatty acid,SFA1486,BFASO25,87,BFASO25-87,NA,collected,N,NA,NA,1509
U1511,fatty acid,SFA1487,BFASO25,83,BFASO25-83,NA,collected,N,NA,NA,1511
U1512,fatty acid,SFA1488,BFASO25,85,BFASO25-85,NA,collected,N,NA,NA,1512
U1513,fatty acid,SFA1489,BFASO25,88,BFASO25-88,NA,collected,N,NA,NA,1513
U1514,fatty acid,SFA1558,BFASO26,75,BFASO26-75,NA,collected,N,NA,NA,1514
U1515,fatty acid,SFA1559,BFASO26,77,BFASO26-77,NA,collected,N,NA,NA,1515
U1516,fatty acid,SFA1560,BFASO26,79,BFASO26-79,NA,collected,N,NA,NA,1516
U1517,fatty acid,SFA1561,BFASO26,82,BFASO26-82,NA,collected,N,NA,NA,1517
U1518,fatty acid,SFA1562,BFASO26,84,BFASO26-84,NA,collected,N,NA,NA,1518
U1519,fatty acid,SFA1563,BFASO26,85,BFASO26-85,NA,collected,N,NA,NA,1519
U1520,fatty acid,SFA1564,BFASO26,87,BFASO26-87,NA,collected,N,NA,NA,1520
U1528,fatty acid,SFA1498,BFASO26,9,BFASO26-9,NA,collected,N,NA,NA,1528
U1529,fatty acid,SFA1499,BFASO26,12,BFASO26-12,NA,collected,N,NA,NA,1529
U1530,fatty acid,SFA1500,BFASO26,13,BFASO26-13,NA,collected,N,NA,NA,1530
U1532,fatty acid,SFA1502,BFASO26,11,BFASO26-11,NA,collected,N,NA,NA,1532
U1533,fatty acid,SFA1503,BFASO26,14,BFASO26-14,NA,collected,N,NA,NA,1533
U1534,fatty acid,SFA1504,BFASO26,16,BFASO26-16,NA,collected,N,NA,NA,1534
U1535,fatty acid,SFA1505,BFASO26,19,BFASO26-19,NA,collected,N,NA,NA,1535
U1536,fatty acid,SFA1506,BFASO26,22,BFASO26-22,NA,collected,N,NA,NA,1536
U1537,fatty acid,SFA1507,BFASO26,24,BFASO26-24,NA,collected,N,NA,NA,1537
U1538,fatty acid,SFA1517,BFASO26,26,BFASO26-26,NA,collected,N,NA,NA,1538
U1539,fatty acid,SFA1518,BFASO26,29,BFASO26-29,NA,collected,N,NA,NA,1539
U1540,fatty acid,SFA1519,BFASO26,32,BFASO26-32,NA,collected,N,NA,NA,1540
U1541,fatty acid,SFA1508,BFASO26,15,BFASO26-15,NA,collected,N,NA,NA,1541
U1542,fatty acid,SFA1509,BFASO26,17,BFASO26-17,NA,collected,N,NA,NA,1542
U1543,fatty acid,SFA1510,BFASO26,18,BFASO26-18,NA,collected,N,NA,NA,1543
U1544,fatty acid,SFA1511,BFASO26,21,BFASO26-21,NA,collected,N,NA,NA,1544
U1545,fatty acid,SFA1512,BFASO26,23,BFASO26-23,NA,collected,N,NA,NA,1545
U1546,fatty acid,SFA1513,BFASO26,25,BFASO26-25,NA,collected,N,NA,NA,1546
U1547,fatty acid,SFA1520,BFASO26,27,BFASO26-27,NA,collected,N,NA,NA,1547
U1548,fatty acid,SFA1521,BFASO26,28,BFASO26-28,NA,collected,N,NA,NA,1548
U1549,fatty acid,SFA1522,BFASO26,31,BFASO26-31,NA,collected,N,NA,NA,1549
U1550,fatty acid,SFA1523,BFASO26,33,BFASO26-33,NA,collected,N,NA,NA,1550
U1551,fatty acid,SFA1524,BFASO26,34,BFASO26-34,NA,collected,N,NA,NA,1551
U1552,fatty acid,SFA1525,BFASO26,35,BFASO26-35,NA,collected,N,NA,NA,1552
U1553,fatty acid,SFA1526,BFASO26,38,BFASO26-38,NA,collected,N,NA,NA,1553
