ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log,ufn_sort
U304,fatty acid,SFA302,BFASO2,76,BFASO2-76,NA,collected,N,NA,NA,304
U305,fatty acid,SFA303,BFASO2,78,BFASO2-78,NA,collected,N,NA,NA,305
U306,fatty acid,SFA311,BFASO2,98,BFASO2-98,NA,collected,N,NA,NA,306
U307,fatty acid,SFA312,BFA104,53,BFA104-53,NA,being processed,N,NA,NA,307
U308,fatty acid,SFA313,BFA104,55,BFA104-55,NA,being processed,N,NA,NA,308
U309,fatty acid,SFA314,BFA103,46,BFA103-46,NA,being processed,N,NA,NA,309
U310,fatty acid,SFA315,BFA103,42,BFA103-42,NA,being processed,N,NA,NA,310
U311,fatty acid,SFA304,BFASO2,52,BFASO2-52,NA,collected,N,NA,NA,311
U312,fatty acid,SFA305,BFASO2,56,BFASO2-56,NA,collected,N,NA,NA,312
U313,fatty acid,SFA306,BFASO2,63,BFASO2-63,NA,collected,N,NA,NA,313
U315,fatty acid,SFA307,BFASO2,74,BFASO2-74,NA,collected,N,NA,NA,315
U316,fatty acid,SFA316,BFASO2,85,BFASO2-85,NA,collected,N,NA,NA,316
U317,fatty acid,SFA317,BFA104,54,BFA104-54,NA,being processed,N,NA,NA,317
U318,fatty acid,SFA318,BFA104,56,BFA104-56,NA,being processed,N,NA,NA,318
U319,fatty acid,SFA319,BFA103,39,BFA103-39,NA,being processed,N,NA,NA,319
U320,fatty acid,SFA320,BFA103,41,BFA103-41,NA,being processed,N,NA,NA,320
U321,fatty acid,SFA321,BFASO2,87,BFASO2-87,NA,collected,N,NA,NA,321
U322,fatty acid,SFA407,BFASO4,85,BFASO4-85,NA,collected,N,NA,NA,322
U323,fatty acid,SFA408,BFASO4,89,BFASO4-89,NA,collected,N,NA,NA,323
U324,fatty acid,SFA409,BFASO4,94,BFASO4-94,NA,collected,N,NA,NA,324
U325,fatty acid,SFA410,BFASO4,96,BFASO4-96,NA,collected,N,NA,NA,325
U326,fatty acid,SFA415,BFASO5,1,BFASO5-1,NA,collected,N,NA,NA,326
U327,fatty acid,SFA427,BFA103,31,BFA103-31,NA,being processed,N,NA,NA,327
U328,fatty acid,SFA453,BFASO5,76,BFASO5-76,NA,collected,N,NA,NA,328
U329,fatty acid,SFA571,BFASO8,20,BFASO8-20,NA,collected,N,NA,NA,329
U330,fatty acid,SFA572,BFASO8,25,BFASO8-25,NA,collected,N,NA,NA,330
U331,fatty acid,SFA322,BFA103,38,BFA103-38,NA,being processed,N,NA,NA,331
U332,fatty acid,SFA323,BFA103,40,BFA103-40,NA,being processed,N,NA,NA,332
U333,fatty acid,SFA324,BFA103,43,BFA103-43,NA,being processed,N,NA,NA,333
U334,fatty acid,SFA325,BFA103,45,BFA103-45,NA,being processed,N,NA,NA,334
U335,fatty acid,SFA327,BFA103,48,BFA103-48,NA,being processed,N,NA,NA,335
U336,fatty acid,SFA328,BFA103,49,BFA103-49,NA,being processed,N,NA,NA,336
U337,fatty acid,SFA329,BFASO3,36,BFASO3-36,NA,collected,N,NA,NA,337
U338,fatty acid,SFA330,BFASO3,38,BFASO3-38,NA,collected,N,NA,NA,338
U339,fatty acid,SFA331,BFASO3,41,BFASO3-41,NA,collected,N,NA,NA,339
U340,fatty acid,SFA332,BFASO3,43,BFASO3-43,NA,collected,N,NA,NA,340
U341,fatty acid,SFA326,BFA103,44,BFA103-44,NA,being processed,N,NA,NA,341
U342,fatty acid,SFA333,BFA103,53,BFA103-53,NA,being processed,N,NA,NA,342
U343,fatty acid,SFA334,BFA103,54,BFA103-54,NA,being processed,N,NA,NA,343
U344,fatty acid,SFA335,BFASO3,54,BFASO3-54,NA,collected,N,NA,NA,344
U345,fatty acid,SFA336,BFASO3,56,BFASO3-56,NA,collected,N,NA,NA,345
U346,fatty acid,SFA337,BFASO3,58,BFASO3-58,NA,collected,N,NA,NA,346
U347,fatty acid,SFA338,BFA103,55,BFA103-55,NA,being processed,N,NA,NA,347
U348,fatty acid,SFA339,BFA103,56,BFA103-56,NA,being processed,N,NA,NA,348
U349,fatty acid,SFA347,BFA103,60,BFA103-60,NA,being processed,N,NA,NA,349
U350,fatty acid,SFA348,BFA103,61,BFA103-61,NA,being processed,N,NA,NA,350
U351,fatty acid,SFA340,BFA103,47,BFA103-47,NA,being processed,N,NA,NA,351
U352,fatty acid,SFA341,BFASO3,29,BFASO3-29,NA,collected,N,NA,NA,352
U353,fatty acid,SFA342,BFASO3,32,BFASO3-32,NA,collected,N,NA,NA,353
U354,fatty acid,SFA343,BFASO3,34,BFASO3-34,NA,collected,N,NA,NA,354
U355,fatty acid,SFA344,BFA103,50,BFA103-50,NA,being processed,N,NA,NA,355
U356,fatty acid,SFA345,BFA103,52,BFA103-52,NA,being processed,N,NA,NA,356
U357,fatty acid,SFA349,BFA103,58,BFA103-58,NA,being processed,N,NA,NA,357
U358,fatty acid,SFA350,BFASO3,72,BFASO3-72,NA,collected,N,NA,NA,358
U359,fatty acid,SFA351,BFASO3,74,BFASO3-74,NA,collected,N,NA,NA,359
U360,fatty acid,SFA352,BFASO3,80,BFASO3-80,NA,collected,N,NA,NA,360
U361,fatty acid,SFA346,BFA103,51,BFA103-51,NA,being processed,N,NA,NA,361
U362,fatty acid,SFA353,BFA103,57,BFA103-57,NA,being processed,N,NA,NA,362
U363,fatty acid,SFA354,BFA103,59,BFA103-59,NA,being processed,N,NA,NA,363
U364,fatty acid,SFA355,BFASO3,69,BFASO3-69,NA,collected,N,NA,NA,364
U365,fatty acid,SFA356,BFASO3,76,BFASO3-76,NA,collected,N,NA,NA,365
U366,fatty acid,SFA357,BFASO3,78,BFASO3-78,NA,collected,N,NA,NA,366
U367,fatty acid,SFA358,BFASO3,81,BFASO3-81,NA,collected,N,NA,NA,367
U368,fatty acid,SFA364,BFASO3,100,BFASO3-100,NA,collected,N,NA,NA,368
U369,fatty acid,SFA365,BFASO4,3,BFASO4-3,NA,collected,N,NA,NA,369
U370,fatty acid,SFA366,BFASO4,9,BFASO4-9,NA,collected,N,NA,NA,370
U371,fatty acid,SFA359,BFASO3,89,BFASO3-89,NA,collected,N,NA,NA,371
U372,fatty acid,SFA360,BFASO3,92,BFASO3-92,NA,collected,N,NA,NA,372
U373,fatty acid,SFA361,BFASO3,94,BFASO3-94,NA,collected,N,NA,NA,373
U374,fatty acid,SFA362,BFASO3,96,BFASO3-96,NA,collected,N,NA,NA,374
U375,fatty acid,SFA375,BFASO4,29,BFASO4-29,NA,collected,N,NA,NA,375
U376,fatty acid,SFA376,BFASO4,32,BFASO4-32,NA,collected,N,NA,NA,376
U377,fatty acid,SFA377,BFASO4,34,BFASO4-34,NA,collected,N,NA,NA,377
U378,fatty acid,SFA378,BFASO4,36,BFASO4-36,NA,collected,N,NA,NA,378
U379,fatty acid,SFA379,BFASO4,38,BFASO4-38,NA,collected,N,NA,NA,379
U380,fatty acid,SFA380,BFASO4,52,BFASO4-52,NA,collected,N,NA,NA,380
U381,fatty acid,SFA363,BFASO3,83,BFASO3-83,NA,collected,N,NA,NA,381
U382,fatty acid,SFA367,BFASO3,98,BFASO3-98,NA,collected,N,NA,NA,382
U383,fatty acid,SFA368,BFASO4,1,BFASO4-1,NA,collected,N,NA,NA,383
U384,fatty acid,SFA369,BFASO4,5,BFASO4-5,NA,collected,N,NA,NA,384
U385,fatty acid,SFA370,BFASO4,7,BFASO4-7,NA,collected,N,NA,NA,385
U386,fatty acid,SFA371,BFASO4,14,BFASO4-14,NA,collected,N,NA,NA,386
U387,fatty acid,SFA381,BFASO4,20,BFASO4-20,NA,collected,N,NA,NA,387
U388,fatty acid,SFA382,BFASO4,25,BFASO4-25,NA,collected,N,NA,NA,388
U389,fatty acid,SFA383,BFASO4,40,BFASO4-40,NA,collected,N,NA,NA,389
U390,fatty acid,SFA384,BFASO4,45,BFASO4-45,NA,collected,N,NA,NA,390
U391,fatty acid,SFA372,BFASO4,12,BFASO4-12,NA,collected,N,NA,NA,391
U392,fatty acid,SFA373,BFASO4,16,BFASO4-16,NA,collected,N,NA,NA,392
U393,fatty acid,SFA374,BFASO4,18,BFASO4-18,NA,collected,N,NA,NA,393
U394,fatty acid,SFA385,BFASO4,21,BFASO4-21,NA,collected,N,NA,NA,394
U395,fatty acid,SFA386,BFASO4,23,BFASO4-23,NA,collected,N,NA,NA,395
U396,fatty acid,SFA387,BFASO4,27,BFASO4-27,NA,collected,N,NA,NA,396
U397,fatty acid,SFA388,BFASO4,41,BFASO4-41,NA,collected,N,NA,NA,397
U398,fatty acid,SFA389,BFASO4,43,BFASO4-43,NA,collected,N,NA,NA,398
U399,fatty acid,SFA390,BFASO4,49,BFASO4-49,NA,collected,N,NA,NA,399
U400,fatty acid,SFA391,BFASO4,58,BFASO4-58,NA,collected,N,NA,NA,400
U401,fatty acid,SFA392,BFASO4,54,BFASO4-54,NA,collected,N,NA,NA,401
U402,fatty acid,SFA441,BFASO5,63,BFASO5-63,NA,collected,N,NA,NA,402
U403,fatty acid,SFA442,BFASO5,65,BFASO5-65,NA,collected,N,NA,NA,403
U404,fatty acid,SFA443,BFASO5,67,BFASO5-67,NA,collected,N,NA,NA,404
U405,fatty acid,SFA444,BFASO5,69,BFASO5-69,NA,collected,N,NA,NA,405
U406,fatty acid,SFA445,BFASO5,72,BFASO5-72,NA,collected,N,NA,NA,406
U407,fatty acid,SFA446,BFASO5,74,BFASO5-74,NA,collected,N,NA,NA,407
U408,fatty acid,SFA454,BFASO5,87,BFASO5-87,NA,collected,N,NA,NA,408
U409,fatty acid,SFA455,BFASO5,89,BFASO5-89,NA,collected,N,NA,NA,409
U410,fatty acid,SFA456,BFASO5,92,BFASO5-92,NA,collected,N,NA,NA,410
U411,fatty acid,SFA393,BFASO4,47,BFASO4-47,NA,collected,N,NA,NA,411
U412,fatty acid,SFA394,BFASO4,56,BFASO4-56,NA,collected,N,NA,NA,412
U413,fatty acid,SFA395,BFASO4,60,BFASO4-60,NA,collected,N,NA,NA,413
U414,fatty acid,SFA396,BFASO4,63,BFASO4-63,NA,collected,N,NA,NA,414
U415,fatty acid,SFA397,BFASO4,67,BFASO4-67,NA,collected,N,NA,NA,415
U416,fatty acid,SFA398,BFASO4,74,BFASO4-74,NA,collected,N,NA,NA,416
U417,fatty acid,SFA399,BFASO4,76,BFASO4-76,NA,collected,N,NA,NA,417
U418,fatty acid,SFA400,BFASO4,80,BFASO4-80,NA,collected,N,NA,NA,418
U419,fatty acid,SFA411,BFASO4,83,BFASO4-83,NA,collected,N,NA,NA,419
U420,fatty acid,SFA412,BFASO4,87,BFASO4-87,NA,collected,N,NA,NA,420
U421,fatty acid,SFA401,BFASO4,61,BFASO4-61,NA,collected,N,NA,NA,421
U422,fatty acid,SFA402,BFASO4,65,BFASO4-65,NA,collected,N,NA,NA,422
U423,fatty acid,SFA403,BFASO4,69,BFASO4-69,NA,collected,N,NA,NA,423
U424,fatty acid,SFA404,BFASO4,72,BFASO4-72,NA,collected,N,NA,NA,424
U425,fatty acid,SFA405,BFASO4,78,BFASO4-78,NA,collected,N,NA,NA,425
U426,fatty acid,SFA406,BFASO4,81,BFASO4-81,NA,collected,N,NA,NA,426
U427,fatty acid,SFA416,BFASO5,3,BFASO5-3,NA,collected,N,NA,NA,427
U428,fatty acid,SFA417,BFASO5,7,BFASO5-7,NA,collected,N,NA,NA,428
U429,fatty acid,SFA418,BFASO5,9,BFASO5-9,NA,collected,N,NA,NA,429
U430,fatty acid,SFA419,BFASO5,14,BFASO5-14,NA,collected,N,NA,NA,430
U431,fatty acid,SFA413,BFASO4,92,BFASO4-92,NA,collected,N,NA,NA,431
U432,fatty acid,SFA414,BFASO4,98,BFASO4-98,NA,collected,N,NA,NA,432
U433,fatty acid,SFA420,BFASO4,100,BFASO4-100,NA,collected,N,NA,NA,433
U434,fatty acid,SFA421,BFASO5,5,BFASO5-5,NA,collected,N,NA,NA,434
U435,fatty acid,SFA422,BFASO5,12,BFASO5-12,NA,collected,N,NA,NA,435
U436,fatty acid,SFA423,BFA103,26,BFA103-26,NA,being processed,N,NA,NA,436
U437,fatty acid,SFA424,BFA103,27,BFA103-27,NA,being processed,N,NA,NA,437
U438,fatty acid,SFA428,BFA103,30,BFA103-30,NA,being processed,N,NA,NA,438
U439,fatty acid,SFA429,BFA103,33,BFA103-33,NA,being processed,N,NA,NA,439
U440,fatty acid,SFA430,BFASO5,36,BFASO5-36,NA,collected,N,NA,NA,440
U441,fatty acid,SFA425,BFA103,28,BFA103-28,NA,being processed,N,NA,NA,441
U442,fatty acid,SFA426,BFA103,29,BFA103-29,NA,being processed,N,NA,NA,442
U443,fatty acid,SFA431,BFA103,32,BFA103-32,NA,being processed,N,NA,NA,443
U444,fatty acid,SFA432,BFA103,34,BFA103-34,NA,being processed,N,NA,NA,444
U445,fatty acid,SFA433,BFA103,35,BFA103-35,NA,being processed,N,NA,NA,445
U446,fatty acid,SFA434,BFASO5,38,BFASO5-38,NA,collected,N,NA,NA,446
U447,fatty acid,SFA435,BFASO5,41,BFASO5-41,NA,collected,N,NA,NA,447
U448,fatty acid,SFA436,BFASO5,45,BFASO5-45,NA,collected,N,NA,NA,448
U449,fatty acid,SFA437,BFASO5,49,BFASO5-49,NA,collected,N,NA,NA,449
U450,fatty acid,SFA447,BFASO5,52,BFASO5-52,NA,collected,N,NA,NA,450
U451,fatty acid,SFA438,BFASO5,40,BFASO5-40,NA,collected,N,NA,NA,451
U452,fatty acid,SFA439,BFASO5,43,BFASO5-43,NA,collected,N,NA,NA,452
U453,fatty acid,SFA440,BFASO5,47,BFASO5-47,NA,collected,N,NA,NA,453
U454,fatty acid,SFA480,BFASO6,38,BFASO6-38,NA,collected,N,NA,NA,454
U455,fatty acid,SFA481,BFASO6,41,BFASO6-41,NA,collected,N,NA,NA,455
U456,fatty acid,SFA482,BFASO6,47,BFASO6-47,NA,collected,N,NA,NA,456
U457,fatty acid,SFA483,BFASO6,49,BFASO6-49,NA,collected,N,NA,NA,457
U458,fatty acid,SFA484,BFASO6,57,BFASO6-57,NA,collected,N,NA,NA,458
U459,fatty acid,SFA499,BFASO6,72,BFASO6-72,NA,collected,N,NA,NA,459
U460,fatty acid,SFA500,BFASO6,78,BFASO6-78,NA,collected,N,NA,NA,460
U461,fatty acid,SFA448,BFASO5,54,BFASO5-54,NA,collected,N,NA,NA,461
U462,fatty acid,SFA449,BFASO5,56,BFASO5-56,NA,collected,N,NA,NA,462
U463,fatty acid,SFA450,BFASO5,58,BFASO5-58,NA,collected,N,NA,NA,463
U464,fatty acid,SFA451,BFASO5,60,BFASO5-60,NA,collected,N,NA,NA,464
U465,fatty acid,SFA452,BFASO5,61,BFASO5-61,NA,collected,N,NA,NA,465
U466,fatty acid,SFA457,BFASO5,78,BFASO5-78,NA,collected,N,NA,NA,466
U467,fatty acid,SFA458,BFASO5,80,BFASO5-80,NA,collected,N,NA,NA,467
U468,fatty acid,SFA459,BFASO5,81,BFASO5-81,NA,collected,N,NA,NA,468
U469,fatty acid,SFA460,BFASO5,83,BFASO5-83,NA,collected,N,NA,NA,469
U470,fatty acid,SFA461,BFASO5,85,BFASO5-85,NA,collected,N,NA,NA,470
U471,fatty acid,SFA1298,BFASO22,41,BFASO22-41,NA,collected,N,NA,NA,471
U472,fatty acid,SFA1299,BFASO22,47,BFASO22-47,NA,collected,N,NA,NA,472
U473,fatty acid,SFA1300,BFASO22,52,BFASO22-52,NA,collected,N,NA,NA,473
U474,fatty acid,SFA1301,BFASO22,58,BFASO22-58,NA,collected,N,NA,NA,474
U475,fatty acid,SFA1305,BFASO22,81,BFASO22-81,NA,collected,N,NA,NA,475
U476,fatty acid,SFA1306,BFASO22,83,BFASO22-83,NA,collected,N,NA,NA,476
U477,fatty acid,SFA1307,BFASO22,89,BFASO22-89,NA,collected,N,NA,NA,477
U478,fatty acid,SFA1308,BFASO22,92,BFASO22-92,NA,collected,N,NA,NA,478
U479,fatty acid,SFA1309,BFASO22,96,BFASO22-96,NA,collected,N,NA,NA,479
U480,fatty acid,SFA1310,BFASO22,100,BFASO22-100,NA,collected,N,NA,NA,480
U481,fatty acid,SFA462,BFASO5,98,BFASO5-98,NA,collected,N,NA,NA,481
U482,fatty acid,SFA465,BFASO6,16,BFASO6-16,NA,collected,N,NA,NA,482
U483,fatty acid,SFA466,BFASO6,20,BFASO6-20,NA,collected,N,NA,NA,483
U484,fatty acid,SFA467,BFASO6,21,BFASO6-21,NA,collected,N,NA,NA,484
U485,fatty acid,SFA468,BFASO6,23,BFASO6-23,NA,collected,N,NA,NA,485
U486,fatty acid,SFA469,BFASO6,25,BFASO6-25,NA,collected,N,NA,NA,486
U487,fatty acid,SFA470,BFASO6,27,BFASO6-27,NA,collected,N,NA,NA,487
U489,fatty acid,SFA472,BFASO6,29,BFASO6-29,NA,collected,N,NA,NA,489
U490,fatty acid,SFA485,BFASO6,32,BFASO6-32,NA,collected,N,NA,NA,490
U491,fatty acid,SFA463,BFASO5,94,BFASO5-94,NA,collected,N,NA,NA,491
U492,fatty acid,SFA464,BFASO5,96,BFASO5-96,NA,collected,N,NA,NA,492
U493,fatty acid,SFA473,BFASO6,1,BFASO6-1,NA,collected,N,NA,NA,493
U494,fatty acid,SFA474,BFASO6,3,BFASO6-3,NA,collected,N,NA,NA,494
U495,fatty acid,SFA475,BFASO6,5,BFASO6-5,NA,collected,N,NA,NA,495
U496,fatty acid,SFA476,BFASO6,7,BFASO6-7,NA,collected,N,NA,NA,496
U497,fatty acid,SFA477,BFASO6,9,BFASO6-9,NA,collected,N,NA,NA,497
U498,fatty acid,SFA478,BFASO6,12,BFASO6-12,NA,collected,N,NA,NA,498
U499,fatty acid,SFA479,BFASO6,14,BFASO6-14,NA,collected,N,NA,NA,499
U500,fatty acid,SFA486,BFASO6,52,BFASO6-52,NA,collected,N,NA,NA,500
U501,fatty acid,SFA487,BFASO6,54,BFASO6-54,NA,collected,N,NA,NA,501
U502,fatty acid,SFA488,BFASO6,56,BFASO6-56,NA,collected,N,NA,NA,502
U503,fatty acid,SFA489,BFASO6,58,BFASO6-58,NA,collected,N,NA,NA,503
U504,fatty acid,SFA490,BFASO6,60,BFASO6-60,NA,collected,N,NA,NA,504
U505,fatty acid,SFA491,BFASO6,61,BFASO6-61,NA,collected,N,NA,NA,505
U506,fatty acid,SFA492,BFASO6,63,BFASO6-63,NA,collected,N,NA,NA,506
U507,fatty acid,SFA501,BFASO6,96,BFASO6-96,NA,collected,N,NA,NA,507
