ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,storage_medium,qc_flag,flag_reason,qc_log,ufn_sort
U1470,fin clip,JS00994,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1470
U1471,fin clip,JS01047,JW31,NA,JW31-NA,NA,results received,Whatman Sheet,N,NA,NA,1471
U1472,fin clip,JS01274,JW39,NA,JW39-NA,NA,results received,Whatman Sheet,N,NA,NA,1472
U1473,fin clip,JS01278,JW39,NA,JW39-NA,NA,results received,Whatman Sheet,N,NA,NA,1473
U1474,fin clip,JS01279,JW39,NA,JW39-NA,NA,collected,Whatman Sheet,N,NA,NA,1474
U1475,fin clip,JS01272,JW39,NA,JW39-NA,NA,results received,Whatman Sheet,N,NA,NA,1475
U1476,fin clip,JS01275,JW39,NA,JW39-NA,NA,results received,Whatman Sheet,N,NA,NA,1476
U1477,fin clip,JS01273,JW39,NA,JW39-NA,NA,results received,Whatman Sheet,N,NA,NA,1477
U1478,fin clip,JS01276,JW39,NA,JW39-NA,NA,results received,Whatman Sheet,N,NA,NA,1478
U1479,fin clip,DS01025,DW38,NA,DW38-NA,NA,results received,Whatman Sheet,N,NA,NA,1479
U1480,fin clip,DS01029,DW38,NA,DW38-NA,NA,results received,Whatman Sheet,N,NA,NA,1480
U1481,fin clip,DS01026,DW38,NA,DW38-NA,NA,results received,Whatman Sheet,N,NA,NA,1481
U1482,fin clip,DS01030,DW38,NA,DW38-NA,NA,results received,Whatman Sheet,N,NA,NA,1482
U1483,fin clip,DS01022,DW38,NA,DW38-NA,NA,results received,Whatman Sheet,N,NA,NA,1483
U1484,fin clip,DS01024,DW38,NA,DW38-NA,NA,results received,Whatman Sheet,N,NA,NA,1484
U1485,fin clip,DS01023,DW38,NA,DW38-NA,NA,results received,Whatman Sheet,N,NA,NA,1485
U1486,fin clip,DS01027,DW38,NA,DW38-NA,NA,results received,Whatman Sheet,N,NA,NA,1486
U1487,fin clip,DS01028,DW38,NA,DW38-NA,NA,collected,Whatman Sheet,N,NA,NA,1487
U1488,fin clip,DS01021,DW38,NA,DW38-NA,NA,results received,Whatman Sheet,N,NA,NA,1488
U1489,fin clip,JS00969,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1489
U1490,fin clip,JS00967,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1490
U1491,fin clip,JS00968,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1491
U1492,fin clip,JS00970,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1492
U1493,fin clip,JS00964,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1493
U1494,fin clip,JS00966,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1494
U1495,fin clip,JS00972,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1495
U1496,fin clip,JS00965,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1496
U1497,fin clip,JS00963,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1497
U1498,fin clip,JS00962,JW29,NA,JW29-NA,NA,results received,Whatman Sheet,N,NA,NA,1498
U1499,fin clip,JS01097,JW33,NA,JW33-NA,NA,results received,Whatman Sheet,N,NA,NA,1499
U1500,fin clip,JS01095,JW33,NA,JW33-NA,NA,results received,Whatman Sheet,N,NA,NA,1500
U1501,fin clip,JS01100,JW33,NA,JW33-NA,NA,results received,Whatman Sheet,N,NA,NA,1501
U1502,fin clip,JS01092,JW33,NA,JW33-NA,NA,results received,Whatman Sheet,N,NA,NA,1502
U1503,fin clip,JS01094,JW33,NA,JW33-NA,NA,results received,Whatman Sheet,N,NA,NA,1503
U1504,fin clip,JS00995,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1504
U1505,fin clip,JS00996,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1505
U1506,fin clip,JS00993,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1506
U1507,fin clip,JS00992,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1507
U1508,fin clip,JS00999,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1508
U1509,fin clip,JS01000,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1509
U1510,fin clip,JS01343,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1510
U1511,fin clip,JS00997,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1511
U1512,fin clip,JS00998,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1512
U1513,fin clip,JS00991,JW30,NA,JW30-NA,NA,results received,Whatman Sheet,N,NA,NA,1513
U1514,fin clip,JS00536,JW18,NA,JW18-NA,NA,results received,Whatman Sheet,N,NA,NA,1514
U1515,fin clip,DS00816,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1515
U1516,fin clip,DS00815,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1516
U1517,fin clip,DS00814,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1517
U1518,fin clip,DS00818,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1518
U1519,fin clip,DS00817,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1519
U1520,fin clip,DS00812,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1520
U1521,fin clip,JS01349,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1521
U1522,fin clip,JS01345,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1522
U1523,fin clip,JS01348,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1523
U1524,fin clip,JS01344,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1524
U1525,fin clip,JS01350,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1525
U1526,fin clip,JS01342,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1526
U1527,fin clip,JS01347,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1527
U1528,fin clip,JS01454,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1528
U1529,fin clip,JS01460,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1529
U1530,fin clip,JS01459,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1530
U1531,fin clip,JS01346,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1531
U1532,fin clip,JS01453,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1532
U1533,fin clip,JS01458,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1533
U1534,fin clip,JS01456,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1534
U1535,fin clip,JS01455,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1535
U1536,fin clip,JS01411,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1536
U1537,fin clip,JS01417,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1537
U1538,fin clip,JS01412,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1538
U1539,fin clip,JS01414,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1539
U1540,fin clip,JS00672,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1540
U1541,fin clip,JS01457,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1541
U1542,fin clip,JS01451,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1542
U1543,fin clip,JS01452,JW45,NA,JW45-NA,NA,results received,Whatman Sheet,N,NA,NA,1543
U1544,fin clip,JS01415,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1544
U1545,fin clip,JS01416,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1545
U1546,fin clip,JS01418,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1546
U1547,fin clip,JS01413,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1547
U1548,fin clip,JS01420,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1548
U1549,fin clip,JS01419,JW44,NA,JW44-NA,NA,results received,Whatman Sheet,N,NA,NA,1549
U1550,fin clip,JS00679,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1550
U1551,fin clip,JS00673,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1551
U1552,fin clip,JS00677,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1552
U1553,fin clip,JS00678,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1553
U1554,fin clip,JS00674,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1554
U1555,fin clip,JS00680,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1555
U1556,fin clip,JS01341,JW41,NA,JW41-NA,NA,collected,Whatman Sheet,N,NA,NA,1556
U1557,fin clip,JS00418,JW14,NA,JW14-NA,NA,results received,Whatman Sheet,N,NA,NA,1557
U1558,fin clip,JS00419,JW14,NA,JW14-NA,NA,results received,Whatman Sheet,N,NA,NA,1558
U1559,fin clip,JS00788,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1559
U1560,fin clip,JS00784,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1560
U1561,fin clip,JS00671,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1561
U1562,fin clip,JS00675,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1562
U1563,fin clip,JS00676,JW19,NA,JW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1563
U1564,fin clip,JS00410,JW14,NA,JW14-NA,NA,results received,Whatman Sheet,N,NA,NA,1564
U1565,fin clip,JS00420,JW14,NA,JW14-NA,NA,results received,Whatman Sheet,N,NA,NA,1565
U1566,fin clip,JS00413,JW14,NA,JW14-NA,NA,results received,Whatman Sheet,N,NA,NA,1566
U1567,fin clip,JS00414,JW14,NA,JW14-NA,NA,results received,Whatman Sheet,N,NA,NA,1567
U1568,fin clip,JS00415,JW14,NA,JW14-NA,NA,results received,Whatman Sheet,N,NA,NA,1568
U1569,fin clip,DS01264,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1569
U1570,fin clip,DS01265,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1570
U1571,fin clip,DS01266,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1571
U1572,fin clip,DS01269,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1572
U1573,fin clip,DS01268,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1573
U1574,fin clip,DS01262,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1574
U1575,fin clip,DS01267,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1575
U1576,fin clip,DS01261,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1576
U1577,fin clip,DS01263,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1577
U1578,fin clip,DS01270,DW37,NA,DW37-NA,NA,results received,Whatman Sheet,N,NA,NA,1578
U1579,fin clip,JS00531,JW18,NA,JW18-NA,NA,results received,Whatman Sheet,N,NA,NA,1579
U1580,fin clip,JS00540,JW18,NA,JW18-NA,NA,results received,Whatman Sheet,N,NA,NA,1580
U1581,fin clip,JS00534,JW18,NA,JW18-NA,NA,results received,Whatman Sheet,N,NA,NA,1581
U1582,fin clip,JS00539,JW18,NA,JW18-NA,NA,results received,Whatman Sheet,N,NA,NA,1582
U1583,fin clip,JS00533,JW18,NA,JW18-NA,NA,results received,Whatman Sheet,N,NA,NA,1583
U1584,fin clip,JS00535,JW18,NA,JW18-NA,NA,collected,Whatman Sheet,N,NA,NA,1584
U1585,fin clip,JS00538,JW18,NA,JW18-NA,NA,results received,Whatman Sheet,N,NA,NA,1585
U1586,fin clip,JS00532,JW18,NA,JW18-NA,NA,results received,Whatman Sheet,N,NA,NA,1586
U1587,fin clip,JS00537,JW18,NA,JW18-NA,NA,results received,Whatman Sheet,N,NA,NA,1587
U1588,fin clip,DS00819,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1588
U1589,fin clip,DS00820,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1589
U1590,fin clip,DS00813,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1590
U1591,fin clip,JS00381,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1591
U1592,fin clip,JS00389,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1592
U1593,fin clip,JS00384,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1593
U1594,fin clip,JS00382,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1594
U1595,fin clip,JS00789,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1595
U1596,fin clip,JS00786,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1596
U1597,fin clip,JS00785,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1597
U1598,fin clip,JS00783,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1598
U1599,fin clip,JS00353,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1599
U1600,fin clip,JS00360,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1600
U1601,fin clip,DS00811,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1601
U1602,fin clip,JS00388,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1602
U1603,fin clip,JS00383,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1603
U1604,fin clip,JS00387,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1604
U1605,fin clip,JS00386,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1605
U1606,fin clip,JS00385,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1606
U1607,fin clip,JS00390,JW13,NA,JW13-NA,NA,results received,Whatman Sheet,N,NA,NA,1607
U1608,fin clip,JS00790,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1608
U1609,fin clip,JS00787,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1609
U1610,fin clip,JS00782,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1610
U1611,fin clip,JS00781,JW23,NA,JW23-NA,NA,results received,Whatman Sheet,N,NA,NA,1611
U1612,fin clip,JS00354,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1612
U1613,fin clip,JS00355,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1613
U1614,fin clip,JS00351,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1614
U1621,fin clip,JS00357,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1621
U1622,fin clip,JS00352,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1622
U1623,fin clip,JS00356,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1623
U1624,fin clip,JS00359,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1624
U1625,fin clip,JS00747,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1625
U1626,fin clip,JS00746,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1626
U1627,fin clip,JS00744,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1627
U1628,fin clip,JS00750,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1628
U1629,fin clip,JS00749,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1629
U1630,fin clip,JS00742,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1630
U1631,fin clip,JS00358,JW12,NA,JW12-NA,NA,results received,Whatman Sheet,N,NA,NA,1631
U1632,fin clip,JS00745,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1632
U1633,fin clip,JS00743,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1633
U1634,fin clip,JS00741,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1634
U1635,fin clip,JS00748,JW21,NA,JW21-NA,NA,results received,Whatman Sheet,N,NA,NA,1635
U1636,fin clip,DS00701,DW24,NA,DW24-NA,NA,results received,Whatman Sheet,N,NA,NA,1636
U1637,fin clip,DS00706,DW24,NA,DW24-NA,NA,results received,Whatman Sheet,N,NA,NA,1637
U1638,fin clip,JS00306,JW11,NA,JW11-NA,NA,collected,Whatman Sheet,N,NA,NA,1638
U1639,fin clip,JS00305,JW11,NA,JW11-NA,NA,results received,Whatman Sheet,N,NA,NA,1639
U1640,fin clip,JS00301,JW11,NA,JW11-NA,NA,results received,Whatman Sheet,N,NA,NA,1640
U1641,fin clip,DS00707,DW24,NA,DW24-NA,NA,results received,Whatman Sheet,N,NA,NA,1641
U1642,fin clip,DS00702,DW24,NA,DW24-NA,NA,results received,Whatman Sheet,N,NA,NA,1642
U1643,fin clip,DS00703,DW24,NA,DW24-NA,NA,results received,Whatman Sheet,N,NA,NA,1643
U1644,fin clip,DS00704,DW24,NA,DW24-NA,NA,results received,Whatman Sheet,N,NA,NA,1644
U1645,fin clip,DS00709,DW24,NA,DW24-NA,NA,results received,Whatman Sheet,N,NA,NA,1645
U1646,fin clip,JS00304,JW11,NA,JW11-NA,NA,results received,Whatman Sheet,N,NA,NA,1646
U1647,fin clip,JS00308,JW11,NA,JW11-NA,NA,results received,Whatman Sheet,N,NA,NA,1647
U1648,fin clip,JS00309,JW11,NA,JW11-NA,NA,results received,Whatman Sheet,N,NA,NA,1648
U1649,fin clip,JS00302,JW11,NA,JW11-NA,NA,results received,Whatman Sheet,N,NA,NA,1649
U1651,fin clip,JS00310,JW11,NA,JW11-NA,NA,results received,Whatman Sheet,N,NA,NA,1651
U1652,fin clip,JS00303,JW11,NA,JW11-NA,NA,results received,Whatman Sheet,N,NA,NA,1652
U1653,fin clip,JS00307,JW11,NA,JW11-NA,NA,results received,Whatman Sheet,N,NA,NA,1653
U1654,fin clip,DS00832,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1654
U1655,fin clip,DS00840,DW28,NA,DW28-NA,NA,collected,Whatman Sheet,N,NA,NA,1655
U1656,fin clip,DS00839,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1656
U1657,fin clip,DS00792,DW27,NA,DW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1657
U1658,fin clip,DS00795,DW27,NA,DW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1658
U1659,fin clip,DS00798,DW27,NA,DW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1659
U1660,fin clip,DS00794,DW27,NA,DW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1660
U1661,fin clip,DS00835,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1661
U1662,fin clip,DS00838,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1662
U1663,fin clip,DS00833,DW28,NA,DW28-NA,NA,collected,Whatman Sheet,N,NA,NA,1663
U1664,fin clip,DS00793,DW27,NA,DW27-NA,NA,collected,Whatman Sheet,N,NA,NA,1664
U1665,fin clip,DS00796,DW27,NA,DW27-NA,NA,collected,Whatman Sheet,N,NA,NA,1665
U1666,fin clip,DS00800,DW27,NA,DW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1666
U1667,fin clip,JS00926,JW27,NA,JW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1667
U1668,fin clip,JS00922,JW27,NA,JW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1668
U1669,fin clip,JS00924,JW27,NA,JW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1669
U1670,fin clip,JS00925,JW27,NA,JW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1670
U1671,fin clip,DS00831,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1671
U1672,fin clip,DS00836,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1672
U1673,fin clip,DS00834,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1673
U1674,fin clip,DS00837,DW28,NA,DW28-NA,NA,results received,Whatman Sheet,N,NA,NA,1674
U1675,fin clip,DS00791,DW27,NA,DW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1675
U1676,fin clip,DS00799,DW27,NA,DW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1676
U1677,fin clip,DS00797,DW27,NA,DW27-NA,NA,results received,Whatman Sheet,N,NA,NA,1677
U1678,fin clip,JS00928,JW27,NA,JW27-NA,NA,collected,Whatman Sheet,N,NA,NA,1678
U1679,fin clip,DS00499,DW19,NA,DW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1679
U1680,fin clip,DS00492,DW19,NA,DW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1680
U1681,fin clip,DS00497,DW19,NA,DW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1681
U1682,fin clip,DS00494,DW19,NA,DW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1682
U1683,fin clip,DS00491,DW19,NA,DW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1683
U1684,fin clip,DS00498,DW19,NA,DW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1684
U1685,fin clip,DS00493,DW19,NA,DW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1685
U1686,fin clip,DS00496,DW19,NA,DW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1686
U1687,fin clip,DS00495,DW19,NA,DW19-NA,NA,results received,Whatman Sheet,N,NA,NA,1687
U1688,fin clip,JS00130,JW5,NA,JW5-NA,NA,results received,Whatman Sheet,N,NA,NA,1688
U1689,fin clip,JS00128,JW5,NA,JW5-NA,NA,results received,Whatman Sheet,N,NA,NA,1689
