ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log
U337,isotope,SIS329,BISSO6,78,BISSO6-78,NA,collected,N,NA,NA
U338,isotope,SIS330,BISSO6,80,BISSO6-80,NA,collected,N,NA,NA
U339,isotope,SIS331,BISSO6,83,BISSO6-83,NA,collected,N,NA,NA
U340,isotope,SIS332,BISSO6,85,BISSO6-85,NA,collected,N,NA,NA
U341,isotope,SIS326,BISSO6,60,BISSO6-60,NA,collected,N,NA,NA
U342,isotope,SIS333,BISSO6,92,BISSO6-92,NA,collected,N,NA,NA
U343,isotope,SIS334,BISSO6,94,BISSO6-94,NA,collected,N,NA,NA
U344,isotope,SIS335,BISSO6,96,BISSO6-96,NA,collected,N,NA,NA
U345,isotope,SIS336,BISSO6,98,BISSO6-98,NA,collected,N,NA,NA
U346,isotope,SIS337,BISSO6,100,BISSO6-100,NA,collected,N,NA,NA
U347,isotope,SIS338,BISSO7,1,BISSO7-1,NA,collected,N,NA,NA
U348,isotope,SIS339,BISSO7,3,BISSO7-3,NA,collected,N,NA,NA
U349,isotope,SIS347,BISSO7,27,BISSO7-27,NA,collected,N,NA,NA
U350,isotope,SIS348,BISSO7,29,BISSO7-29,NA,collected,N,NA,NA
U351,isotope,SIS340,BISSO6,65,BISSO6-65,NA,collected,N,NA,NA
U352,isotope,SIS341,BISSO6,73,BISSO6-73,NA,collected,N,NA,NA
U353,isotope,SIS342,BISSO6,75,BISSO6-75,NA,collected,N,NA,NA
U354,isotope,SIS343,BISSO6,76,BISSO6-76,NA,collected,N,NA,NA
U355,isotope,SIS344,BISSO6,81,BISSO6-81,NA,collected,N,NA,NA
U356,isotope,SIS345,BISSO6,89,BISSO6-89,NA,collected,N,NA,NA
U357,isotope,SIS349,BISSO7,7,BISSO7-7,NA,collected,N,NA,NA
U358,isotope,SIS350,BISSO7,14,BISSO7-14,NA,collected,N,NA,NA
U359,isotope,SIS351,BISSO7,16,BISSO7-16,NA,collected,N,NA,NA
U360,isotope,SIS352,BISSO7,21,BISSO7-21,NA,collected,N,NA,NA
U361,isotope,SIS346,BISSO6,87,BISSO6-87,NA,collected,N,NA,NA
U362,isotope,SIS353,BISSO7,5,BISSO7-5,NA,collected,N,NA,NA
U363,isotope,SIS354,BISSO7,9,BISSO7-9,NA,collected,N,NA,NA
U364,isotope,SIS355,BISSO7,12,BISSO7-12,NA,collected,N,NA,NA
U365,isotope,SIS356,BISSO7,18,BISSO7-18,NA,collected,N,NA,NA
U366,isotope,SIS357,BISSO7,20,BISSO7-20,NA,collected,N,NA,NA
U367,isotope,SIS358,BISSO7,23,BISSO7-23,NA,collected,N,NA,NA
U368,isotope,SIS364,BISSO7,40,BISSO7-40,NA,collected,N,NA,NA
U369,isotope,SIS365,BISSO7,45,BISSO7-45,NA,collected,N,NA,NA
U370,isotope,SIS366,BISSO7,52,BISSO7-52,NA,collected,N,NA,NA
U371,isotope,SIS359,BISSO7,32,BISSO7-32,NA,collected,N,NA,NA
U372,isotope,SIS360,BISSO7,34,BISSO7-34,NA,collected,N,NA,NA
U373,isotope,SIS361,BISSO7,36,BISSO7-36,NA,collected,N,NA,NA
U374,isotope,SIS362,BISSO7,38,BISSO7-38,NA,collected,N,NA,NA
U375,isotope,SIS375,BISSO7,72,BISSO7-72,NA,collected,N,NA,NA
U376,isotope,SIS376,BISSO7,74,BISSO7-74,NA,collected,N,NA,NA
U377,isotope,SIS377,BISSO7,76,BISSO7-76,NA,collected,N,NA,NA
U378,isotope,SIS378,BISSO7,78,BISSO7-78,NA,collected,N,NA,NA
U379,isotope,SIS379,BISSO7,80,BISSO7-80,NA,collected,N,NA,NA
U380,isotope,SIS380,BISSO7,94,BISSO7-94,NA,collected,N,NA,NA
U381,isotope,SIS363,BISSO7,25,BISSO7-25,NA,collected,N,NA,NA
U382,isotope,SIS367,BISSO7,41,BISSO7-41,NA,collected,N,NA,NA
U383,isotope,SIS368,BISSO7,43,BISSO7-43,NA,collected,N,NA,NA
U384,isotope,SIS369,BISSO7,47,BISSO7-47,NA,collected,N,NA,NA
U385,isotope,SIS370,BISSO7,49,BISSO7-49,NA,collected,N,NA,NA
U386,isotope,SIS371,BISSO7,56,BISSO7-56,NA,collected,N,NA,NA
U387,isotope,SIS381,BISSO7,61,BISSO7-61,NA,collected,N,NA,NA
U388,isotope,SIS382,BISSO7,67,BISSO7-67,NA,collected,N,NA,NA
U389,isotope,SIS383,BISSO7,81,BISSO7-81,NA,collected,N,NA,NA
U390,isotope,SIS384,BISSO7,87,BISSO7-87,NA,collected,N,NA,NA
U391,isotope,SIS372,BISSO7,54,BISSO7-54,NA,collected,N,NA,NA
U392,isotope,SIS373,BISSO7,58,BISSO7-58,NA,collected,N,NA,NA
U393,isotope,SIS374,BISSO7,60,BISSO7-60,NA,collected,N,NA,NA
U394,isotope,SIS385,BISSO7,63,BISSO7-63,NA,collected,N,NA,NA
U395,isotope,SIS386,BISSO7,65,BISSO7-65,NA,collected,N,NA,NA
U396,isotope,SIS387,BISSO7,69,BISSO7-69,NA,collected,N,NA,NA
U397,isotope,SIS388,BISSO7,83,BISSO7-83,NA,collected,N,NA,NA
U398,isotope,SIS389,BISSO7,85,BISSO7-85,NA,collected,N,NA,NA
U399,isotope,SIS390,BISSO7,92,BISSO7-92,NA,collected,N,NA,NA
U400,isotope,SIS391,BISSO7,100,BISSO7-100,NA,collected,N,NA,NA
U401,isotope,SIS392,BISSO7,96,BISSO7-96,NA,collected,N,NA,NA
U402,isotope,SIS441,BISSO9,5,BISSO9-5,NA,collected,N,NA,NA
U403,isotope,SIS442,BISSO9,7,BISSO9-7,NA,collected,N,NA,NA
U404,isotope,SIS443,BISSO9,9,BISSO9-9,NA,collected,N,NA,NA
U405,isotope,SIS444,BISSO9,12,BISSO9-12,NA,collected,N,NA,NA
U406,isotope,SIS445,BISSO9,14,BISSO9-14,NA,collected,N,NA,NA
U407,isotope,SIS446,BISSO9,16,BISSO9-16,NA,collected,N,NA,NA
U408,isotope,SIS454,BISSO9,29,BISSO9-29,NA,collected,N,NA,NA
U409,isotope,SIS455,BISSO9,32,BISSO9-32,NA,collected,N,NA,NA
U410,isotope,SIS456,BISSO9,34,BISSO9-34,NA,collected,N,NA,NA
U411,isotope,SIS393,BISSO7,89,BISSO7-89,NA,collected,N,NA,NA
U412,isotope,SIS394,BISSO7,98,BISSO7-98,NA,collected,N,NA,NA
U413,isotope,SIS395,BISSO8,1,BISSO8-1,NA,collected,N,NA,NA
U414,isotope,SIS396,BISSO8,5,BISSO8-5,NA,collected,N,NA,NA
U415,isotope,SIS397,BISSO8,9,BISSO8-9,NA,collected,N,NA,NA
U416,isotope,SIS398,BISSO8,16,BISSO8-16,NA,collected,N,NA,NA
U417,isotope,SIS399,BISSO8,18,BISSO8-18,NA,collected,N,NA,NA
U418,isotope,SIS400,BISSO8,21,BISSO8-21,NA,collected,N,NA,NA
U419,isotope,SIS411,BISSO8,25,BISSO8-25,NA,collected,N,NA,NA
U420,isotope,SIS412,BISSO8,29,BISSO8-29,NA,collected,N,NA,NA
U421,isotope,SIS401,BISSO8,3,BISSO8-3,NA,collected,N,NA,NA
U422,isotope,SIS402,BISSO8,7,BISSO8-7,NA,collected,N,NA,NA
U423,isotope,SIS403,BISSO8,12,BISSO8-12,NA,collected,N,NA,NA
U424,isotope,SIS404,BISSO8,14,BISSO8-14,NA,collected,N,NA,NA
U425,isotope,SIS405,BISSO8,20,BISSO8-20,NA,collected,N,NA,NA
U426,isotope,SIS406,BISSO8,23,BISSO8-23,NA,collected,N,NA,NA
U427,isotope,SIS416,BISSO8,45,BISSO8-45,NA,collected,N,NA,NA
U428,isotope,SIS417,BISSO8,49,BISSO8-49,NA,collected,N,NA,NA
U429,isotope,SIS418,BISSO8,52,BISSO8-52,NA,collected,N,NA,NA
U430,isotope,SIS419,BISSO8,56,BISSO8-56,NA,collected,N,NA,NA
U431,isotope,SIS413,BISSO8,34,BISSO8-34,NA,collected,N,NA,NA
U432,isotope,SIS414,BISSO8,40,BISSO8-40,NA,collected,N,NA,NA
U433,isotope,SIS420,BISSO8,43,BISSO8-43,NA,collected,N,NA,NA
U434,isotope,SIS421,BISSO8,47,BISSO8-47,NA,collected,N,NA,NA
U435,isotope,SIS422,BISSO8,54,BISSO8-54,NA,collected,N,NA,NA
U436,isotope,SIS423,BISSO8,58,BISSO8-58,NA,collected,N,NA,NA
U437,isotope,SIS424,BISSO8,60,BISSO8-60,NA,collected,N,NA,NA
U438,isotope,SIS428,BISSO8,65,BISSO8-65,NA,collected,N,NA,NA
U439,isotope,SIS429,BISSO8,72,BISSO8-72,NA,collected,N,NA,NA
U440,isotope,SIS430,BISSO8,78,BISSO8-78,NA,collected,N,NA,NA
U441,isotope,SIS425,BISSO8,61,BISSO8-61,NA,collected,N,NA,NA
U442,isotope,SIS426,BISSO8,63,BISSO8-63,NA,collected,N,NA,NA
U443,isotope,SIS431,BISSO8,69,BISSO8-69,NA,collected,N,NA,NA
U444,isotope,SIS432,BISSO8,74,BISSO8-74,NA,collected,N,NA,NA
U445,isotope,SIS433,BISSO8,76,BISSO8-76,NA,collected,N,NA,NA
U446,isotope,SIS434,BISSO8,80,BISSO8-80,NA,collected,N,NA,NA
U447,isotope,SIS435,BISSO8,83,BISSO8-83,NA,collected,N,NA,NA
U448,isotope,SIS436,BISSO8,87,BISSO8-87,NA,collected,N,NA,NA
U449,isotope,SIS437,BISSO8,91,BISSO8-91,NA,collected,N,NA,NA
U450,isotope,SIS447,BISSO8,94,BISSO8-94,NA,collected,N,NA,NA
U451,isotope,SIS438,BISSO8,81,BISSO8-81,NA,collected,N,NA,NA
U452,isotope,SIS439,BISSO8,85,BISSO8-85,NA,collected,N,NA,NA
U453,isotope,SIS440,BISSO8,89,BISSO8-89,NA,collected,N,NA,NA
U454,isotope,SIS480,BISSO9,78,BISSO9-78,NA,collected,N,NA,NA
U455,isotope,SIS481,BISSO9,81,BISSO9-81,NA,collected,N,NA,NA
U456,isotope,SIS482,BISSO9,87,BISSO9-87,NA,collected,N,NA,NA
U457,isotope,SIS483,BISSO9,89,BISSO9-89,NA,collected,N,NA,NA
U458,isotope,SIS484,BISSO10,7,BISSO10-7,NA,collected,N,NA,NA
U459,isotope,SIS499,BISSO10,12,BISSO10-12,NA,collected,N,NA,NA
U460,isotope,SIS500,BISSO10,18,BISSO10-18,NA,collected,N,NA,NA
U461,isotope,SIS448,BISSO8,96,BISSO8-96,NA,collected,N,NA,NA
U462,isotope,SIS449,BISSO8,98,BISSO8-98,NA,collected,N,NA,NA
U463,isotope,SIS450,BISSO8,100,BISSO8-100,NA,collected,N,NA,NA
U464,isotope,SIS451,BISSO9,1,BISSO9-1,NA,collected,N,NA,NA
U465,isotope,SIS452,BISSO9,3,BISSO9-3,NA,collected,N,NA,NA
U466,isotope,SIS457,BISSO9,20,BISSO9-20,NA,collected,N,NA,NA
U467,isotope,SIS458,BISSO9,21,BISSO9-21,NA,collected,N,NA,NA
U468,isotope,SIS459,BISSO9,23,BISSO9-23,NA,collected,N,NA,NA
U469,isotope,SIS460,BISSO9,25,BISSO9-25,NA,collected,N,NA,NA
U470,isotope,SIS461,BISSO9,27,BISSO9-27,NA,collected,N,NA,NA
U471,isotope,SIS1298,BISSO25,80,BISSO25-80,NA,collected,N,NA,NA
U472,isotope,SIS1299,BISSO25,85,BISSO25-85,NA,collected,N,NA,NA
U473,isotope,SIS1300,BISSO25,89,BISSO25-89,NA,collected,N,NA,NA
U474,isotope,SIS1301,BISSO25,96,BISSO25-96,NA,collected,N,NA,NA
U475,isotope,SIS1305,BISSO26,20,BISSO26-20,NA,collected,N,NA,NA
U476,isotope,SIS1306,BISSO26,21,BISSO26-21,NA,collected,N,NA,NA
U477,isotope,SIS1307,BISSO26,27,BISSO26-27,NA,collected,N,NA,NA
U478,isotope,SIS1308,BISSO26,29,BISSO26-29,NA,collected,N,NA,NA
U479,isotope,SIS1309,BISSO26,34,BISSO26-34,NA,collected,N,NA,NA
U480,isotope,SIS1310,BISSO26,38,BISSO26-38,NA,collected,N,NA,NA
U481,isotope,SIS462,BISSO9,40,BISSO9-40,NA,collected,N,NA,NA
U482,isotope,SIS465,BISSO9,41,BISSO9-41,NA,collected,N,NA,NA
U483,isotope,SIS466,BISSO9,43,BISSO9-43,NA,collected,N,NA,NA
U484,isotope,SIS467,BISSO9,45,BISSO9-45,NA,collected,N,NA,NA
U485,isotope,SIS468,BISSO9,47,BISSO9-47,NA,collected,N,NA,NA
U486,isotope,SIS469,BISSO9,49,BISSO9-49,NA,collected,N,NA,NA
U487,isotope,SIS470,BISSO9,52,BISSO9-52,NA,collected,N,NA,NA
U488,isotope,SIS471,BISSO9,69,BISSO9-69,NA,collected,N,NA,NA
U489,isotope,SIS472,BISSO9,67,BISSO9-67,NA,collected,N,NA,NA
U490,isotope,SIS485,BISSO9,72,BISSO9-72,NA,collected,N,NA,NA
U491,isotope,SIS463,BISSO9,36,BISSO9-36,NA,collected,N,NA,NA
U492,isotope,SIS464,BISSO9,38,BISSO9-38,NA,collected,N,NA,NA
U493,isotope,SIS473,BISSO9,54,BISSO9-54,NA,collected,N,NA,NA
U494,isotope,SIS474,BISSO9,56,BISSO9-56,NA,collected,N,NA,NA
U495,isotope,SIS475,BISSO9,58,BISSO9-58,NA,collected,N,NA,NA
U496,isotope,SIS476,BISSO9,60,BISSO9-60,NA,collected,N,NA,NA
U497,isotope,SIS477,BISSO9,61,BISSO9-61,NA,collected,N,NA,NA
U498,isotope,SIS478,BISSO9,63,BISSO9-63,NA,collected,N,NA,NA
U499,isotope,SIS479,BISSO9,65,BISSO9-65,NA,collected,N,NA,NA
U500,isotope,SIS486,BISSO9,92,BISSO9-92,NA,collected,N,NA,NA
U501,isotope,SIS487,BISSO9,94,BISSO9-94,NA,collected,N,NA,NA
U502,isotope,SIS488,BISSO9,96,BISSO9-96,NA,collected,N,NA,NA
U503,isotope,SIS489,BISSO9,98,BISSO9-98,NA,collected,N,NA,NA
U504,isotope,SIS490,BISSO9,100,BISSO9-100,NA,collected,N,NA,NA
U505,isotope,SIS491,BISSO10,1,BISSO10-1,NA,collected,N,NA,NA
U506,isotope,SIS492,BISSO10,3,BISSO10-3,NA,collected,N,NA,NA
U507,isotope,SIS501,BISSO10,36,BISSO10-36,NA,collected,N,NA,NA
U508,isotope,SIS502,BISSO10,38,BISSO10-38,NA,collected,N,NA,NA
U509,isotope,SIS503,BISSO10,40,BISSO10-40,NA,collected,N,NA,NA
U510,isotope,SIS504,BISSO10,41,BISSO10-41,NA,collected,N,NA,NA
U511,isotope,SIS493,BISSO9,74,BISSO9-74,NA,collected,N,NA,NA
U512,isotope,SIS494,BISSO9,76,BISSO9-76,NA,collected,N,NA,NA
U513,isotope,SIS495,BISSO9,80,BISSO9-80,NA,collected,N,NA,NA
U514,isotope,SIS496,BISSO9,83,BISSO9-83,NA,collected,N,NA,NA
U515,isotope,SIS497,BISSO9,85,BISSO9-85,NA,collected,N,NA,NA
U516,isotope,SIS498,BISSO10,5,BISSO10-5,NA,collected,N,NA,NA
U517,isotope,SIS505,BISSO10,9,BISSO10-9,NA,collected,N,NA,NA
U518,isotope,SIS506,BISSO10,14,BISSO10-14,NA,collected,N,NA,NA
U519,isotope,SIS507,BISSO10,16,BISSO10-16,NA,collected,N,NA,NA
U520,isotope,SIS508,BISSO10,20,BISSO10-20,NA,collected,N,NA,NA
U521,isotope,SIS509,BISSO10,23,BISSO10-23,NA,collected,N,NA,NA
U522,isotope,SIS510,BISSO10,25,BISSO10-25,NA,collected,N,NA,NA
U523,isotope,SIS511,BISSO10,29,BISSO10-29,NA,collected,N,NA,NA
U524,isotope,SIS512,BISSO10,34,BISSO10-34,NA,collected,N,NA,NA
U525,isotope,SIS521,BISSO10,54,BISSO10-54,NA,collected,N,NA,NA
U526,isotope,SIS522,BISSO10,56,BISSO10-56,NA,collected,N,NA,NA
U527,isotope,SIS523,BISSO10,61,BISSO10-61,NA,collected,N,NA,NA
U528,isotope,SIS524,BISSO10,65,BISSO10-65,NA,collected,N,NA,NA
U529,isotope,SIS525,BISSO10,67,BISSO10-67,NA,collected,N,NA,NA
U530,isotope,SIS526,BISSO10,74,BISSO10-74,NA,collected,N,NA,NA
U531,isotope,SIS513,BISSO10,21,BISSO10-21,NA,collected,N,NA,NA
U532,isotope,SIS514,BISSO10,27,BISSO10-27,NA,collected,N,NA,NA
U533,isotope,SIS515,BISSO10,32,BISSO10-32,NA,collected,N,NA,NA
U534,isotope,SIS516,BISSO10,35,BISSO10-35,NA,collected,N,NA,NA
U535,isotope,SIS527,BISSO10,58,BISSO10-58,NA,collected,N,NA,NA
U536,isotope,SIS528,BISSO10,60,BISSO10-60,NA,collected,N,NA,NA
U537,isotope,SIS529,BISSO10,63,BISSO10-63,NA,collected,N,NA,NA
U538,isotope,SIS530,BISSO10,69,BISSO10-69,NA,collected,N,NA,NA
U539,isotope,SIS531,BISSO10,72,BISSO10-72,NA,collected,N,NA,NA
U540,isotope,SIS532,BISSO10,94,BISSO10-94,NA,collected,N,NA,NA
U541,isotope,SIS517,BISSO10,43,BISSO10-43,NA,collected,N,NA,NA
U542,isotope,SIS518,BISSO10,45,BISSO10-45,NA,collected,N,NA,NA
U543,isotope,SIS519,BISSO10,47,BISSO10-47,NA,collected,N,NA,NA
U544,isotope,SIS520,BISSO10,49,BISSO10-49,NA,collected,N,NA,NA
U545,isotope,SIS533,BISSO10,78,BISSO10-78,NA,collected,N,NA,NA
U546,isotope,SIS534,BISSO10,80,BISSO10-80,NA,collected,N,NA,NA
U547,isotope,SIS535,BISSO10,81,BISSO10-81,NA,collected,N,NA,NA
U548,isotope,SIS536,BISSO10,83,BISSO10-83,NA,collected,N,NA,NA
U549,isotope,SIS537,BISSO10,85,BISSO10-85,NA,collected,N,NA,NA
U550,isotope,SIS538,BISSO10,87,BISSO10-87,NA,collected,N,NA,NA
U551,isotope,SIS539,BISSO10,76,BISSO10-76,NA,collected,N,NA,NA
U552,isotope,SIS540,BISSO10,92,BISSO10-92,NA,collected,N,NA,NA
U553,isotope,SIS542,BISSO10,100,BISSO10-100,NA,collected,N,NA,NA
U554,isotope,SIS543,BISSO11,1,BISSO11-1,NA,collected,N,NA,NA
U555,isotope,SIS544,BISSO11,3,BISSO11-3,NA,collected,N,NA,NA
U556,isotope,SIS545,BISSO11,9,BISSO11-9,NA,collected,N,NA,NA
U557,isotope,SIS546,BISSO11,12,BISSO11-12,NA,collected,N,NA,NA
U558,isotope,SIS547,BISSO11,27,BISSO11-27,NA,collected,N,NA,NA
U559,isotope,SIS559,BISSO11,32,BISSO11-32,NA,collected,N,NA,NA
U560,isotope,SIS560,BISSO11,38,BISSO11-38,NA,collected,N,NA,NA
U561,isotope,SIS541,BISSO10,89,BISSO10-89,NA,collected,N,NA,NA
U562,isotope,SIS548,BISSO11,16,BISSO11-16,NA,collected,N,NA,NA
U563,isotope,SIS549,BISSO11,18,BISSO11-18,NA,collected,N,NA,NA
U564,isotope,SIS550,BISSO11,20,BISSO11-20,NA,collected,N,NA,NA
U565,isotope,SIS551,BISSO11,21,BISSO11-21,NA,collected,N,NA,NA
U566,isotope,SIS552,BISSO11,23,BISSO11-23,NA,collected,N,NA,NA
U567,isotope,SIS553,BISSO11,25,BISSO11-25,NA,collected,N,NA,NA
U568,isotope,SIS561,BISSO11,36,BISSO11-36,NA,collected,N,NA,NA
U569,isotope,SIS562,BISSO11,52,BISSO11-52,NA,collected,N,NA,NA
U570,isotope,SIS573,BISSO11,83,BISSO11-83,NA,collected,N,NA,NA
U571,isotope,SIS563,BISSO11,43,BISSO11-43,NA,collected,N,NA,NA
U572,isotope,SIS564,BISSO11,45,BISSO11-45,NA,collected,N,NA,NA
U573,isotope,SIS565,BISSO11,47,BISSO11-47,NA,collected,N,NA,NA
U574,isotope,SIS566,BISSO11,49,BISSO11-49,NA,collected,N,NA,NA
U575,isotope,SIS574,BISSO11,54,BISSO11-54,NA,collected,N,NA,NA
U576,isotope,SIS575,BISSO11,56,BISSO11-56,NA,collected,N,NA,NA
U577,isotope,SIS576,BISSO11,61,BISSO11-61,NA,collected,N,NA,NA
U578,isotope,SIS577,BISSO11,69,BISSO11-69,NA,collected,N,NA,NA
U579,isotope,SIS578,BISSO11,76,BISSO11-76,NA,collected,N,NA,NA
U580,isotope,SIS579,BISSO11,78,BISSO11-78,NA,collected,N,NA,NA
U581,isotope,SIS554,BISSO10,96,BISSO10-96,NA,collected,N,NA,NA
U582,isotope,SIS555,BISSO10,98,BISSO10-98,NA,collected,N,NA,NA
U583,isotope,SIS556,BISSO11,5,BISSO11-5,NA,collected,N,NA,NA
U584,isotope,SIS557,BISSO11,7,BISSO11-7,NA,collected,N,NA,NA
U585,isotope,SIS558,BISSO11,14,BISSO11-14,NA,collected,N,NA,NA
U586,isotope,SIS567,BISSO11,29,BISSO11-29,NA,collected,N,NA,NA
U587,isotope,SIS568,BISSO11,34,BISSO11-34,NA,collected,N,NA,NA
U588,isotope,SIS569,BISSO11,40,BISSO11-40,NA,collected,N,NA,NA
U589,isotope,SIS570,BISSO11,41,BISSO11-41,NA,collected,N,NA,NA
U590,isotope,SIS580,BISSO11,58,BISSO11-58,NA,collected,N,NA,NA
U591,isotope,SIS581,BISSO11,63,BISSO11-63,NA,collected,N,NA,NA
U592,isotope,SIS582,BISSO11,67,BISSO11-67,NA,collected,N,NA,NA
U593,isotope,SIS583,BISSO11,74,BISSO11-74,NA,collected,N,NA,NA
U594,isotope,SIS584,BISSO11,80,BISSO11-80,NA,collected,N,NA,NA
U595,isotope,SIS585,BISSO11,81,BISSO11-81,NA,collected,N,NA,NA
U596,isotope,SIS591,BISSO11,96,BISSO11-96,NA,collected,N,NA,NA
U597,isotope,SIS592,BISSO11,98,BISSO11-98,NA,collected,N,NA,NA
U598,isotope,SIS593,BISSO12,1,BISSO12-1,NA,collected,N,NA,NA
U599,isotope,SIS594,BISSO12,3,BISSO12-3,NA,collected,N,NA,NA
U600,isotope,SIS606,BISSO12,25,BISSO12-25,NA,collected,N,NA,NA
U601,isotope,SIS1311,BISSO26,18,BISSO26-18,Fish fell on floor,collected,N,NA,NA
U602,isotope,SIS1312,BISSO26,23,BISSO26-23,NA,collected,N,NA,NA
U603,isotope,SIS1313,BISSO26,25,BISSO26-25,NA,collected,N,NA,NA
U604,isotope,SIS1320,BISSO26,54,BISSO26-54,NA,collected,N,NA,NA
U605,isotope,SIS1329,BISSO26,67,BISSO26-67,NA,collected,N,NA,NA
U606,isotope,SIS1330,BISSO26,87,BISSO26-87,NA,collected,N,NA,NA
U607,isotope,SIS1331,BISSO26,89,BISSO26-89,NA,collected,N,NA,NA
U608,isotope,SIS1353,BISSO26,100,BISSO26-100,NA,collected,N,NA,NA
U609,isotope,SIS1354,BISSO27,3,BISSO27-3,NA,collected,N,NA,NA
U610,isotope,SIS1355,BISSO27,7,BISSO27-7,NA,collected,N,NA,NA
U611,isotope,SIS586,BISSO11,92,BISSO11-92,NA,collected,N,NA,NA
U612,isotope,SIS595,BISSO11,94,BISSO11-94,NA,collected,N,NA,NA
U613,isotope,SIS596,BISSO11,100,BISSO11-100,NA,collected,N,NA,NA
U614,isotope,SIS597,BISSO12,5,BISSO12-5,NA,collected,N,NA,NA
U615,isotope,SIS598,BISSO12,7,BISSO12-7,NA,collected,N,NA,NA
U616,isotope,SIS607,BISSO12,23,BISSO12-23,NA,collected,N,NA,NA
U617,isotope,SIS608,BISSO12,29,BISSO12-29,NA,collected,N,NA,NA
U618,isotope,SIS609,BISSO12,36,BISSO12-36,NA,collected,N,NA,NA
U619,isotope,SIS610,BISSO12,38,BISSO12-38,NA,collected,N,NA,NA
U620,isotope,SIS611,BISSO12,52,BISSO12-52,NA,collected,N,NA,NA
U621,isotope,SIS587,BISSO11,72,BISSO11-72,NA,collected,N,NA,NA
U622,isotope,SIS612,BISSO12,27,BISSO12-27,NA,collected,N,NA,NA
U623,isotope,SIS613,BISSO12,32,BISSO12-32,NA,collected,N,NA,NA
U624,isotope,SIS622,BISSO12,60,BISSO12-60,NA,collected,N,NA,NA
U625,isotope,SIS623,BISSO12,63,BISSO12-63,NA,collected,N,NA,NA
U626,isotope,SIS624,BISSO12,67,BISSO12-67,NA,collected,N,NA,NA
U627,isotope,SIS657,BISSO13,27,BISSO13-27,NA,collected,N,NA,NA
U628,isotope,SIS658,BISSO13,38,BISSO13-38,NA,collected,N,NA,NA
U629,isotope,SIS659,BISSO13,43,BISSO13-43,NA,collected,N,NA,NA
U630,isotope,SIS677,BISSO13,67,BISSO13-67,NA,collected,N,NA,NA
U631,isotope,SIS588,BISSO11,85,BISSO11-85,NA,collected,N,NA,NA
U632,isotope,SIS589,BISSO11,87,BISSO11-87,NA,collected,N,NA,NA
U633,isotope,SIS590,BISSO11,89,BISSO11-89,NA,collected,N,NA,NA
U634,isotope,SIS599,BISSO12,9,BISSO12-9,NA,collected,N,NA,NA
U635,isotope,SIS600,BISSO12,12,BISSO12-12,NA,collected,N,NA,NA
U636,isotope,SIS601,BISSO12,14,BISSO12-14,NA,collected,N,NA,NA
U637,isotope,SIS602,BISSO12,16,BISSO12-16,NA,collected,N,NA,NA
U638,isotope,SIS603,BISSO12,18,BISSO12-18,NA,collected,N,NA,NA
U639,isotope,SIS604,BISSO12,20,BISSO12-20,NA,collected,N,NA,NA
U640,isotope,SIS605,BISSO12,21,BISSO12-21,NA,collected,N,NA,NA
U641,isotope,SIS614,BISSO12,41,BISSO12-41,NA,collected,N,NA,NA
U642,isotope,SIS615,BISSO12,43,BISSO12-43,NA,collected,N,NA,NA
U643,isotope,SIS616,BISSO12,45,BISSO12-45,NA,collected,N,NA,NA
U644,isotope,SIS617,BISSO12,47,BISSO12-47,NA,collected,N,NA,NA
U645,isotope,SIS618,BISSO12,49,BISSO12-49,NA,collected,N,NA,NA
U646,isotope,SIS625,BISSO12,80,BISSO12-80,NA,collected,N,NA,NA
U647,isotope,SIS626,BISSO12,81,BISSO12-81,NA,collected,N,NA,NA
U648,isotope,SIS627,BISSO12,83,BISSO12-83,NA,collected,N,NA,NA
U649,isotope,SIS628,BISSO12,85,BISSO12-85,NA,collected,N,NA,NA
U650,isotope,SIS629,BISSO12,87,BISSO12-87,NA,collected,N,NA,NA
U651,isotope,SIS619,BISSO12,34,BISSO12-34,NA,collected,N,NA,NA
U652,isotope,SIS620,BISSO12,40,BISSO12-40,NA,collected,N,NA,NA
U653,isotope,SIS621,BISSO12,54,BISSO12-54,NA,collected,N,NA,NA
U654,isotope,SIS630,BISSO12,55,BISSO12-55,NA,collected,N,NA,NA
U655,isotope,SIS631,BISSO12,61,BISSO12-61,NA,collected,N,NA,NA
U656,isotope,SIS632,BISSO12,65,BISSO12-65,NA,collected,N,NA,NA
U657,isotope,SIS633,BISSO12,69,BISSO12-69,NA,collected,N,NA,NA
U658,isotope,SIS634,BISSO12,72,BISSO12-72,NA,collected,N,NA,NA
U659,isotope,SIS635,BISSO12,78,BISSO12-78,NA,collected,N,NA,NA
U660,isotope,SIS640,BISSO12,92,BISSO12-92,NA,collected,N,NA,NA
U661,isotope,SIS636,BISSO12,56,BISSO12-56,NA,collected,N,NA,NA
U662,isotope,SIS637,BISSO12,74,BISSO12-74,NA,collected,N,NA,NA
U663,isotope,SIS638,BISSO12,76,BISSO12-76,NA,collected,N,NA,NA
U664,isotope,SIS641,BISSO12,96,BISSO12-96,NA,collected,N,NA,NA
U665,isotope,SIS642,BISSO12,98,BISSO12-98,NA,collected,N,NA,NA
U666,isotope,SIS643,BISSO12,100,BISSO12-100,NA,collected,N,NA,NA
U667,isotope,SIS644,BISSO13,14,BISSO13-14,NA,collected,N,NA,NA
