ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log,ufn_sort
U952,stomach,SST908,BST39,NA,BST39-NA,NA,collected,N,NA,NA,952
U953,stomach,SST909,BST39,NA,BST39-NA,NA,collected,N,NA,NA,953
U954,stomach,SST910,BST39,NA,BST39-NA,NA,collected,N,NA,NA,954
U955,stomach,SST911,BST39,NA,BST39-NA,NA,collected,N,NA,NA,955
U956,stomach,SST912,BST42,NA,BST42-NA,NA,being processed,N,NA,NA,956
U957,stomach,SST924,BST42,NA,BST42-NA,NA,being processed,N,NA,NA,957
U958,stomach,SST925,BST42,NA,BST42-NA,NA,collected,N,NA,NA,958
U959,stomach,SST926,BST42,NA,BST42-NA,NA,collected,N,NA,NA,959
U960,stomach,SST927,BST42,NA,BST42-NA,NA,collected,N,NA,NA,960
U961,stomach,SST899,BST38,NA,BST38-NA,NA,collected,Y,stomach tray has > 25 samples,NA,961
U962,stomach,SST900,BST38,NA,BST38-NA,NA,collected,Y,stomach tray has > 25 samples,NA,962
U963,stomach,SST901,BST41,NA,BST41-NA,NA,collected,N,NA,NA,963
U964,stomach,SST913,BST41,NA,BST41-NA,NA,collected,N,NA,NA,964
U965,stomach,SST914,BST41,NA,BST41-NA,NA,collected,N,NA,NA,965
U966,stomach,SST915,BST41,NA,BST41-NA,NA,collected,N,NA,NA,966
U967,stomach,SST916,BST41,NA,BST41-NA,NA,collected,N,NA,NA,967
U968,stomach,SST917,BST41,NA,BST41-NA,NA,collected,N,NA,NA,968
U969,stomach,SST918,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,969
U970,stomach,SST928,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,970
U971,stomach,SST1324,BST55,NA,BST55-NA,NA,collected,N,NA,NA,971
U972,stomach,SST1325,BST59,NA,BST59-NA,NA,collected,N,NA,NA,972
U973,stomach,SST1340,BST59,NA,BST59-NA,NA,collected,N,NA,NA,973
U974,stomach,SST1341,BST59,NA,BST59-NA,NA,collected,N,NA,NA,974
U975,stomach,SST1342,BST59,NA,BST59-NA,NA,collected,N,NA,NA,975
U976,stomach,SST1343,BST59,NA,BST59-NA,NA,collected,N,NA,NA,976
U977,stomach,SST1359,BST59,NA,BST59-NA,NA,collected,N,NA,NA,977
U978,stomach,SST1360,BST59,NA,BST59-NA,NA,collected,N,NA,NA,978
U979,stomach,SST1361,BST59,NA,BST59-NA,NA,collected,N,NA,NA,979
U980,stomach,SST1362,BST59,NA,BST59-NA,NA,collected,N,NA,NA,980
U981,stomach,SST919,BST40,NA,BST40-NA,NA,collected,Y,stomach tray has > 25 samples,NA,981
U982,stomach,SST920,BST40,NA,BST40-NA,NA,being processed,Y,stomach tray has > 25 samples,NA,982
U983,stomach,SST929,BST40,NA,BST40-NA,NA,being processed,Y,stomach tray has > 25 samples,NA,983
U984,stomach,SST930,BST40,NA,BST40-NA,NA,being processed,Y,stomach tray has > 25 samples,NA,984
U985,stomach,SST931,BST40,NA,BST40-NA,NA,collected,Y,stomach tray has > 25 samples,NA,985
U986,stomach,SST932,BST40,NA,BST40-NA,NA,collected,Y,stomach tray has > 25 samples,NA,986
U987,stomach,SST933,BST40,NA,BST40-NA,NA,collected,Y,stomach tray has > 25 samples,NA,987
U988,stomach,SST947,BST40,NA,BST40-NA,NA,collected,Y,stomach tray has > 25 samples,NA,988
U989,stomach,SST948,BST40,NA,BST40-NA,NA,collected,Y,stomach tray has > 25 samples,NA,989
U990,stomach,SST949,BST40,NA,BST40-NA,NA,collected,Y,stomach tray has > 25 samples,NA,990
U991,stomach,SST934,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,991
U992,stomach,SST935,BST41,NA,BST41-NA,NA,collected,N,NA,NA,992
U993,stomach,SST936,BST41,NA,BST41-NA,NA,collected,N,NA,NA,993
U994,stomach,SST937,BST41,NA,BST41-NA,NA,collected,N,NA,NA,994
U995,stomach,SST950,BST41,NA,BST41-NA,NA,collected,N,NA,NA,995
U996,stomach,SST951,BST41,NA,BST41-NA,NA,collected,N,NA,NA,996
U997,stomach,SST952,BST41,NA,BST41-NA,NA,collected,N,NA,NA,997
U998,stomach,SST953,BST41,NA,BST41-NA,NA,collected,N,NA,NA,998
U999,stomach,SST954,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,999
U1000,stomach,SST955,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,1000
U1001,stomach,SST938,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1001
U1002,stomach,SST939,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1002
U1003,stomach,SST940,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1003
U1004,stomach,SST941,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1004
U1005,stomach,SST942,BST42,NA,BST42-NA,NA,being processed,N,NA,NA,1005
U1006,stomach,SST943,BST42,NA,BST42-NA,NA,being processed,N,NA,NA,1006
U1007,stomach,SST956,BST42,NA,BST42-NA,NA,being processed,N,NA,NA,1007
U1008,stomach,SST957,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1008
U1009,stomach,SST958,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1009
U1010,stomach,SST959,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1010
U1011,stomach,SST944,BST40,NA,BST40-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1011
U1012,stomach,SST945,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1012
U1013,stomach,SST946,BST44,NA,BST44-NA,NA,being processed,Y,stomach tray has > 25 samples,NA,1013
U1014,stomach,SST960,BST44,NA,BST44-NA,NA,being processed,Y,stomach tray has > 25 samples,NA,1014
U1015,stomach,SST961,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1015
U1016,stomach,SST962,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1016
U1017,stomach,SST963,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1017
U1018,stomach,SST972,BST44,NA,BST44-NA,NA,being processed,Y,stomach tray has > 25 samples,NA,1018
U1019,stomach,SST973,BST44,NA,BST44-NA,NA,being processed,Y,stomach tray has > 25 samples,NA,1019
U1020,stomach,SST974,BST44,NA,BST44-NA,NA,being processed,Y,stomach tray has > 25 samples,NA,1020
U1021,stomach,SST964,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,1021
U1022,stomach,SST965,BST41,NA,BST41-NA,NA,collected,N,NA,NA,1022
U1023,stomach,SST975,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,1023
U1024,stomach,SST976,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,1024
U1025,stomach,SST977,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,1025
U1026,stomach,SST978,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,1026
U1027,stomach,SST979,BST41,NA,BST41-NA,NA,being processed,N,NA,NA,1027
U1028,stomach,SST980,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1028
U1029,stomach,SST990,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1029
U1030,stomach,SST1009,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1030
U1031,stomach,SST966,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1031
U1032,stomach,SST967,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1032
U1033,stomach,SST981,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1033
U1034,stomach,SST982,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1034
U1035,stomach,SST991,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1035
U1036,stomach,SST992,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1036
U1037,stomach,SST993,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1037
U1038,stomach,SST994,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1038
U1039,stomach,SST995,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1039
U1040,stomach,SST996,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1040
U1041,stomach,SST983,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1041
U1042,stomach,SST984,BST42,NA,BST42-NA,NA,being processed,N,NA,NA,1042
U1043,stomach,SST985,BST42,NA,BST42-NA,NA,being processed,N,NA,NA,1043
U1044,stomach,SST986,BST42,NA,BST42-NA,NA,being processed,N,NA,NA,1044
U1045,stomach,SST997,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1045
U1046,stomach,SST998,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1046
U1047,stomach,SST999,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1047
U1048,stomach,SST1000,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1048
U1049,stomach,SST1001,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1049
U1050,stomach,SST1002,BST42,NA,BST42-NA,NA,collected,N,NA,NA,1050
U1051,stomach,SST987,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1051
U1052,stomach,SST988,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1052
U1053,stomach,SST989,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1053
U1054,stomach,SST1003,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1054
U1055,stomach,SST1004,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1055
U1056,stomach,SST1005,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1056
U1057,stomach,SST1006,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1057
U1058,stomach,SST1010,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1058
U1059,stomach,SST1011,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1059
U1060,stomach,SST1012,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1060
U1061,stomach,SST1013,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1061
U1062,stomach,SST1014,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1062
U1063,stomach,SST1015,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1063
U1064,stomach,SST1016,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1064
U1065,stomach,SST1041,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1065
U1066,stomach,SST1042,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1066
U1067,stomach,SST1043,BST44,NA,BST44-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1067
U1068,stomach,SST1058,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1068
U1069,stomach,SST1059,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1069
U1070,stomach,SST1060,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1070
U1071,stomach,SST1007,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1071
U1072,stomach,SST1008,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1072
U1073,stomach,SST1017,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1073
U1074,stomach,SST1018,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1074
U1075,stomach,SST1019,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1075
U1076,stomach,SST1028,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1076
U1077,stomach,SST1029,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1077
U1078,stomach,SST1030,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1078
U1079,stomach,SST1031,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1079
U1080,stomach,SST1044,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1080
U1081,stomach,SST1020,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1081
U1082,stomach,SST1021,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1082
U1083,stomach,SST1022,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1083
U1084,stomach,SST1032,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1084
U1085,stomach,SST1033,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1085
U1086,stomach,SST1034,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1086
U1087,stomach,SST1035,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1087
U1088,stomach,SST1036,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1088
U1089,stomach,SST1037,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1089
U1090,stomach,SST1045,BST43,NA,BST43-NA,NA,collected,N,NA,NA,1090
U1091,stomach,SST1023,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1091
U1092,stomach,SST1024,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1092
U1093,stomach,SST1025,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1093
U1094,stomach,SST1026,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1094
U1095,stomach,SST1027,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1095
U1096,stomach,SST1038,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1096
U1097,stomach,SST1039,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1097
U1098,stomach,SST1040,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1098
U1099,stomach,SST1046,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1099
U1100,stomach,SST1047,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1100
U1101,stomach,SST1048,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1101
U1102,stomach,SST1061,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1102
U1103,stomach,SST1062,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1103
U1104,stomach,SST1063,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1104
U1105,stomach,SST1064,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1105
U1106,stomach,SST1065,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1106
U1107,stomach,SST1076,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1107
U1108,stomach,SST1077,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1108
U1109,stomach,SST1078,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1109
U1110,stomach,SST1079,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1110
U1111,stomach,SST1326,BST56,NA,BST56-NA,NA,collected,N,NA,NA,1111
U1112,stomach,SST1327,BST56,NA,BST56-NA,NA,collected,N,NA,NA,1112
U1113,stomach,SST1328,BST56,NA,BST56-NA,NA,collected,N,NA,NA,1113
U1114,stomach,SST1344,BST56,NA,BST56-NA,NA,collected,N,NA,NA,1114
U1115,stomach,SST1345,BST56,NA,BST56-NA,NA,collected,N,NA,NA,1115
U1116,stomach,SST1346,BST56,NA,BST56-NA,NA,collected,N,NA,NA,1116
U1117,stomach,SST1363,BST56,NA,BST56-NA,NA,being processed,N,NA,NA,1117
U1118,stomach,SST1364,BST60,NA,BST60-NA,NA,being processed,N,NA,NA,1118
U1119,stomach,SST1365,BST60,NA,BST60-NA,NA,collected,N,NA,NA,1119
U1120,stomach,SST1366,BST60,NA,BST60-NA,NA,collected,N,NA,NA,1120
U1121,stomach,SST1049,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1121
U1122,stomach,SST1050,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1122
U1123,stomach,SST1051,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1123
U1124,stomach,SST1052,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1124
U1125,stomach,SST1053,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1125
U1126,stomach,SST1066,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1126
U1127,stomach,SST1067,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1127
U1128,stomach,SST1068,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1128
U1129,stomach,SST1080,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1129
U1130,stomach,SST1081,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1130
U1131,stomach,SST1054,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1131
U1132,stomach,SST1055,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1132
U1133,stomach,SST1056,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1133
U1134,stomach,SST1057,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1134
U1135,stomach,SST1069,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1135
U1136,stomach,SST1070,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1136
U1137,stomach,SST1071,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1137
U1138,stomach,SST1072,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1138
U1139,stomach,SST1082,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1139
U1140,stomach,SST1083,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1140
U1141,stomach,SST1073,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1141
U1142,stomach,SST1074,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1142
U1143,stomach,SST1075,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1143
U1144,stomach,SST1084,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1144
U1145,stomach,SST1085,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1145
U1146,stomach,SST1086,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1146
U1147,stomach,SST1094,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1147
U1148,stomach,SST1095,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1148
U1149,stomach,SST1096,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1149
U1150,stomach,SST1097,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1150
U1151,stomach,SST1087,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1151
U1152,stomach,SST1088,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1152
U1153,stomach,SST1089,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1153
U1154,stomach,SST1098,BST46,NA,BST46-NA,NA,collected,N,NA,NA,1154
U1155,stomach,SST1099,BST46,NA,BST46-NA,NA,being processed,N,NA,NA,1155
U1156,stomach,SST1100,BST50,NA,BST50-NA,NA,being processed,N,NA,NA,1156
U1157,stomach,SST1101,BST50,NA,BST50-NA,NA,being processed,N,NA,NA,1157
U1158,stomach,SST1108,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1158
U1159,stomach,SST1109,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1159
U1160,stomach,SST1110,BST50,NA,BST50-NA,NA,being processed,N,NA,NA,1160
U1161,stomach,SST1090,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1161
U1162,stomach,SST1091,BST45,NA,BST45-NA,NA,collected,N,NA,NA,1162
U1163,stomach,SST1092,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1163
U1164,stomach,SST1093,BST49,NA,BST49-NA,NA,being processed,N,NA,NA,1164
U1165,stomach,SST1102,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1165
U1166,stomach,SST1103,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1166
U1167,stomach,SST1111,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1167
U1168,stomach,SST1112,BST49,NA,BST49-NA,NA,being processed,N,NA,NA,1168
U1169,stomach,SST1113,BST49,NA,BST49-NA,NA,being processed,N,NA,NA,1169
U1170,stomach,SST1118,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1170
U1171,stomach,SST1104,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1171
U1172,stomach,SST1105,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1172
U1173,stomach,SST1106,BST47,NA,BST47-NA,NA,being processed,N,NA,NA,1173
U1174,stomach,SST1119,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1174
U1175,stomach,SST1120,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1175
U1176,stomach,SST1121,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1176
U1177,stomach,SST1122,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1177
U1178,stomach,SST1123,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1178
U1179,stomach,SST1124,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1179
U1180,stomach,SST1139,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1180
U1181,stomach,SST1347,BST57,NA,BST57-NA,NA,collected,N,NA,NA,1181
U1182,stomach,SST1348,BST57,NA,BST57-NA,NA,collected,N,NA,NA,1182
U1183,stomach,SST1349,BST57,NA,BST57-NA,NA,collected,N,NA,NA,1183
U1184,stomach,SST1350,BST57,NA,BST57-NA,NA,being processed,N,NA,NA,1184
U1185,stomach,SST1367,BST57,NA,BST57-NA,NA,being processed,N,NA,NA,1185
U1186,stomach,SST1368,BST57,NA,BST57-NA,NA,collected,N,NA,NA,1186
U1187,stomach,SST1369,BST57,NA,BST57-NA,NA,collected,N,NA,NA,1187
U1188,stomach,SST1377,BST57,NA,BST57-NA,NA,collected,N,NA,NA,1188
U1189,stomach,SST1378,BST57,NA,BST57-NA,NA,collected,N,NA,NA,1189
U1190,stomach,SST1379,BST57,NA,BST57-NA,NA,collected,N,NA,NA,1190
U1191,stomach,SST1107,BST48,NA,BST48-NA,NA,being processed,N,NA,NA,1191
U1192,stomach,SST1114,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1192
U1193,stomach,SST1115,BST48,NA,BST48-NA,NA,being processed,N,NA,NA,1193
U1194,stomach,SST1116,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1194
U1195,stomach,SST1125,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1195
U1196,stomach,SST1126,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1196
U1197,stomach,SST1127,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1197
U1198,stomach,SST1128,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1198
U1199,stomach,SST1129,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1199
U1200,stomach,SST1130,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1200
U1201,stomach,SST1117,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1201
U1202,stomach,SST1131,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1202
U1203,stomach,SST1132,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1203
U1204,stomach,SST1133,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1204
U1205,stomach,SST1134,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1205
U1206,stomach,SST1140,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1206
U1207,stomach,SST1141,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1207
U1208,stomach,SST1142,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1208
U1209,stomach,SST1143,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1209
U1210,stomach,SST1144,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1210
U1211,stomach,SST1135,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1211
U1212,stomach,SST1136,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1212
U1213,stomach,SST1137,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1213
U1214,stomach,SST1145,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1214
U1215,stomach,SST1146,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1215
U1216,stomach,SST1147,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1216
U1217,stomach,SST1148,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1217
U1218,stomach,SST1149,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1218
U1219,stomach,SST1150,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1219
U1220,stomach,SST1151,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1220
U1221,stomach,SST1138,BST48,NA,BST48-NA,NA,collected,N,NA,NA,1221
U1222,stomach,SST1152,BST52,NA,BST52-NA,NA,collected,N,NA,NA,1222
U1223,stomach,SST1153,BST52,NA,BST52-NA,NA,collected,N,NA,NA,1223
U1224,stomach,SST1154,BST52,NA,BST52-NA,NA,collected,N,NA,NA,1224
U1225,stomach,SST1155,BST52,NA,BST52-NA,NA,collected,N,NA,NA,1225
U1226,stomach,SST1161,BST52,NA,BST52-NA,NA,collected,N,NA,NA,1226
U1227,stomach,SST1162,BST52,NA,BST52-NA,NA,collected,N,NA,NA,1227
U1228,stomach,SST1163,BST52,NA,BST52-NA,NA,being processed,N,NA,NA,1228
U1229,stomach,SST1164,BST52,NA,BST52-NA,NA,being processed,N,NA,NA,1229
U1230,stomach,SST1165,BST52,NA,BST52-NA,NA,being processed,N,NA,NA,1230
U1231,stomach,SST1156,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1231
U1232,stomach,SST1166,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1232
U1233,stomach,SST1167,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1233
U1234,stomach,SST1168,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1234
U1235,stomach,SST1191,BST47,NA,BST47-NA,NA,collected,N,NA,NA,1235
U1236,stomach,SST1192,BST51,NA,BST51-NA,NA,collected,N,NA,NA,1236
U1237,stomach,SST1193,BST51,NA,BST51-NA,NA,collected,N,NA,NA,1237
U1238,stomach,SST1194,BST51,NA,BST51-NA,NA,collected,N,NA,NA,1238
U1239,stomach,SST1209,BST51,NA,BST51-NA,NA,being processed,N,NA,NA,1239
U1240,stomach,SST1210,BST51,NA,BST51-NA,NA,being processed,N,NA,NA,1240
U1241,stomach,SST1157,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1241
U1242,stomach,SST1158,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1242
U1243,stomach,SST1159,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1243
U1244,stomach,SST1169,BST50,NA,BST50-NA,NA,being processed,N,NA,NA,1244
U1245,stomach,SST1170,BST50,NA,BST50-NA,NA,being processed,N,NA,NA,1245
U1246,stomach,SST1171,BST50,NA,BST50-NA,NA,being processed,N,NA,NA,1246
U1247,stomach,SST1177,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1247
U1248,stomach,SST1178,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1248
U1249,stomach,SST1179,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1249
U1250,stomach,SST1180,BST50,NA,BST50-NA,NA,collected,N,NA,NA,1250
U1251,stomach,SST1160,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1251
U1252,stomach,SST1172,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1252
U1253,stomach,SST1173,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1253
U1254,stomach,SST1174,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1254
U1255,stomach,SST1175,BST49,NA,BST49-NA,NA,collected,N,NA,NA,1255
U1256,stomach,SST1181,BST49,NA,BST49-NA,NA,being processed,N,NA,NA,1256
U1257,stomach,SST1182,BST49,NA,BST49-NA,NA,being processed,N,NA,NA,1257
U1258,stomach,SST1183,BST53,NA,BST53-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1258
U1259,stomach,SST1184,BST53,NA,BST53-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1259
U1260,stomach,SST1185,BST53,NA,BST53-NA,NA,collected,Y,stomach tray has > 25 samples,NA,1260
