package_id,seine_id,pkg_species,number_of_fish,field_liced_status,pkg_time_out,pkg_time_dewar,pkg_location,freezer_type,freezer_number,freezer_shelf,freezer_section,pkg_comments
JP397,JN287,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP398,JN312,PI,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP399,JN312,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP694,DN220,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP400,JN282,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP401,JN262,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP695,DN284,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP696,DN284,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP697,DN284,PI,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP402,JN293,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP698,DN312,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP403,JN214,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP405,JN226,HE,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP404,JN226,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP699,DN205,HE,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP700,DN205,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP406,JN254,HE,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP407,JN312,HE,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP408,JN312,PI,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP409,JN237,CO,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP701,DN200,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP702,DN200,HE,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP410,JN214,PI,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
2015-05-25-J04-CO,JN214,CO,4,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,Forgot to give it a package label
JP411,JN295,PI,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP412,JN295,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP413,JN229,CO,4,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP414,JN229,HE,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP415,JN260,HE,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP416,JN260,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP417,JN260,PI,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP418,JN260,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP419,JN215,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP420,JN215,HE,3,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP421,JN215,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP422,JN255,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP703,DN319,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP423,JN265,HE,3,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP424,JN265,PI,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP704,DN298,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP705,DN298,HE,6,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP706,DN298,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,And 1 trainer CU
JP425,JN262,CO,3,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP426,JN262,PI,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP427,JN305,CU,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP428,JN305,PI,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP429,JN296,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP430,JN296,PI,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP431,JN296,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP432,JN304,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP433,JN216,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP434,JN308,PI,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP435,JN308,HE,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP707,DN334,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP708,DN334,PI,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP436,JN232,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP437,JN232,HE,3,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP438,JN287,PI,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP439,JN287,CU,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP709,DN210,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP710,DN210,PI,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP440,JN268,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP441,JN268,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP442,JN255,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP711,DN204,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP712,DN204,HE,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP713,DN202,HE,7,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP443,JN298,CU,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP714,DN319,PI,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,Tag said 10 CU at D10
DP715,DN209,HE,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,And 1 trainer SO
DP716,DN209,CU,2,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
DP717,DN258,CU,3,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP444,JN275,PI,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP445,JN273,PI,7,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP446,JN306,HE,10,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP447,JN305,CU,8,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP448,JN231,HE,5,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP449,JN303,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP450,JN205,CO,3,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP451,2015-05-08-J08,CO,1,N,NA,NA,Quadra Prep Lab,-80,2,2,NA,NA
JP88,JN9,CK,1,N,NA,NA,Quadra Prep Lab,-80,3,2,R,NA
NOT ASSIGNED,JN15,CK,2,N,NA,NA,Quadra Prep Lab,-80,3,2,R,NA
